event_index,group,phase1_group,p0_pid,best_lepton_pid,p0_pt,best_lepton_pt,p0_iso,phase1_deltaR_p0_lepton,computed_deltaR_p0_lepton,p0_is_lepton_aligned,p0_idx_equals_best_lepton,best_lepton_idx,second_lepton_present,second_lepton_pt,lepton_nearest_hadron_deltaR,lepton_hardest_hadron_deltaR,lepton_hardest_hadron_pt,p0_knn_size,p0_knn_sum_pt,p0_knn_mean_pt,p0_knn_max_pt,p0_knn_hadron_count,p0_knn_charged_count,p0_knn_lepton_count,p0_knn_hadron_frac,p0_knn_charged_frac,p0_knn_lepton_frac,p0_knn_hard_neighbor_count,p0_knn_hard_hadron_count,p0_knn_hard_charged_count,p0_knn_deltaR_to_center_mean,p0_knn_deltaR_to_center_min,p0_knn_pairwise_deltaR_mean,p0_knn_pairwise_deltaR_min,p0_knn_pairwise_deltaR_max,p0_knn_charged_hadron_frac,p0_knn_neutral_hadron_frac,p0_knn_photon_frac,p0_knn_electron_frac,p0_knn_muon_frac,lep_knn_size,lep_knn_sum_pt,lep_knn_mean_pt,lep_knn_max_pt,lep_knn_hadron_count,lep_knn_charged_count,lep_knn_lepton_count,lep_knn_hadron_frac,lep_knn_charged_frac,lep_knn_lepton_frac,lep_knn_hard_neighbor_count,lep_knn_hard_hadron_count,lep_knn_hard_charged_count,lep_knn_deltaR_to_center_mean,lep_knn_deltaR_to_center_min,lep_knn_pairwise_deltaR_mean,lep_knn_pairwise_deltaR_min,lep_knn_pairwise_deltaR_max,lep_knn_charged_hadron_frac,lep_knn_neutral_hadron_frac,lep_knn_photon_frac,lep_knn_electron_frac,lep_knn_muon_frac
13089,protected_highiso,Hqql_correct,charged_hadron,muon,222.8564453125,130.16632080078125,0.300670102821125,0.09838949888944626,0.09838949888944626,0,0,1,0,0.0,0.05864599347114563,0.09838949888944626,222.8564453125,16,518.3427780866623,32.39642363041639,222.8564453125,11,11,0,0.6875,0.6875,0.0,5,3,3,0.02383149500815307,3.162277789670043e-05,0.03488543841440332,3.162277789670043e-05,0.07779689878225327,0.6875,0.0,0.3125,0.0,0.0,16,746.7862097024918,46.674138106405735,222.8564453125,12,12,1,0.75,0.75,0.0625,5,4,4,0.08695397448605036,3.162277789670043e-05,0.0745062913659846,3.162277789670043e-05,0.1909894198179245,0.75,0.0,0.1875,0.0,0.0625
13279,protected_highiso,Hqql_correct,muon,muon,236.35154724121094,236.35154724121094,0.30451274502732373,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.12207836657762527,0.25118470191955566,27.298479080200195,16,539.8115587234497,33.73822242021561,236.35154724121094,5,5,2,0.3125,0.3125,0.125,5,3,3,0.10600028311591814,3.162277789670043e-05,0.05495126733549114,3.162277789670043e-05,0.13831362128257751,0.3125,0.0,0.5625,0.0,0.125,16,539.8115587234497,33.73822242021561,236.35154724121094,5,5,2,0.3125,0.3125,0.125,5,3,3,0.10600028311591814,3.162277789670043e-05,0.05495126733549114,3.162277789670043e-05,0.13831362128257751,0.3125,0.0,0.5625,0.0,0.125
13374,protected_highiso,Hqql_correct,electron,electron,354.0111389160156,354.0111389160156,0.31933442046129834,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.14183372259140015,0.3649807274341583,13.307259559631348,15,400.5684460401535,26.704563069343568,354.0111389160156,14,14,1,0.9333333333333333,0.9333333333333333,0.06666666666666667,6,5,5,0.15697310782343266,3.162277789670043e-05,0.10302332252166317,3.162277789670043e-05,0.2938981354236603,0.9333333373069763,0.0,0.0,0.06666667014360428,0.0,15,400.5684460401535,26.704563069343568,354.0111389160156,14,14,1,0.9333333333333333,0.9333333333333333,0.06666666666666667,6,5,5,0.15697310782343266,3.162277789670043e-05,0.10302332252166317,3.162277789670043e-05,0.2938981354236603,0.9333333373069763,0.0,0.0,0.06666667014360428,0.0
13400,protected_highiso,Hqql_correct,electron,electron,336.1107177734375,336.1107177734375,0.30333094385023174,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.05379219353199005,0.2742592990398407,81.31978607177734,16,771.9553327560425,48.247208297252655,336.1107177734375,2,2,2,0.125,0.125,0.125,5,0,0,0.023623110866083152,3.162277789670043e-05,0.034469535580440906,3.162277789670043e-05,0.0774284228682518,0.125,0.0,0.75,0.125,0.0,16,771.9553327560425,48.247208297252655,336.1107177734375,2,2,2,0.125,0.125,0.125,5,0,0,0.023623110866083152,3.162277789670043e-05,0.034469535580440906,3.162277789670043e-05,0.0774284228682518,0.125,0.0,0.75,0.125,0.0
13529,protected_highiso,Hqql_correct,muon,muon,326.5039978027344,326.5039978027344,0.3143295504180388,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.05580729991197586,0.30574584007263184,17.9835262298584,16,712.2274659872055,44.514216624200344,326.5039978027344,3,3,2,0.1875,0.1875,0.125,5,3,3,0.056035623501429654,3.162277789670043e-05,0.06730055999778414,3.162277789670043e-05,0.12605974078178406,0.1875,0.0,0.6875,0.0,0.125,16,712.2274659872055,44.514216624200344,326.5039978027344,3,3,2,0.1875,0.1875,0.125,5,3,3,0.056035623501429654,3.162277789670043e-05,0.06730055999778414,3.162277789670043e-05,0.12605974078178406,0.1875,0.0,0.6875,0.0,0.125
13583,actual_confused_highiso,Hqql_to_Tbl,electron,electron,444.0295715332031,444.0295715332031,0.3003978206874562,3.162277789670043e-05,3.162277789670043e-05,1,1,0,1,7.943925380706787,0.05165959894657135,0.3788658678531647,38.21934509277344,15,590.0793612003326,39.33862408002218,444.0295715332031,9,9,1,0.6,0.6,0.06666666666666667,6,3,3,0.051329072484077184,3.162277789670043e-05,0.06674981368341833,3.162277789670043e-05,0.11388087272644043,0.6000000238418579,0.0,0.3333333432674408,0.06666667014360428,0.0,15,590.0793612003326,39.33862408002218,444.0295715332031,9,9,1,0.6,0.6,0.06666666666666667,6,3,3,0.051329072484077184,3.162277789670043e-05,0.06674981368341833,3.162277789670043e-05,0.11388087272644043,0.6000000238418579,0.0,0.3333333432674408,0.06666667014360428,0.0
13787,actual_confused_highiso,Hqql_to_Tbl,electron,electron,226.40545654296875,226.40545654296875,0.31872989801129936,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.13044597208499908,0.28849050402641296,46.41997528076172,15,257.5254634618759,17.168364230791727,226.40545654296875,2,2,1,0.13333333333333333,0.13333333333333333,0.06666666666666667,6,2,2,0.08035241332521158,3.162277789670043e-05,0.11286428786361717,3.162277789670043e-05,0.236334890127182,0.13333334028720856,0.0,0.800000011920929,0.06666667014360428,0.0,15,257.5254634618759,17.168364230791727,226.40545654296875,2,2,1,0.13333333333333333,0.13333333333333333,0.06666666666666667,6,2,2,0.08035241332521158,3.162277789670043e-05,0.11286428786361717,3.162277789670043e-05,0.236334890127182,0.13333334028720856,0.0,0.800000011920929,0.06666667014360428,0.0
13897,protected_highiso,Hqql_correct,muon,muon,457.5880126953125,457.5880126953125,0.30963574303831687,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.08742553740739822,0.09624919295310974,60.254791259765625,16,1020.2388308048248,63.76492692530155,457.5880126953125,5,5,2,0.3125,0.3125,0.125,5,0,0,0.0709009916404284,3.162277789670043e-05,0.08057572141824494,3.162277789670043e-05,0.17035691440105438,0.3125,0.0,0.5625,0.0,0.125,16,1020.2388308048248,63.76492692530155,457.5880126953125,5,5,2,0.3125,0.3125,0.125,5,0,0,0.0709009916404284,3.162277789670043e-05,0.08057572141824494,3.162277789670043e-05,0.17035691440105438,0.3125,0.0,0.5625,0.0,0.125
13997,actual_confused_highiso,Hqql_to_Tbl,muon,muon,247.4871368408203,247.4871368408203,0.3189815108996855,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.11399435997009277,0.40732699632644653,42.893123626708984,15,280.8924787044525,18.7261652469635,247.4871368408203,9,9,1,0.6,0.6,0.06666666666666667,7,6,6,0.13954355435441054,3.162277789670043e-05,0.12645994812507222,3.162277789670043e-05,0.28612080216407776,0.6000000238418579,0.0,0.3333333432674408,0.0,0.06666667014360428,15,280.8924787044525,18.7261652469635,247.4871368408203,9,9,1,0.6,0.6,0.06666666666666667,7,6,6,0.13954355435441054,3.162277789670043e-05,0.12645994812507222,3.162277789670043e-05,0.28612080216407776,0.6000000238418579,0.0,0.3333333432674408,0.0,0.06666667014360428
14139,protected_highiso,Hqql_correct,muon,muon,359.5831604003906,359.5831604003906,0.3108986664716935,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.022545665502548218,0.2413541078567505,48.725318908691406,16,797.0096552371979,49.81310345232487,359.5831604003906,11,8,2,0.6875,0.5,0.125,5,3,3,0.06093807037677834,3.162277789670043e-05,0.08513087436082666,3.162277789670043e-05,0.15854278206825256,0.5,0.1875,0.1875,0.0,0.125,16,797.0096552371979,49.81310345232487,359.5831604003906,11,8,2,0.6875,0.5,0.125,5,3,3,0.06093807037677834,3.162277789670043e-05,0.08513087436082666,3.162277789670043e-05,0.15854278206825256,0.5,0.1875,0.1875,0.0,0.125
14355,protected_highiso,Hqql_correct,electron,electron,355.94677734375,355.94677734375,0.3141988514709827,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.006846059579402208,0.1469060480594635,68.7841796875,16,776.9243721961975,48.557773262262344,355.94677734375,5,3,2,0.3125,0.1875,0.125,7,2,0,0.02127552707088398,3.162277789670043e-05,0.03190820285265848,3.162277789670043e-05,0.08002635091543198,0.1875,0.125,0.5625,0.125,0.0,16,776.9243721961975,48.557773262262344,355.94677734375,5,3,2,0.3125,0.1875,0.125,7,2,0,0.02127552707088398,3.162277789670043e-05,0.03190820285265848,3.162277789670043e-05,0.08002635091543198,0.1875,0.125,0.5625,0.125,0.0
14381,protected_highiso,Hqql_correct,muon,muon,300.2547912597656,300.2547912597656,0.31435152106213715,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.15087494254112244,0.3048430383205414,48.02571105957031,16,654.9013576507568,40.9313348531723,300.2547912597656,9,3,2,0.5625,0.1875,0.125,5,3,0,0.18271229447555015,3.162277789670043e-05,0.2206631449190051,3.162277789670043e-05,0.4342457056045532,0.1875,0.375,0.3125,0.0,0.125,16,654.9013576507568,40.9313348531723,300.2547912597656,9,3,2,0.5625,0.1875,0.125,5,3,0,0.18271229447555015,3.162277789670043e-05,0.2206631449190051,3.162277789670043e-05,0.4342457056045532,0.1875,0.375,0.3125,0.0,0.125
14596,protected_highiso,Hqql_correct,electron,electron,113.05442810058594,113.05442810058594,0.3661293934726678,3.162277789670043e-05,3.162277789670043e-05,1,1,0,1,2.5160787105560303,0.12265075743198395,0.19488359987735748,103.99747467041016,16,195.72828912734985,12.233018070459366,113.05442810058594,7,7,1,0.4375,0.4375,0.0625,5,2,2,0.12463698551869129,3.162277789670043e-05,0.1132531793391839,3.162277789670043e-05,0.26135408878326416,0.4375,0.0,0.5,0.0625,0.0,16,195.72828912734985,12.233018070459366,113.05442810058594,7,7,1,0.4375,0.4375,0.0625,5,2,2,0.12463698551869129,3.162277789670043e-05,0.1132531793391839,3.162277789670043e-05,0.26135408878326416,0.4375,0.0,0.5,0.0625,0.0
14600,protected_highiso,Hqql_correct,muon,muon,258.7874755859375,258.7874755859375,0.3097612580826084,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.1258905678987503,0.16304771602153778,62.45383834838867,16,576.6542357206345,36.040889732539654,258.7874755859375,3,3,2,0.1875,0.1875,0.125,5,3,3,0.10051328114923308,3.162277789670043e-05,0.0992112187186649,3.162277789670043e-05,0.18168266117572784,0.1875,0.0,0.6875,0.0,0.125,16,576.6542357206345,36.040889732539654,258.7874755859375,3,3,2,0.1875,0.1875,0.125,5,3,3,0.10051328114923308,3.162277789670043e-05,0.0992112187186649,3.162277789670043e-05,0.18168266117572784,0.1875,0.0,0.6875,0.0,0.125
14625,protected_highiso,Hqql_correct,electron,electron,105.97429656982422,105.97429656982422,0.35361241335800714,3.162277789670043e-05,3.162277789670043e-05,1,1,0,1,11.225505828857422,0.17198260128498077,0.47961047291755676,57.44641876220703,16,193.7162573337555,12.107266083359718,105.97429656982422,6,4,2,0.375,0.25,0.125,6,2,0,0.14895995640540605,3.162277789670043e-05,0.16167667126977298,3.162277789670043e-05,0.38861608505249023,0.25,0.125,0.5,0.125,0.0,16,193.7162573337555,12.107266083359718,105.97429656982422,6,4,2,0.375,0.25,0.125,6,2,0,0.14895995640540605,3.162277789670043e-05,0.16167667126977298,3.162277789670043e-05,0.38861608505249023,0.25,0.125,0.5,0.125,0.0
14711,actual_confused_highiso,Hqql_to_Tbl,muon,muon,132.4909210205078,132.4909210205078,0.393143327358783,3.162277789670043e-05,3.162277789670043e-05,1,1,0,1,1.6857465505599976,0.2544004023075104,0.3753111660480499,40.551177978515625,16,204.51317739486694,12.782073587179184,132.4909210205078,10,8,1,0.625,0.5,0.0625,5,4,4,0.27608779833531116,3.162277789670043e-05,0.227386465753231,3.162277789670043e-05,0.43307581543922424,0.5,0.125,0.3125,0.0,0.0625,16,204.51317739486694,12.782073587179184,132.4909210205078,10,8,1,0.625,0.5,0.0625,5,4,4,0.27608779833531116,3.162277789670043e-05,0.227386465753231,3.162277789670043e-05,0.43307581543922424,0.5,0.125,0.3125,0.0,0.0625
14742,protected_highiso,Hqql_correct,electron,electron,315.24462890625,315.24462890625,0.30512849695119243,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.055788248777389526,0.27114856243133545,73.39140319824219,16,717.9089820384979,44.86931137740612,315.24462890625,4,1,2,0.25,0.0625,0.125,5,0,0,0.08555855633449028,3.162277789670043e-05,0.08555282544803049,3.162277789670043e-05,0.18356283009052277,0.0625,0.1875,0.625,0.125,0.0,16,717.9089820384979,44.86931137740612,315.24462890625,4,1,2,0.25,0.0625,0.125,5,0,0,0.08555855633449028,3.162277789670043e-05,0.08555282544803049,3.162277789670043e-05,0.18356283009052277,0.0625,0.1875,0.625,0.125,0.0
14991,protected_highiso,Hqql_correct,muon,muon,142.14076232910156,142.14076232910156,0.3078118770773039,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.060708414763212204,0.32955023646354675,57.697349548339844,16,319.63729667663574,19.977331042289734,142.14076232910156,5,5,2,0.3125,0.3125,0.125,5,0,0,0.09029192648586104,3.162277789670043e-05,0.08982386098856902,3.162277789670043e-05,0.1806265115737915,0.3125,0.0,0.5625,0.0,0.125,16,319.63729667663574,19.977331042289734,142.14076232910156,5,5,2,0.3125,0.3125,0.125,5,0,0,0.09029192648586104,3.162277789670043e-05,0.08982386098856902,3.162277789670043e-05,0.1806265115737915,0.3125,0.0,0.5625,0.0,0.125
14999,protected_highiso,Hqql_correct,muon,muon,185.35040283203125,185.35040283203125,0.30284571341439487,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.08971907943487167,0.2220257669687271,157.8699493408203,16,426.67875945568085,26.667422465980053,185.35040283203125,8,8,2,0.5,0.5,0.125,5,3,3,0.0760822126990206,3.162277789670043e-05,0.09223082219086791,3.162277789670043e-05,0.20495820045471191,0.5,0.0,0.375,0.0,0.125,16,426.67875945568085,26.667422465980053,185.35040283203125,8,8,2,0.5,0.5,0.125,5,3,3,0.0760822126990206,3.162277789670043e-05,0.09223082219086791,3.162277789670043e-05,0.20495820045471191,0.5,0.0,0.375,0.0,0.125
15006,protected_highiso,Hqql_correct,electron,electron,254.96595764160156,254.96595764160156,0.3035567469001538,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.06612240523099899,0.4368104636669159,129.26129150390625,16,584.9624814987183,36.56015509366989,254.96595764160156,9,9,2,0.5625,0.5625,0.125,5,3,3,0.08295898264032076,3.162277789670043e-05,0.11915746354258469,3.162277789670043e-05,0.25242748856544495,0.5625,0.0,0.3125,0.125,0.0,16,584.9624814987183,36.56015509366989,254.96595764160156,9,9,2,0.5625,0.5625,0.125,5,3,3,0.08295898264032076,3.162277789670043e-05,0.11915746354258469,3.162277789670043e-05,0.25242748856544495,0.5625,0.0,0.3125,0.125,0.0
15112,protected_highiso,Hqql_correct,electron,electron,273.059814453125,273.059814453125,0.30389515679176476,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.05559111759066582,0.16440390050411224,49.023563385009766,16,625.4732167720795,39.09207604825497,273.059814453125,6,3,2,0.375,0.1875,0.125,5,0,0,0.07903339768517981,3.162277789670043e-05,0.08063722587958182,3.162277789670043e-05,0.15952831506729126,0.1875,0.1875,0.5,0.125,0.0,16,625.4732167720795,39.09207604825497,273.059814453125,6,3,2,0.375,0.1875,0.125,5,0,0,0.07903339768517981,3.162277789670043e-05,0.08063722587958182,3.162277789670043e-05,0.15952831506729126,0.1875,0.1875,0.5,0.125,0.0
15233,protected_highiso,Hqql_correct,electron,electron,246.32037353515625,246.32037353515625,0.30021087111852335,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.12487846612930298,0.21190103888511658,27.783315658569336,15,327.85037183761597,21.856691455841066,246.32037353515625,8,8,1,0.5333333333333333,0.5333333333333333,0.06666666666666667,5,3,3,0.12238350179662423,3.162277789670043e-05,0.08320120546160892,3.162277789670043e-05,0.1656150072813034,0.5333333611488342,0.0,0.4000000059604645,0.06666667014360428,0.0,15,327.85037183761597,21.856691455841066,246.32037353515625,8,8,1,0.5333333333333333,0.5333333333333333,0.06666666666666667,5,3,3,0.12238350179662423,3.162277789670043e-05,0.08320120546160892,3.162277789670043e-05,0.1656150072813034,0.5333333611488342,0.0,0.4000000059604645,0.06666667014360428,0.0
15288,actual_confused_highiso,Hqql_to_Tbl,electron,electron,429.5041198730469,429.5041198730469,0.3186871070060011,3.162277789670043e-05,3.162277789670043e-05,1,1,0,0,0.0,0.0436578169465065,0.26412656903266907,17.024377822875977,15,488.7216649055481,32.58144432703654,429.5041198730469,9,6,1,0.6,0.4,0.06666666666666667,7,6,3,0.06590439818173763,3.162277789670043e-05,0.07955937761715696,3.162277789670043e-05,0.18465431034564972,0.4000000059604645,0.20000000298023224,0.3333333432674408,0.06666667014360428,0.0,15,488.7216649055481,32.58144432703654,429.5041198730469,9,6,1,0.6,0.4,0.06666666666666667,7,6,3,0.06590439818173763,3.162277789670043e-05,0.07955937761715696,3.162277789670043e-05,0.18465431034564972,0.4000000059604645,0.20000000298023224,0.3333333432674408,0.06666667014360428,0.0
