head_id,rank,event_index,true_label,pred_label,top_particle,leading_pt_particle,top_is_particle0,top_is_leading_pt,event_score,top_particle_pt,leading_pt,knn_neighbors,knn_contains_particle0,knn_contains_leading,neighbor_pt_mean,neighbor_pt_max,neighbor_pt_rank_mean,neighbor_top4_frac,neighbor_top16_frac,neighbor_deltaR_mean,neighbor_deltaR_max,neighbor_charge_mean,neighbor_charge_abs_mean,neighbor_pid_charged_hadron_frac,neighbor_pid_neutral_hadron_frac,neighbor_pid_photon_frac,neighbor_pid_electron_frac,neighbor_pid_muon_frac
L2_ch128:160,3,362,label_Tbl,label_Tbl,0,0,1,1,0.649602472782135,181.8948211669922,181.8948211669922,"[42, 0, 21, 105, 84, 126, 95, 32, 11, 53, 116, 74, 76, 55, 13, 34]",1,1,73.35466766357422,181.8948211669922,64.125,0.0625,0.1875,0.3022652864456177,0.49564382433891296,-0.75,0.75,0.375,0.0,0.25,0.0,0.375
L2_ch128:160,4,373,label_Tbl,label_Tbl,0,0,1,1,0.6483787894248962,167.03543090820312,167.03543090820312,"[0, 108, 122, 14, 68, 47, 101, 97, 43, 15, 123, 69, 39, 93, 86, 32]",1,1,26.03486442565918,167.03543090820312,56.25,0.0625,0.1875,0.1563287079334259,0.24970830976963043,0.1875,0.4375,0.3125,0.0,0.5625,0.125,0.0
L2_ch128:160,5,356,label_Tbl,label_Tbl,0,0,1,1,0.6449140906333923,424.41094970703125,424.41094970703125,"[69, 0, 23, 92, 115, 112, 89, 43, 20, 66, 114, 22, 91, 68, 45, 21]",1,1,134.39503479003906,424.41094970703125,56.25,0.0625,0.0625,0.13163913786411285,0.28552091121673584,-0.625,0.625,0.3125,0.0,0.375,0.3125,0.0
L2_ch128:160,6,342,label_Tbl,label_Tbl,0,0,1,1,0.6403727531433105,278.8143310546875,278.8143310546875,"[0, 64, 96, 111, 79, 15, 47, 48, 16, 80, 112, 126, 94, 30, 62, 14]",1,1,55.10927200317383,278.8143310546875,58.6875,0.0625,0.1875,0.2390369176864624,0.43094614148139954,-0.25,0.25,0.0625,0.5,0.25,0.0,0.1875
L2_ch128:160,7,365,label_Tbl,label_Tbl,0,0,1,1,0.601095974445343,147.4969940185547,147.4969940185547,"[0, 92, 85, 39, 123, 31, 77, 62, 16, 108, 42, 88, 36, 82, 89, 43]",1,1,20.118906021118164,147.4969940185547,61.4375,0.0625,0.0625,0.3080730736255646,0.4458337128162384,0.125,0.125,0.0,0.1875,0.6875,0.0,0.125
L2_ch128:160,8,379,label_Tbl,label_Tbl,0,0,1,1,0.5978504419326782,62.23419952392578,62.23419952392578,"[0, 120, 96, 36, 59, 119, 118, 58, 93, 33, 57, 117, 50, 110, 115, 55]",1,1,9.275411605834961,62.23419952392578,64.375,0.0625,0.0625,0.2476717084646225,0.33692872524261475,0.125,0.125,0.0,0.0,0.875,0.125,0.0
L2_ch0:32,1,369,label_Tbl,label_Tbl,0,0,1,1,0.4081932604312897,487.25653076171875,487.25653076171875,"[0, 72, 108, 31, 103, 67, 96, 60, 24, 8, 44, 116, 80, 86, 50, 14]",1,1,96.34561920166016,487.25653076171875,62.875,0.0625,0.1875,0.2548144459724426,0.3571796119213104,0.375,0.375,0.1875,0.25,0.375,0.1875,0.0
L2_ch0:32,2,332,label_Tbl,label_Tbl,0,0,1,1,0.3954674005508423,252.05963134765625,252.05963134765625,"[76, 74, 70, 63, 53, 67, 100, 24, 115, 39, 11, 87, 3, 79, 77, 1]",0,0,27.913610458374023,252.05963134765625,65.5625,0.125,0.1875,0.28470703959465027,0.3342580497264862,0.0,0.5,0.4375,0.0,0.5,0.0,0.0625
L2_ch0:32,3,351,label_Tbl,label_Tbl,0,0,1,1,0.3941167891025543,148.91407775878906,148.91407775878906,"[0, 98, 83, 34, 103, 5, 54, 41, 90, 51, 2, 100, 31, 80, 56, 7]",1,1,32.6839714050293,148.91407775878906,55.8125,0.125,0.25,0.3332127630710602,0.3972545266151428,-0.25,0.625,0.5,0.0,0.375,0.0,0.125
L2_ch0:32,4,341,label_Tbl,label_Tbl,0,0,1,1,0.3857925832271576,133.78932189941406,133.78932189941406,"[0, 76, 114, 19, 95, 57, 120, 44, 6, 82, 5, 81, 119, 43, 42, 4]",1,1,42.085044860839844,133.78932189941406,62.9375,0.0625,0.25,0.3755393624305725,0.47161516547203064,0.375,0.75,0.5625,0.0,0.25,0.1875,0.0
L2_ch0:32,5,340,label_Tbl,label_Tbl,0,0,1,1,0.3712831735610962,329.0126953125,329.0126953125,"[0, 80, 120, 38, 118, 78, 91, 11, 51, 70, 30, 110, 98, 18, 58, 34]",1,1,64.2779769897461,329.0126953125,60.5,0.0625,0.125,0.2979627549648285,0.48255008459091187,0.1875,0.1875,0.0,0.5625,0.25,0.1875,0.0
L2_ch0:32,6,365,label_Tbl,label_Tbl,0,0,1,1,0.36343836784362793,147.4969940185547,147.4969940185547,"[0, 92, 85, 39, 123, 31, 77, 62, 16, 108, 42, 88, 36, 82, 89, 43]",1,1,20.118906021118164,147.4969940185547,61.4375,0.0625,0.0625,0.3080730736255646,0.4458337128162384,0.125,0.125,0.0,0.1875,0.6875,0.0,0.125
L2_ch0:32,7,434,label_Tbqq,label_Tbqq,3,0,0,0,0.35648205876350403,52.9222412109375,172.40524291992188,"[3, 111, 92, 38, 45, 99, 106, 52, 67, 121, 13, 84, 30, 115, 61, 7]",0,0,15.954507827758789,52.9222412109375,59.1875,0.0625,0.1875,0.1666630357503891,0.28400906920433044,-0.125,0.375,0.375,0.1875,0.4375,0.0,0.0
L2_ch0:32,8,445,label_Tbqq,label_Tbqq,4,0,0,0,0.33375951647758484,42.61348342895508,134.31410217285156,"[4, 98, 83, 36, 44, 91, 88, 41, 89, 42, 26, 120, 73, 126, 79, 32]",0,0,6.880719184875488,42.61348342895508,59.625,0.0,0.0625,0.08727829903364182,0.14157679677009583,-0.125,0.125,0.125,0.25,0.625,0.0,0.0
L2_ch32:64,1,351,label_Tbl,label_Tbl,0,0,1,1,0.7287096977233887,148.91407775878906,148.91407775878906,"[0, 98, 83, 34, 103, 5, 54, 41, 90, 51, 2, 100, 31, 80, 56, 7]",1,1,32.6839714050293,148.91407775878906,55.8125,0.125,0.25,0.3332127630710602,0.3972545266151428,-0.25,0.625,0.5,0.0,0.375,0.0,0.125
L2_ch32:64,2,369,label_Tbl,label_Tbl,0,0,1,1,0.7211373448371887,487.25653076171875,487.25653076171875,"[0, 72, 108, 31, 103, 67, 96, 60, 24, 8, 44, 116, 80, 86, 50, 14]",1,1,96.34561920166016,487.25653076171875,62.875,0.0625,0.1875,0.2548144459724426,0.3571796119213104,0.375,0.375,0.1875,0.25,0.375,0.1875,0.0
L2_ch32:64,3,332,label_Tbl,label_Tbl,0,0,1,1,0.6586841344833374,252.05963134765625,252.05963134765625,"[76, 74, 70, 63, 53, 67, 100, 24, 115, 39, 11, 87, 3, 79, 77, 1]",0,0,27.913610458374023,252.05963134765625,65.5625,0.125,0.1875,0.28470703959465027,0.3342580497264862,0.0,0.5,0.4375,0.0,0.5,0.0,0.0625
L2_ch32:64,4,340,label_Tbl,label_Tbl,0,0,1,1,0.6396635174751282,329.0126953125,329.0126953125,"[0, 80, 120, 38, 118, 78, 91, 11, 51, 70, 30, 110, 98, 18, 58, 34]",1,1,64.2779769897461,329.0126953125,60.5,0.0625,0.125,0.2979627549648285,0.48255008459091187,0.1875,0.1875,0.0,0.5625,0.25,0.1875,0.0
L2_ch32:64,5,400,label_Tbqq,label_Tbqq,2,0,0,0,0.582966148853302,36.07419204711914,54.790382385253906,"[71, 100, 31, 23, 92, 81, 12, 68, 125, 56, 28, 97, 62, 61, 96, 27]",0,0,8.326310157775879,36.07419204711914,70.8125,0.0,0.0625,0.1520097553730011,0.40774112939834595,0.25,0.625,0.5625,0.375,0.0,0.0625,0.0
L2_ch32:64,6,383,label_Tbl,label_Tbl,0,0,1,1,0.5593118667602539,115.3818359375,115.3818359375,"[0, 108, 100, 46, 42, 96, 95, 41, 122, 68, 14, 24, 78, 77, 23, 33]",1,1,19.540973663330078,115.3818359375,55.8125,0.0625,0.125,0.43152284622192383,0.5523945689201355,-0.1875,0.6875,0.5625,0.0,0.3125,0.0,0.125
L2_ch32:64,7,365,label_Tbl,label_Tbl,0,0,1,1,0.5555863380432129,147.4969940185547,147.4969940185547,"[0, 92, 85, 39, 123, 31, 77, 62, 16, 108, 42, 88, 36, 82, 89, 43]",1,1,20.118906021118164,147.4969940185547,61.4375,0.0625,0.0625,0.3080730736255646,0.4458337128162384,0.125,0.125,0.0,0.1875,0.6875,0.0,0.125
L2_ch32:64,8,379,label_Tbl,label_Tbl,0,0,1,1,0.5549562573432922,62.23419952392578,62.23419952392578,"[0, 120, 96, 36, 59, 119, 118, 58, 93, 33, 57, 117, 50, 110, 115, 55]",1,1,9.275411605834961,62.23419952392578,64.375,0.0625,0.0625,0.2476717084646225,0.33692872524261475,0.125,0.125,0.0,0.0,0.875,0.125,0.0
L2_ch64:96,1,198,label_Hqql,label_Hqql,0,0,1,1,0.35901373624801636,445.189453125,445.189453125,"[26, 78, 0, 104, 117, 65, 91, 13, 39, 31, 109, 83, 5, 57, 43, 17]",1,1,119.78118896484375,445.189453125,60.75,0.0625,0.1875,0.038218364119529724,0.05882988125085831,-0.375,0.875,0.625,0.125,0.0,0.0,0.25
L2_ch64:96,2,337,label_Tbl,label_Tbl,0,0,1,1,0.32988545298576355,332.51971435546875,332.51971435546875,"[40, 0, 20, 100, 80, 120, 91, 31, 11, 51, 111, 71, 78, 58, 18, 38]",1,1,126.5885238647461,332.51971435546875,63.1875,0.0625,0.125,0.30872195959091187,0.5011255741119385,0.75,0.75,0.375,0.0,0.25,0.0,0.375
L2_ch64:96,3,379,label_Tbl,label_Tbl,0,0,1,1,0.32155776023864746,62.23419952392578,62.23419952392578,"[0, 120, 96, 36, 59, 119, 118, 58, 93, 33, 57, 117, 50, 110, 115, 55]",1,1,9.275411605834961,62.23419952392578,64.375,0.0625,0.0625,0.2476717084646225,0.33692872524261475,0.125,0.125,0.0,0.0,0.875,0.125,0.0
L2_ch64:96,4,217,label_Hqql,label_Hqql,0,0,1,1,0.3144959509372711,372.72479248046875,372.72479248046875,"[0, 66, 99, 101, 68, 2, 35, 42, 9, 75, 108, 100, 67, 1, 34, 3]",1,1,82.97740936279297,372.72479248046875,59.0,0.25,0.3125,0.024861492216587067,0.06117168441414833,0.0,0.5,0.3125,0.0,0.5,0.1875,0.0
L2_ch64:96,5,351,label_Tbl,label_Tbl,0,0,1,1,0.30926233530044556,148.91407775878906,148.91407775878906,"[0, 98, 83, 34, 103, 5, 54, 41, 90, 51, 2, 100, 31, 80, 56, 7]",1,1,32.6839714050293,148.91407775878906,55.8125,0.125,0.25,0.3332127630710602,0.3972545266151428,-0.25,0.625,0.5,0.0,0.375,0.0,0.125
L2_ch64:96,6,353,label_Tbl,label_Tbl,0,0,1,1,0.30823057889938354,344.981689453125,344.981689453125,"[44, 0, 22, 110, 88, 105, 127, 39, 17, 61, 83, 92, 4, 48, 70, 26]",1,1,113.09010314941406,344.981689453125,59.5,0.0625,0.125,0.2704644799232483,0.4054734408855438,0.3125,0.3125,0.0,0.6875,0.0,0.3125,0.0
L2_ch64:96,7,356,label_Tbl,label_Tbl,0,0,1,1,0.28840580582618713,424.41094970703125,424.41094970703125,"[69, 0, 23, 92, 115, 112, 89, 43, 20, 66, 114, 22, 91, 68, 45, 21]",1,1,134.39503479003906,424.41094970703125,56.25,0.0625,0.0625,0.13163913786411285,0.28552091121673584,-0.625,0.625,0.3125,0.0,0.375,0.3125,0.0
L2_ch64:96,8,334,label_Tbl,label_Tbl,0,0,1,1,0.28798767924308777,482.8270568847656,482.8270568847656,"[72, 0, 24, 96, 120, 104, 80, 32, 8, 56, 117, 21, 93, 69, 45, 9]",1,1,153.64630126953125,482.8270568847656,58.75,0.0625,0.1875,0.20947928726673126,0.3166196346282959,0.3125,0.9375,0.625,0.0,0.0625,0.0,0.3125
L2_ch160:192,1,351,label_Tbl,label_Tbl,0,0,1,1,0.793272852897644,148.91407775878906,148.91407775878906,"[0, 98, 83, 34, 103, 5, 54, 41, 90, 51, 2, 100, 31, 80, 56, 7]",1,1,32.6839714050293,148.91407775878906,55.8125,0.125,0.25,0.3332127630710602,0.3972545266151428,-0.25,0.625,0.5,0.0,0.375,0.0,0.125
L2_ch160:192,2,379,label_Tbl,label_Tbl,0,0,1,1,0.7499902248382568,62.23419952392578,62.23419952392578,"[0, 120, 96, 36, 59, 119, 118, 58, 93, 33, 57, 117, 50, 110, 115, 55]",1,1,9.275411605834961,62.23419952392578,64.375,0.0625,0.0625,0.2476717084646225,0.33692872524261475,0.125,0.125,0.0,0.0,0.875,0.125,0.0
L2_ch160:192,3,365,label_Tbl,label_Tbl,0,0,1,1,0.6881759166717529,147.4969940185547,147.4969940185547,"[0, 92, 85, 39, 123, 31, 77, 62, 16, 108, 42, 88, 36, 82, 89, 43]",1,1,20.118906021118164,147.4969940185547,61.4375,0.0625,0.0625,0.3080730736255646,0.4458337128162384,0.125,0.125,0.0,0.1875,0.6875,0.0,0.125
L2_ch160:192,4,370,label_Tbl,label_Tbl,0,0,1,1,0.6369479298591614,302.8354187011719,302.8354187011719,"[66, 96, 30, 50, 116, 124, 58, 48, 114, 113, 47, 56, 122, 65, 81, 15]",0,0,22.68402099609375,302.8354187011719,67.4375,0.0,0.0625,0.21510398387908936,0.2408088594675064,-0.1875,0.4375,0.375,0.0,0.5625,0.0625,0.0
L2_ch160:192,5,415,label_Tbqq,label_Tbqq,1,0,0,0,0.5975112318992615,79.58978271484375,172.37814331054688,"[66, 74, 9, 26, 91, 108, 43, 19, 84, 102, 37, 16, 81, 114, 49, 33]",0,0,12.175823211669922,79.58978271484375,62.6875,0.0,0.0625,0.23265767097473145,0.3325555920600891,-0.0625,0.6875,0.6875,0.0,0.3125,0.0,0.0
L2_ch160:192,6,332,label_Tbl,label_Tbl,0,0,1,1,0.5924606323242188,252.05963134765625,252.05963134765625,"[76, 74, 70, 63, 53, 67, 100, 24, 115, 39, 11, 87, 3, 79, 77, 1]",0,0,27.913610458374023,252.05963134765625,65.5625,0.125,0.1875,0.28470703959465027,0.3342580497264862,0.0,0.5,0.4375,0.0,0.5,0.0,0.0625
L2_ch160:192,7,376,label_Tbl,label_Tbl,0,0,1,1,0.544651210308075,216.5425567626953,216.5425567626953,"[0, 68, 102, 29, 97, 63, 126, 58, 24, 92, 11, 79, 113, 45, 57, 23]",1,1,45.69269943237305,216.5425567626953,60.75,0.0625,0.125,0.2787284255027771,0.38088259100914,0.3125,0.6875,0.5,0.0,0.3125,0.1875,0.0
L2_ch160:192,8,356,label_Tbl,label_Tbl,0,0,1,1,0.50513756275177,424.41094970703125,424.41094970703125,"[69, 0, 23, 92, 115, 112, 89, 43, 20, 66, 114, 22, 91, 68, 45, 21]",1,1,134.39503479003906,424.41094970703125,56.25,0.0625,0.0625,0.13163913786411285,0.28552091121673584,-0.625,0.625,0.3125,0.0,0.375,0.3125,0.0
L1_ch0:16,1,383,label_Tbl,label_Tbl,1,0,0,0,7.250781536102295,53.07666015625,115.3818359375,"[1, 109, 75, 21, 3, 57, 111, 123, 15, 69, 25, 79, 121, 13, 67, 4]",0,0,22.179370880126953,53.07666015625,59.4375,0.125,0.3125,0.03690243139863014,0.0512494221329689,-0.125,0.75,0.75,0.125,0.125,0.0,0.0
L1_ch0:16,2,76,label_Hcc,label_Hcc,3,0,0,0,7.244054794311523,88.36013793945312,147.88963317871094,"[3, 89, 112, 26, 69, 104, 61, 18, 53, 96, 10, 5, 91, 48, 68, 25]",0,0,23.538766860961914,88.36013793945312,56.4375,0.0625,0.1875,0.020724665373563766,0.039534036070108414,-0.1875,0.1875,0.1875,0.125,0.6875,0.0,0.0
L1_ch0:16,3,369,label_Tbl,label_Tbl,2,0,0,0,6.768133163452148,70.18577575683594,487.25653076171875,"[2, 74, 110, 114, 78, 6, 42, 40, 4, 76, 112, 120, 84, 12, 48, 16]",0,0,25.471811294555664,70.18577575683594,62.6875,0.0625,0.25,0.013379489071667194,0.03772735968232155,-0.3125,0.6875,0.6875,0.0,0.3125,0.0,0.0
L1_ch0:16,4,565,label_QCD,label_QCD,2,0,0,0,6.758810520172119,73.7158432006836,110.9327621459961,"[2, 106, 107, 3, 55, 34, 86, 61, 113, 9, 23, 127, 75, 119, 67, 15]",0,0,22.328887939453125,73.7158432006836,60.3125,0.125,0.25,0.03125661239027977,0.06870747357606888,0.1875,0.8125,0.8125,0.0,0.1875,0.0,0.0
L1_ch0:16,5,332,label_Tbl,label_Tbl,4,0,0,0,6.488992214202881,27.63729476928711,252.05963134765625,"[80, 84, 8, 18, 94, 71, 82, 6, 91, 15, 25, 101, 14, 90, 110, 34]",0,0,12.6263427734375,27.63729476928711,66.8125,0.0,0.25,0.03659475967288017,0.056227169930934906,-0.125,0.375,0.375,0.0,0.625,0.0,0.0
L1_ch0:16,6,517,label_QCD,label_QCD,0,0,1,1,6.416083812713623,122.83883666992188,122.83883666992188,"[0, 108, 91, 37, 23, 77, 113, 59, 5, 48, 102, 68, 122, 14, 87, 33]",1,1,27.31898307800293,122.83883666992188,58.125,0.0625,0.1875,0.04184212163090706,0.08949316293001175,-0.375,0.375,0.375,0.0,0.625,0.0,0.0
L1_ch0:16,7,416,label_Tbqq,label_Tbqq,13,0,0,0,6.392693042755127,14.820502281188965,114.93964385986328,"[89, 70, 59, 42, 118, 111, 35, 31, 107, 87, 11, 14, 90, 80, 4, 40]",0,0,11.698071479797363,33.036983489990234,63.4375,0.0,0.1875,0.11086812615394592,0.2420632392168045,0.125,0.75,0.625,0.1875,0.0625,0.125,0.0
L1_ch0:16,8,320,label_Tbl,label_Tbl,16,0,0,0,6.238983154296875,1.11482834815979,186.00991821289062,"[50, 16, 33, 101, 84, 118, 120, 18, 103, 69, 86, 35, 1, 52, 25, 8]",0,0,47.66889572143555,92.15662384033203,64.5625,0.0625,0.125,0.003593418514356017,0.010143397375941277,0.625,0.625,0.625,0.0,0.375,0.0,0.0
L2_ch192:224,1,332,label_Tbl,label_Tbl,0,0,1,1,0.4874246418476105,252.05963134765625,252.05963134765625,"[76, 74, 70, 63, 53, 67, 100, 24, 115, 39, 11, 87, 3, 79, 77, 1]",0,0,27.913610458374023,252.05963134765625,65.5625,0.125,0.1875,0.28470703959465027,0.3342580497264862,0.0,0.5,0.4375,0.0,0.5,0.0,0.0625
L2_ch192:224,2,400,label_Tbqq,label_Tbqq,2,0,0,0,0.4060755968093872,36.07419204711914,54.790382385253906,"[71, 100, 31, 23, 92, 81, 12, 68, 125, 56, 28, 97, 62, 61, 96, 27]",0,0,8.326310157775879,36.07419204711914,70.8125,0.0,0.0625,0.1520097553730011,0.40774112939834595,0.25,0.625,0.5625,0.375,0.0,0.0625,0.0
L2_ch192:224,3,379,label_Tbl,label_Tbl,0,0,1,1,0.3873322010040283,62.23419952392578,62.23419952392578,"[0, 120, 96, 36, 59, 119, 118, 58, 93, 33, 57, 117, 50, 110, 115, 55]",1,1,9.275411605834961,62.23419952392578,64.375,0.0625,0.0625,0.2476717084646225,0.33692872524261475,0.125,0.125,0.0,0.0,0.875,0.125,0.0
L2_ch192:224,4,415,label_Tbqq,label_Tbqq,1,0,0,0,0.3588102161884308,79.58978271484375,172.37814331054688,"[66, 74, 9, 26, 91, 108, 43, 19, 84, 102, 37, 16, 81, 114, 49, 33]",0,0,12.175823211669922,79.58978271484375,62.6875,0.0,0.0625,0.23265767097473145,0.3325555920600891,-0.0625,0.6875,0.6875,0.0,0.3125,0.0,0.0
L2_ch192:224,5,398,label_Tbqq,label_Tbqq,7,0,0,0,0.3384664058685303,29.17251205444336,82.43778228759766,"[7, 125, 80, 21, 36, 95, 76, 17, 91, 32, 29, 88, 126, 8, 67, 41]",0,0,11.838830947875977,29.17251205444336,60.6875,0.0,0.125,0.07209070771932602,0.11002380400896072,0.25,0.75,0.625,0.0,0.25,0.125,0.0
L2_ch192:224,6,389,label_Tbqq,label_Tbqq,9,0,0,0,0.3325015902519226,21.531089782714844,75.33277130126953,"[9, 85, 123, 126, 88, 12, 50, 55, 17, 93, 14, 90, 52, 106, 68, 30]",0,0,11.381611824035645,21.531089782714844,55.9375,0.0,0.1875,0.04896428808569908,0.06917107850313187,-0.0625,0.8125,0.625,0.0,0.1875,0.1875,0.0
L2_ch192:224,7,351,label_Tbl,label_Tbl,0,0,1,1,0.2954971492290497,148.91407775878906,148.91407775878906,"[0, 98, 83, 34, 103, 5, 54, 41, 90, 51, 2, 100, 31, 80, 56, 7]",1,1,32.6839714050293,148.91407775878906,55.8125,0.125,0.25,0.3332127630710602,0.3972545266151428,-0.25,0.625,0.5,0.0,0.375,0.0,0.125
L2_ch192:224,8,392,label_Tbqq,label_Tbqq,4,0,0,0,0.28172338008880615,36.38156509399414,92.26351928710938,"[4, 118, 105, 48, 14, 71, 80, 23, 106, 49, 5, 62, 119, 74, 17, 53]",0,0,13.424158096313477,36.38156509399414,57.25,0.0,0.1875,0.08528102934360504,0.21931715309619904,-0.0625,0.5625,0.3125,0.4375,0.0,0.125,0.125
L1_ch112:128,1,106,label_Hcc,label_Hcc,19,0,0,0,6.051562309265137,5.4531941413879395,146.25042724609375,"[45, 97, 19, 123, 125, 73, 99, 21, 47, 28, 106, 80, 2, 54, 35, 9]",0,0,19.932395935058594,49.500404357910156,58.6875,0.0625,0.125,0.13981211185455322,0.19924065470695496,-0.1875,0.6875,0.6875,0.0,0.3125,0.0,0.0
L1_ch112:128,2,464,label_Wqq,label_Wqq,17,0,0,0,5.865447044372559,5.903550624847412,221.69273376464844,"[47, 17, 107, 32, 92, 122, 62, 2, 80, 20, 50, 110, 94, 64, 4, 34]",0,0,22.390174865722656,39.76060485839844,61.6875,0.0625,0.125,0.13649867475032806,0.17840878665447235,-0.4375,0.4375,0.4375,0.3125,0.25,0.0,0.0
L1_ch112:128,3,134,label_Hgg,label_Hgg,31,0,0,0,5.861996650695801,5.816227912902832,28.108436584472656,"[107, 110, 34, 35, 111, 112, 36, 8, 84, 78, 2, 12, 88, 59, 98, 22]",0,0,9.513638496398926,23.50581932067871,60.6875,0.0625,0.1875,0.20587411522865295,0.2665288746356964,-0.1875,0.6875,0.6875,0.0625,0.25,0.0,0.0
L1_ch112:128,4,355,label_Tbl,label_Tbl,0,0,1,1,5.846715927124023,519.654052734375,519.654052734375,"[36, 0, 18, 90, 72, 108, 126, 35, 125, 89, 107, 53, 17, 71, 33, 15]",1,1,227.6763916015625,519.654052734375,62.625,0.0625,0.125,0.2880780100822449,0.5407585501670837,0.5625,0.5625,0.125,0.0,0.4375,0.0,0.4375
L1_ch112:128,5,442,label_Tbqq,label_Tbqq,33,0,0,0,5.727205753326416,3.2741730213165283,172.15028381347656,"[82, 124, 75, 26, 127, 29, 78, 34, 83, 74, 25, 123, 39, 88, 71, 22]",0,0,4.065457820892334,5.368396282196045,75.625,0.0,0.0,0.19136065244674683,0.22003711760044098,-0.0625,0.4375,0.4375,0.1875,0.375,0.0,0.0
L1_ch112:128,6,623,label_Zqq,label_Zqq,3,0,0,0,5.675689697265625,26.62628173828125,77.83209991455078,"[3, 95, 106, 14, 60, 123, 77, 31, 79, 125, 33, 4, 96, 50, 47, 1]",0,0,19.373376846313477,54.2177619934082,57.5625,0.125,0.25,0.027994496747851372,0.04962964355945587,0.1875,0.4375,0.4375,0.0,0.5625,0.0,0.0
