analysis_group,source_group,entry_idx,root_pred,direct_pred,same_pred,root_Hqql,root_Tbl,direct_Hqql,direct_Tbl,score_l2_root_vs_direct
A_Hqql_correct,HToWW2Q1L,20805,label_Hqql,label_Hqql,1,0.9999998807907104,8.470573931163017e-08,0.999982476234436,1.2014347703370731e-05,2.137965930160135e-05
A_Hqql_correct,HToWW2Q1L,22421,label_Hqql,label_Hqql,1,0.9999998807907104,6.567524479805797e-08,0.9944207072257996,0.00023831898579373956,0.0075887334533035755
A_Hqql_correct,HToWW2Q1L,23668,label_Hqql,label_Hqql,1,0.9999998807907104,6.84916869886365e-08,0.9999909400939941,7.45096122045652e-06,1.1625915249169338e-05
A_Hqql_correct,HToWW2Q1L,26186,label_Hqql,label_Hqql,1,0.9999998807907104,8.120272809719609e-08,0.9955263733863831,0.0044434587471187115,0.006305243354290724
A_Hqql_correct,HToWW2Q1L,27410,label_Hqql,label_Hqql,1,0.9999998807907104,7.173186133968557e-08,0.9995177984237671,0.0004747541097458452,0.0006765674334019423
A_Hqql_correct,HToWW2Q1L,29713,label_Hqql,label_Hqql,1,0.9999998807907104,8.379748805964482e-08,0.9417085647583008,0.058246467262506485,0.08240460604429245
A_Hqql_correct,HToWW2Q1L,32117,label_Hqql,label_Hqql,1,0.9999998807907104,7.145956004706022e-08,0.9956639409065247,0.004330144263803959,0.006127798464149237
A_Hqql_correct,HToWW2Q1L,32387,label_Hqql,label_Hqql,1,0.9999998807907104,8.06943063480503e-08,0.9997274279594421,0.0002715229638852179,0.00038459294592030346
A_Hqql_correct,HToWW2Q1L,36810,label_Hqql,label_Hqql,1,0.9999998807907104,8.115365091043714e-08,0.9995158910751343,0.0004655750817619264,0.00067158043384552
A_Hqql_correct,HToWW2Q1L,42179,label_Hqql,label_Hqql,1,0.9999998807907104,7.610677243974351e-08,0.9889376163482666,0.011018243618309498,0.015613270923495293
A_Hqql_correct,HToWW2Q1L,43676,label_Hqql,label_Hqql,1,0.9999998807907104,8.805869811112643e-08,0.9993600249290466,0.0006355599616654217,0.0009018011623993516
A_Hqql_correct,HToWW2Q1L,44775,label_Hqql,label_Hqql,1,0.9999998807907104,7.131849599772977e-08,0.9995362758636475,0.00038471200969070196,0.000604263273999095
A_Hqql_correct,HToWW2Q1L,54096,label_Hqql,label_Hqql,1,0.9999998807907104,8.763562675540015e-08,0.9995406866073608,3.1727529858471826e-05,0.0005181097658351064
A_Hqql_correct,HToWW2Q1L,60809,label_Hqql,label_Hqql,1,0.9999998807907104,6.727604073830662e-08,0.9995947480201721,0.0003992887504864484,0.0005687875673174858
A_Hqql_correct,HToWW2Q1L,61119,label_Hqql,label_Hqql,1,0.9999998807907104,8.746579993612613e-08,0.999495267868042,0.0005024140700697899,0.0007120166555978358
A_Hqql_correct,HToWW2Q1L,61558,label_Hqql,label_Wqq,0,0.9999998807907104,6.285821285700877e-08,0.06660057604312897,8.89964503585361e-05,1.2459845542907715
A_Hqql_correct,HToWW2Q1L,69353,label_Hqql,label_Hqql,1,0.9999998807907104,7.413390079591409e-08,0.9999525547027588,4.6879165893187746e-05,6.656315235886723e-05
A_Hqql_correct,HToWW2Q1L,75029,label_Hqql,label_Hqql,1,0.9999998807907104,6.630874338497961e-08,0.9902564287185669,0.0036210829857736826,0.010797393508255482
A_Hqql_correct,HToWW2Q1L,80123,label_Hqql,label_Hqql,1,0.9999998807907104,7.448966954370917e-08,0.9999862909317017,2.526838670746656e-06,1.4644340808445122e-05
A_Hqql_correct,HToWW2Q1L,85250,label_Hqql,label_Hqql,1,0.9999998807907104,7.628916876001313e-08,0.9869652986526489,0.012494192458689213,0.018057867884635925
A_Hqql_correct,HToWW2Q1L,87185,label_Hqql,label_Hqql,1,0.9999998807907104,7.137074931051757e-08,0.8791788816452026,0.12078551948070526,0.17084155976772308
A_Hqql_correct,HToWW2Q1L,94541,label_Hqql,label_Hqql,1,0.9999998807907104,6.259404727870788e-08,0.9996273517608643,0.00013857764133717865,0.0004153195477556437
A_Hqql_correct,HToWW2Q1L,96024,label_Hqql,label_Hqql,1,0.9999998807907104,4.751869298047495e-08,0.9997047781944275,9.687681995274033e-06,0.00039299437776207924
A_Hqql_correct,HToWW2Q1L,97724,label_Hqql,label_Tbl,0,0.9999998807907104,7.197141371761973e-08,0.3561187982559204,0.6086527705192566,0.8862285614013672
A_Hqql_correct,HToWW2Q1L,3367,label_Hqql,label_Hqql,1,0.9999998807907104,1.137756129310219e-07,0.784930408000946,0.21500982344150543,0.30411189794540405
A_Hqql_correct,HToWW2Q1L,4826,label_Hqql,label_Hqql,1,0.9999998807907104,1.246829697265639e-07,0.9818547964096069,0.01812608912587166,0.025647509843111038
A_Hqql_correct,HToWW2Q1L,5914,label_Hqql,label_Hqql,1,0.9999998807907104,1.0606034805960007e-07,0.8311750888824463,0.16881661117076874,0.2387484461069107
A_Hqql_correct,HToWW2Q1L,7217,label_Hqql,label_Hqql,1,0.9999998807907104,1.2593200438004715e-07,0.9548755884170532,0.04511091485619545,0.06380584090948105
A_Hqql_correct,HToWW2Q1L,8740,label_Hqql,label_Hqql,1,0.9999998807907104,1.3450468827613804e-07,0.9999959468841553,2.0847962787229335e-06,4.625546353054233e-06
A_Hqql_correct,HToWW2Q1L,8939,label_Hqql,label_Hqql,1,0.9999998807907104,9.93630848711291e-08,0.9999268054962158,7.258488767547533e-05,0.00010292822116753086
A_Hqql_correct,HToWW2Q1L,11653,label_Hqql,label_Hqql,1,0.9999998807907104,9.462051764330681e-08,0.905403733253479,0.09456764161586761,0.13375893235206604
A_Hqql_correct,HToWW2Q1L,12131,label_Hqql,label_Hqql,1,0.9999998807907104,9.688396573892533e-08,0.9942678213119507,0.001611977000720799,0.0062117381021380424
A_Hqql_correct,HToWW2Q1L,12379,label_Hqql,label_Hqql,1,0.9999998807907104,1.323873135561371e-07,0.9995458722114563,0.0004061612125951797,0.000609491253271699
A_Hqql_correct,HToWW2Q1L,13115,label_Hqql,label_Hqql,1,0.9999998807907104,1.46031581493844e-07,0.9996969699859619,0.0002872792538255453,0.0004174648493062705
A_Hqql_correct,HToWW2Q1L,18139,label_Hqql,label_Hqql,1,0.9999998807907104,9.306227610750284e-08,0.9999454021453857,5.018852243665606e-05,7.406692020595074e-05
A_Hqql_correct,HToWW2Q1L,18926,label_Hqql,label_Hqql,1,0.9999998807907104,1.0563234553728762e-07,0.9697626829147339,0.030105501413345337,0.04266880825161934
A_Hqql_correct,HToWW2Q1L,20675,label_Hqql,label_Hqql,1,0.9999998807907104,1.4655280722308817e-07,0.9745023846626282,0.02548261731863022,0.0360482819378376
A_Hqql_correct,HToWW2Q1L,27012,label_Hqql,label_Hqql,1,0.9999998807907104,1.4287572014382022e-07,0.9965985417366028,0.0030308279674500227,0.004559919238090515
A_Hqql_correct,HToWW2Q1L,27649,label_Hqql,label_Hqql,1,0.9999998807907104,1.248738499270985e-07,0.9997660517692566,0.0002326024550711736,0.0003297307121101767
A_Hqql_correct,HToWW2Q1L,28299,label_Hqql,label_Hqql,1,0.9999998807907104,1.2513623914855998e-07,0.9948857426643372,0.005092012230306864,0.0072167785838246346
A_Hqql_correct,HToWW2Q1L,28410,label_Hqql,label_Hqql,1,0.9999998807907104,1.0295693897433011e-07,0.9999047517776489,9.331831097370014e-05,0.0001331945532001555
A_Hqql_correct,HToWW2Q1L,31126,label_Hqql,label_Hqql,1,0.9999998807907104,1.1803451371861229e-07,0.601409375667572,0.3985675275325775,0.5636757612228394
A_Hqql_correct,HToWW2Q1L,36768,label_Hqql,label_Hqql,1,0.9999998807907104,1.0891233159782132e-07,0.9950666427612305,0.004929188638925552,0.006973712705075741
A_Hqql_correct,HToWW2Q1L,36923,label_Hqql,label_Hqql,1,0.9999998807907104,1.2890610889826348e-07,0.9909027218818665,0.009045627899467945,0.012828883714973927
A_Hqql_correct,HToWW2Q1L,37855,label_Hqql,label_Hqql,1,0.9999998807907104,1.3835673939865956e-07,0.9926066398620605,0.007390579208731651,0.010453642345964909
A_Hqql_correct,HToWW2Q1L,38901,label_Hqql,label_Hqql,1,0.9999998807907104,1.0739942268855884e-07,0.997920572757721,0.002073221607133746,0.002936211647465825
A_Hqql_correct,HToWW2Q1L,43873,label_Hqql,label_Hqql,1,0.9999998807907104,1.2904337154395762e-07,0.9987626075744629,0.00122131931129843,0.0017384558450430632
A_Hqql_correct,HToWW2Q1L,49164,label_Hqql,label_Hqql,1,0.9999998807907104,9.780413279258937e-08,0.9999051094055176,9.114558633882552e-05,0.00013145364937372506
A_Hqql_correct,HToWW2Q1L,54074,label_Hqql,label_Hqql,1,0.9999998807907104,9.502129216798494e-08,0.8301830887794495,0.13217686116695404,0.21679678559303284
A_Hqql_correct,HToWW2Q1L,56054,label_Hqql,label_Hqql,1,0.9999998807907104,9.346875629034912e-08,0.9970113039016724,0.0024187469389289618,0.0038576447404921055
A_Hqql_correct,HToWW2Q1L,56840,label_Hqql,label_Hqql,1,0.9999998807907104,1.3140981991455192e-07,0.9999555349349976,6.239287813514238e-06,4.8881021939450875e-05
A_Hqql_correct,HToWW2Q1L,60123,label_Hqql,label_Hqql,1,0.9999998807907104,1.1545154166014981e-07,0.9999098777770996,4.857358248955279e-07,0.00010631052282406017
A_Hqql_correct,HToWW2Q1L,63634,label_Hqql,label_Hqql,1,0.9999998807907104,1.1000966537721979e-07,0.999504804611206,0.00044379133032634854,0.0006656335317529738
A_Hqql_correct,HToWW2Q1L,63784,label_Hqql,label_Hqql,1,0.9999998807907104,1.245077072553613e-07,0.9740310907363892,0.025957990437746048,0.03671769052743912
A_Hqql_correct,HToWW2Q1L,67292,label_Hqql,label_Hqql,1,0.9999998807907104,9.723441252162957e-08,0.9980929493904114,0.0019035079749301076,0.0026943206321448088
A_Hqql_correct,HToWW2Q1L,67617,label_Hqql,label_Hqql,1,0.9999998807907104,1.0958537899341536e-07,0.9951741099357605,0.004810484126210213,0.006813796702772379
A_Hqql_correct,HToWW2Q1L,68245,label_Hqql,label_Hqql,1,0.9999998807907104,9.732476513590882e-08,0.9925774931907654,0.007411762606352568,0.010489263571798801
A_Hqql_correct,HToWW2Q1L,75921,label_Hqql,label_Hqql,1,0.9999998807907104,1.0306696651696257e-07,0.9999383687973022,2.081969432765618e-05,6.923024193383753e-05
A_Hqql_correct,HToWW2Q1L,75983,label_Hqql,label_Hqql,1,0.9999998807907104,1.1551487233418811e-07,0.9999268054962158,7.152494072215632e-05,0.00010217794624622911
A_Hqql_correct,HToWW2Q1L,76758,label_Hqql,label_Hqql,1,0.9999998807907104,1.0149789630986561e-07,0.9957029223442078,0.004286583513021469,0.006069417577236891
A_Hqql_correct,HToWW2Q1L,77517,label_Hqql,label_Hqql,1,0.9999998807907104,1.3964108802611008e-07,0.999031662940979,0.000965296698268503,0.0013671055203303695
A_Hqql_correct,HToWW2Q1L,81808,label_Hqql,label_Hqql,1,0.9999998807907104,9.398092259971236e-08,0.9995005130767822,0.00019427240476943552,0.0005738270119763911
A_Hqql_correct,HToWW2Q1L,86344,label_Hqql,label_Hqql,1,0.9999998807907104,1.4230731437692157e-07,0.9999676942825317,2.7434827643446624e-05,4.2337222112109885e-05
A_Hqql_correct,HToWW2Q1L,87936,label_Hqql,label_Hqql,1,0.9999998807907104,1.1827147972098828e-07,0.9989755153656006,0.000928334950003773,0.0013836945872753859
A_Hqql_correct,HToWW2Q1L,92968,label_Hqql,label_Hqql,1,0.9999998807907104,1.3181497138248233e-07,0.9572287201881409,0.04273528978228569,0.0604621060192585
A_Hqql_correct,HToWW2Q1L,93499,label_Hqql,label_Hqql,1,0.9999998807907104,1.2900375168101164e-07,0.9998303651809692,0.0001643553259782493,0.00023604719899594784
A_Hqql_correct,HToWW2Q1L,96048,label_Hqql,label_Hqql,1,0.9999998807907104,1.3233429285719467e-07,0.9930825233459473,0.006912894546985626,0.009779372252523899
A_Hqql_correct,HToWW2Q1L,97188,label_Hqql,label_Hqql,1,0.9999998807907104,1.4687601890273072e-07,0.8174464106559753,0.000542435678653419,0.21235468983650208
A_Hqql_correct,HToWW2Q1L,97541,label_Hqql,label_Hqql,1,0.9999998807907104,1.3853815516995382e-07,0.9999438524246216,4.675463424064219e-05,7.305890176212415e-05
A_Hqql_correct,HToWW2Q1L,99029,label_Hqql,label_Hqql,1,0.9999998807907104,1.350649796449943e-07,0.999897837638855,9.267813584301621e-05,0.000137850918690674
A_Hqql_correct,HToWW2Q1L,99730,label_Hqql,label_Hqql,1,0.9999998807907104,1.1535908583937271e-07,0.9999384880065918,6.086539724492468e-05,8.636966231279075e-05
A_Hqql_correct,HToWW2Q1L,1947,label_Hqql,label_Hqql,1,0.9999998807907104,1.5542164533144387e-07,0.9999219179153442,4.029217961942777e-05,9.000567661132663e-05
A_Hqql_correct,HToWW2Q1L,4325,label_Hqql,label_Hqql,1,0.9999998807907104,1.653175729643408e-07,0.9927703738212585,0.0013569612056016922,0.008883538655936718
A_Hqql_correct,HToWW2Q1L,14778,label_Hqql,label_Hqql,1,0.9999998807907104,1.6967965166259091e-07,0.9274847507476807,2.3494179913541302e-05,0.08460205048322678
A_Hqql_correct,HToWW2Q1L,21231,label_Hqql,label_Hqql,1,0.9999998807907104,1.5847255951939587e-07,0.9977222084999084,6.531905091833323e-05,0.002636995632201433
A_Hqql_correct,HToWW2Q1L,21252,label_Hqql,label_Hqql,1,0.9999998807907104,1.7399229079728684e-07,0.9996421337127686,0.00034978025360032916,0.0005002269172109663
A_Hqql_correct,HToWW2Q1L,24627,label_Hqql,label_Hqql,1,0.9999998807907104,1.5096802030711842e-07,0.5847867727279663,0.005022167228162289,0.4771416485309601
A_Hqql_correct,HToWW2Q1L,27334,label_Hqql,label_Hqql,1,0.9999997615814209,7.521807532384628e-08,0.9999583959579468,3.0498398700729012e-05,5.182140739634633e-05
A_Hqql_correct,HToWW2Q1L,28499,label_Hqql,label_Hqql,1,0.9999998807907104,1.598113072986962e-07,0.9988333582878113,0.0011574068339541554,0.0016431756084784865
A_Hqql_correct,HToWW2Q1L,30751,label_Hqql,label_Hqql,1,0.9999998807907104,1.6140499781158724e-07,0.9999306201934814,6.831261998740956e-05,9.716960630612448e-05
A_Hqql_correct,HToWW2Q1L,33747,label_Hqql,label_Hqql,1,0.9999998807907104,1.7140133934390178e-07,0.9948341846466064,0.005147692281752825,0.00729256821796298
A_Hqql_correct,HToWW2Q1L,35288,label_Hqql,label_Hqql,1,0.9999998807907104,1.771210236256593e-07,0.9913682341575623,1.158623376795731e-06,0.011150452308356762
A_Hqql_correct,HToWW2Q1L,44670,label_Hqql,label_Hqql,1,0.9999998807907104,1.5049306512082694e-07,0.9942899942398071,0.005688567645847797,0.008059841580688953
A_Hqql_correct,HToWW2Q1L,45022,label_Hqql,label_Hqql,1,0.9999998807907104,1.755463472363772e-07,0.9999550580978394,3.8990659959381446e-05,5.9398247685749084e-05
A_Hqql_correct,HToWW2Q1L,46846,label_Hqql,label_Hqql,1,0.9999998807907104,1.5109174000826897e-07,0.9959141612052917,0.004058910068124533,0.005759067367762327
A_Hqql_correct,HToWW2Q1L,47686,label_Hqql,label_Hqql,1,0.9999998807907104,1.5597341018747102e-07,0.9995419979095459,0.0004175216890871525,0.0006200245697982609
A_Hqql_correct,HToWW2Q1L,61661,label_Hqql,label_Hqql,1,0.9999998807907104,1.7684926945094048e-07,0.9991666078567505,0.0008310509147122502,0.0011767313117161393
A_Hqql_correct,HToWW2Q1L,61940,label_Hqql,label_Hqql,1,0.9999998807907104,1.596271488324419e-07,0.9997184872627258,0.00020791497081518173,0.0003518398734740913
A_Hqql_correct,HToWW2Q1L,63730,label_Hqql,label_Hqql,1,0.9999998807907104,1.6635854649393877e-07,0.9997262358665466,6.383682830346515e-06,0.0003663029056042433
A_Hqql_correct,HToWW2Q1L,67240,label_Hqql,label_Hqql,1,0.9999998807907104,1.705243306560078e-07,0.9999909400939941,8.998908356261381e-07,1.0581593414826784e-05
A_Hqql_correct,HToWW2Q1L,79326,label_Hqql,label_Hqql,1,0.9999998807907104,1.6851886641688907e-07,0.9990925788879395,0.0008841606322675943,0.0012667980045080185
A_Hqql_correct,HToWW2Q1L,80494,label_Hqql,label_Zqq,0,0.9999998807907104,1.6139100011969276e-07,0.05297756567597389,0.0004983026883564889,1.0749629735946655
A_Hqql_correct,HToWW2Q1L,82066,label_Hqql,label_Hqql,1,0.9999998807907104,1.7840622490439273e-07,0.8312419056892395,0.16873857378959656,0.23864597082138062
