analysis_group,source_group,source_root,entry_idx,true_label,pred_label,score_Hqql,score_Tbl,margin_Tbl_minus_Hqql,margin_Hqql_minus_Tbl
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,68374,label_Hqql,label_Hqql,1.0,4.0575471871306945e-09,-1.0,1.0
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,70912,label_Hqql,label_Hqql,1.0,2.3618097699795726e-08,-1.0,1.0
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,76041,label_Hqql,label_Hqql,1.0,1.1710195479963659e-08,-1.0,1.0
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,77787,label_Hqql,label_Hqql,1.0,2.126841147642722e-09,-1.0,1.0
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,80775,label_Hqql,label_Hqql,1.0,1.2114477421221181e-08,-1.0,1.0
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,95020,label_Hqql,label_Hqql,1.0,1.2580374963988561e-08,-1.0,1.0
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,95736,label_Hqql,label_Hqql,1.0,2.0027680847078955e-08,-1.0,1.0
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,1769,label_Hqql,label_Hqql,1.0,4.876503822970335e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,2628,label_Hqql,label_Hqql,1.0,3.2641406022548836e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,3333,label_Hqql,label_Hqql,1.0,3.376985802105992e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,10552,label_Hqql,label_Hqql,1.0,3.695956252158794e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,11278,label_Hqql,label_Hqql,1.0,5.4932055348899667e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,12470,label_Hqql,label_Hqql,1.0,3.247466651146169e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,16333,label_Hqql,label_Hqql,1.0,4.372462569790514e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,24514,label_Hqql,label_Hqql,1.0,4.330424729914739e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,25518,label_Hqql,label_Hqql,1.0,4.012427723409928e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,26535,label_Hqql,label_Hqql,1.0,4.7557961124766734e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,27913,label_Hqql,label_Hqql,1.0,5.925223689473569e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,29046,label_Hqql,label_Hqql,1.0,3.389155622812723e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,34434,label_Hqql,label_Hqql,1.0,5.364829647191982e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,36162,label_Hqql,label_Hqql,1.0,5.0159126629978346e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,43222,label_Hqql,label_Hqql,1.0,4.3844714525675954e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,44194,label_Hqql,label_Hqql,1.0,5.098770827771659e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,44463,label_Hqql,label_Hqql,1.0,4.459296931713652e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,50393,label_Hqql,label_Hqql,1.0,5.001286496053581e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,52440,label_Hqql,label_Hqql,1.0,5.7353268800852675e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,53426,label_Hqql,label_Hqql,1.0,4.1226808633609835e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,59372,label_Hqql,label_Hqql,1.0,3.04613685386812e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,59818,label_Hqql,label_Hqql,1.0,3.718292518328781e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,64357,label_Hqql,label_Hqql,1.0,5.574402806018952e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,64950,label_Hqql,label_Hqql,1.0,3.331575015863564e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,67425,label_Hqql,label_Hqql,1.0,5.71416549632886e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,81010,label_Hqql,label_Hqql,1.0,3.076857524320076e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,88997,label_Hqql,label_Hqql,1.0,5.4699530238622174e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,89961,label_Hqql,label_Hqql,1.0,3.5716414714670464e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,92201,label_Hqql,label_Hqql,1.0,5.677694758787766e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,95200,label_Hqql,label_Hqql,1.0,3.5501859230180344e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,96159,label_Hqql,label_Hqql,1.0,5.39706661584205e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,99753,label_Hqql,label_Hqql,1.0,3.968738226944879e-08,-0.9999999403953552,0.9999999403953552
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,3131,label_Hqql,label_Hqql,0.9999998807907104,6.370721905568644e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,4245,label_Hqql,label_Hqql,0.9999998807907104,6.040807676299664e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,5781,label_Hqql,label_Hqql,0.9999998807907104,6.181372924629613e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,6321,label_Hqql,label_Hqql,0.9999998807907104,8.1611247537694e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,7875,label_Hqql,label_Hqql,0.9999998807907104,6.632859594901674e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,9276,label_Hqql,label_Hqql,0.9999998807907104,7.804231927366345e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,9822,label_Hqql,label_Hqql,0.9999998807907104,8.824196839896103e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,18840,label_Hqql,label_Hqql,0.9999998807907104,6.631544380297782e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,20372,label_Hqql,label_Hqql,0.9999998807907104,7.805110158187745e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,20805,label_Hqql,label_Hqql,0.9999998807907104,8.470573931163017e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,22421,label_Hqql,label_Hqql,0.9999998807907104,6.567524479805797e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,23668,label_Hqql,label_Hqql,0.9999998807907104,6.84916869886365e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,26186,label_Hqql,label_Hqql,0.9999998807907104,8.120272809719609e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,27410,label_Hqql,label_Hqql,0.9999998807907104,7.173186133968557e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,29713,label_Hqql,label_Hqql,0.9999998807907104,8.379748805964482e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,32117,label_Hqql,label_Hqql,0.9999998807907104,7.145956004706022e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,32387,label_Hqql,label_Hqql,0.9999998807907104,8.06943063480503e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,36810,label_Hqql,label_Hqql,0.9999998807907104,8.115365091043714e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,42179,label_Hqql,label_Hqql,0.9999998807907104,7.610677243974351e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,43676,label_Hqql,label_Hqql,0.9999998807907104,8.805869811112643e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,44775,label_Hqql,label_Hqql,0.9999998807907104,7.131849599772977e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,54096,label_Hqql,label_Hqql,0.9999998807907104,8.763562675540015e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,60809,label_Hqql,label_Hqql,0.9999998807907104,6.727604073830662e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,61119,label_Hqql,label_Hqql,0.9999998807907104,8.746579993612613e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,61558,label_Hqql,label_Hqql,0.9999998807907104,6.285821285700877e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,69353,label_Hqql,label_Hqql,0.9999998807907104,7.413390079591409e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,75029,label_Hqql,label_Hqql,0.9999998807907104,6.630874338497961e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,80123,label_Hqql,label_Hqql,0.9999998807907104,7.448966954370917e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,85250,label_Hqql,label_Hqql,0.9999998807907104,7.628916876001313e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,87185,label_Hqql,label_Hqql,0.9999998807907104,7.137074931051757e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,94541,label_Hqql,label_Hqql,0.9999998807907104,6.259404727870788e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,96024,label_Hqql,label_Hqql,0.9999998807907104,4.751869298047495e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,97724,label_Hqql,label_Hqql,0.9999998807907104,7.197141371761973e-08,-0.9999998211860657,0.9999998211860657
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,3367,label_Hqql,label_Hqql,0.9999998807907104,1.137756129310219e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,4826,label_Hqql,label_Hqql,0.9999998807907104,1.246829697265639e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,5914,label_Hqql,label_Hqql,0.9999998807907104,1.0606034805960007e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,7217,label_Hqql,label_Hqql,0.9999998807907104,1.2593200438004715e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,8740,label_Hqql,label_Hqql,0.9999998807907104,1.3450468827613804e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,8939,label_Hqql,label_Hqql,0.9999998807907104,9.93630848711291e-08,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,11653,label_Hqql,label_Hqql,0.9999998807907104,9.462051764330681e-08,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,12131,label_Hqql,label_Hqql,0.9999998807907104,9.688396573892533e-08,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,12379,label_Hqql,label_Hqql,0.9999998807907104,1.323873135561371e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,13115,label_Hqql,label_Hqql,0.9999998807907104,1.46031581493844e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,18139,label_Hqql,label_Hqql,0.9999998807907104,9.306227610750284e-08,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,18926,label_Hqql,label_Hqql,0.9999998807907104,1.0563234553728762e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,20675,label_Hqql,label_Hqql,0.9999998807907104,1.4655280722308817e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,27012,label_Hqql,label_Hqql,0.9999998807907104,1.4287572014382022e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,27649,label_Hqql,label_Hqql,0.9999998807907104,1.248738499270985e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,28299,label_Hqql,label_Hqql,0.9999998807907104,1.2513623914855998e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,28410,label_Hqql,label_Hqql,0.9999998807907104,1.0295693897433011e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,31126,label_Hqql,label_Hqql,0.9999998807907104,1.1803451371861229e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,36768,label_Hqql,label_Hqql,0.9999998807907104,1.0891233159782132e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,36923,label_Hqql,label_Hqql,0.9999998807907104,1.2890610889826348e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,37855,label_Hqql,label_Hqql,0.9999998807907104,1.3835673939865956e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,38901,label_Hqql,label_Hqql,0.9999998807907104,1.0739942268855884e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,43873,label_Hqql,label_Hqql,0.9999998807907104,1.2904337154395762e-07,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,49164,label_Hqql,label_Hqql,0.9999998807907104,9.780413279258937e-08,-0.9999997615814209,0.9999997615814209
A_Hqql_correct,HToWW2Q1L,/home/maxwelhelp/Рабочий стол/JetClassOfficial/val_5M/HToWW2Q1L_120.root,54074,label_Hqql,label_Hqql,0.9999998807907104,9.502129216798494e-08,-0.9999997615814209,0.9999997615814209
