param_name,module_name,module_type,param_shape,shape,param_numel,requires_grad,param_kind,covered_by_decoder,decoder_row_id,decoder_kind,exact_target_kind,exact_reconstruction_error,primitive_fit_kind,primitive_fit_rel_err,uses_target_mined_atoms,uses_shared_mined_atoms,interpretation_trusted,tensor_path,fail_reason
mod.embed.embed.6.weight,mod.embed.embed.6,LayerNorm,512,512,512,True,norm_affine,True,mod.embed.embed.6.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.34058297982665e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_embed_embed_6_layernorm.pt,
mod.embed.embed.6.bias,mod.embed.embed.6,LayerNorm,512,512,512,True,norm_affine,True,mod.embed.embed.6.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.34058297982665e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_embed_embed_6_layernorm.pt,
mod.embed.embed.7.weight,mod.embed.embed.7,Linear,128x512,128x512,65536,True,linear_weight,True,mod.embed.embed.7.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,6.811891495317468e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.6829969882965088,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_embed_embed_7.pt,
mod.embed.embed.7.bias,mod.embed.embed.7,Linear,128,128,128,True,linear_bias,True,mod.embed.embed.7.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,6.811891495317468e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.6829969882965088,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_embed_embed_7.pt,
mod.pair_embed.embed.0.weight,mod.pair_embed.embed.0,BatchNorm1d,4,4,4,True,norm_affine,True,mod.pair_embed.embed.0.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,7.530393020260817e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_0_batchnorm.pt,
mod.pair_embed.embed.0.bias,mod.pair_embed.embed.0,BatchNorm1d,4,4,4,True,norm_affine,True,mod.pair_embed.embed.0.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,7.530393020260817e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_0_batchnorm.pt,
mod.pair_embed.embed.1.weight,mod.pair_embed.embed.1,Conv1d,64x4x1,64x4x1,256,True,pair_conv1d_weight,True,mod.pair_embed.embed.1.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,4.178942347721204e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,3.431755146721116e-07,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_1.pt,
mod.pair_embed.embed.1.bias,mod.pair_embed.embed.1,Conv1d,64,64,64,True,pair_conv1d_bias,True,mod.pair_embed.embed.1.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,4.178942347721204e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,3.431755146721116e-07,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_1.pt,
mod.pair_embed.embed.2.weight,mod.pair_embed.embed.2,BatchNorm1d,64,64,64,True,norm_affine,True,mod.pair_embed.embed.2.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,7.781939359574608e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_2_batchnorm.pt,
mod.pair_embed.embed.2.bias,mod.pair_embed.embed.2,BatchNorm1d,64,64,64,True,norm_affine,True,mod.pair_embed.embed.2.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,7.781939359574608e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_2_batchnorm.pt,
mod.pair_embed.embed.4.weight,mod.pair_embed.embed.4,Conv1d,64x64x1,64x64x1,4096,True,pair_conv1d_weight,True,mod.pair_embed.embed.4.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,6.320010470517445e-08,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6378163695335388,True,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_4.pt,
mod.pair_embed.embed.4.bias,mod.pair_embed.embed.4,Conv1d,64,64,64,True,pair_conv1d_bias,True,mod.pair_embed.embed.4.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,6.320010470517445e-08,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6378163695335388,True,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_4.pt,
mod.pair_embed.embed.5.weight,mod.pair_embed.embed.5,BatchNorm1d,64,64,64,True,norm_affine,True,mod.pair_embed.embed.5.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.996895045105703e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_5_batchnorm.pt,
mod.pair_embed.embed.5.bias,mod.pair_embed.embed.5,BatchNorm1d,64,64,64,True,norm_affine,True,mod.pair_embed.embed.5.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.996895045105703e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_5_batchnorm.pt,
mod.pair_embed.embed.7.weight,mod.pair_embed.embed.7,Conv1d,64x64x1,64x64x1,4096,True,pair_conv1d_weight,True,mod.pair_embed.embed.7.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,7.323984618778923e-08,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7366929054260254,True,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_7.pt,
mod.pair_embed.embed.7.bias,mod.pair_embed.embed.7,Conv1d,64,64,64,True,pair_conv1d_bias,True,mod.pair_embed.embed.7.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,7.323984618778923e-08,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7366929054260254,True,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_7.pt,
mod.pair_embed.embed.8.weight,mod.pair_embed.embed.8,BatchNorm1d,64,64,64,True,norm_affine,True,mod.pair_embed.embed.8.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.165818599081831e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_8_batchnorm.pt,
mod.pair_embed.embed.8.bias,mod.pair_embed.embed.8,BatchNorm1d,64,64,64,True,norm_affine,True,mod.pair_embed.embed.8.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.165818599081831e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_8_batchnorm.pt,
mod.pair_embed.embed.10.weight,mod.pair_embed.embed.10,Conv1d,8x64x1,8x64x1,512,True,pair_conv1d_weight,True,mod.pair_embed.embed.10.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,6.107749328521095e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,6.305492661340395e-07,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_10.pt,
mod.pair_embed.embed.10.bias,mod.pair_embed.embed.10,Conv1d,8,8,8,True,pair_conv1d_bias,True,mod.pair_embed.embed.10.Conv1d,EXACT_CONSTANT_CONVOLUTION,conv1d_exact_replay,6.107749328521095e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,6.305492661340395e-07,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_10.pt,
mod.pair_embed.embed.11.weight,mod.pair_embed.embed.11,BatchNorm1d,8,8,8,True,norm_affine,True,mod.pair_embed.embed.11.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,5.77470551377246e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_11_batchnorm.pt,
mod.pair_embed.embed.11.bias,mod.pair_embed.embed.11,BatchNorm1d,8,8,8,True,norm_affine,True,mod.pair_embed.embed.11.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,5.77470551377246e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_11_batchnorm.pt,
mod.blocks.0.c_attn,mod.blocks.0,Block,8,8,8,True,block_direct_gate_param,True,mod.blocks.0.c_attn,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.0.w_resid,mod.blocks.0,Block,128,128,128,True,block_direct_gate_param,True,mod.blocks.0.w_resid,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.0.pre_attn_norm.weight,mod.blocks.0.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.0.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,6.550345688083326e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_attn_norm_layernorm.pt,
mod.blocks.0.pre_attn_norm.bias,mod.blocks.0.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.0.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,6.550345688083326e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_attn_norm_layernorm.pt,
mod.blocks.0.attn.in_proj_weight,mod.blocks.0.attn,MultiheadAttention,384x128,384x128,49152,True,attention_in_proj_weight_qkv,True,mod.blocks.0.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,2.2585140868613962e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,
mod.blocks.0.attn.in_proj_bias,mod.blocks.0.attn,MultiheadAttention,384,384,384,True,attention_in_proj_bias_qkv,True,mod.blocks.0.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,2.2585140868613962e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,
mod.blocks.0.attn.out_proj.weight,mod.blocks.0.attn.out_proj,NonDynamicallyQuantizableLinear,128x128,128x128,16384,True,attention_out_proj_weight,True,mod.blocks.0.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,2.2585140868613962e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,
mod.blocks.0.attn.out_proj.bias,mod.blocks.0.attn.out_proj,NonDynamicallyQuantizableLinear,128,128,128,True,attention_out_proj_bias,True,mod.blocks.0.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,2.2585140868613962e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,
mod.blocks.0.post_attn_norm.weight,mod.blocks.0.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.0.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.325592031927954e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_attn_norm_layernorm.pt,
mod.blocks.0.post_attn_norm.bias,mod.blocks.0.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.0.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.325592031927954e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_attn_norm_layernorm.pt,
mod.blocks.0.pre_fc_norm.weight,mod.blocks.0.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.0.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.814343033236582e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_fc_norm_layernorm.pt,
mod.blocks.0.pre_fc_norm.bias,mod.blocks.0.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.0.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.814343033236582e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_fc_norm_layernorm.pt,
mod.blocks.0.fc1.weight,mod.blocks.0.fc1,Linear,512x128,512x128,65536,True,linear_weight,True,mod.blocks.0.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,9.311797555255907e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7707744836807251,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_0_fc1.pt,
mod.blocks.0.fc1.bias,mod.blocks.0.fc1,Linear,512,512,512,True,linear_bias,True,mod.blocks.0.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,9.311797555255907e-08,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7707744836807251,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_0_fc1.pt,
mod.blocks.0.post_fc_norm.weight,mod.blocks.0.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.0.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.977495014050874e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_fc_norm_layernorm.pt,
mod.blocks.0.post_fc_norm.bias,mod.blocks.0.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.0.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.977495014050874e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_fc_norm_layernorm.pt,
mod.blocks.0.fc2.weight,mod.blocks.0.fc2,Linear,128x512,128x512,65536,True,linear_weight,True,mod.blocks.0.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.2687488037954608e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.82787024974823,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_0_fc2.pt,
mod.blocks.0.fc2.bias,mod.blocks.0.fc2,Linear,128,128,128,True,linear_bias,True,mod.blocks.0.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.2687488037954608e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.82787024974823,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_0_fc2.pt,
mod.blocks.1.c_attn,mod.blocks.1,Block,8,8,8,True,block_direct_gate_param,True,mod.blocks.1.c_attn,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.1.w_resid,mod.blocks.1,Block,128,128,128,True,block_direct_gate_param,True,mod.blocks.1.w_resid,EXACT_CONSTANT_PARAMETER,block_direct_attention_residual_gate_parameter,0.0,CONSTANT_PARAMETER,,False,False,True,,
mod.blocks.1.pre_attn_norm.weight,mod.blocks.1.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.1.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.429970677070742e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_attn_norm_layernorm.pt,
mod.blocks.1.pre_attn_norm.bias,mod.blocks.1.pre_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.1.pre_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.429970677070742e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_attn_norm_layernorm.pt,
mod.blocks.1.attn.in_proj_weight,mod.blocks.1.attn,MultiheadAttention,384x128,384x128,49152,True,attention_in_proj_weight_qkv,True,mod.blocks.1.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.088062499045918e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h0.pt,
mod.blocks.1.attn.in_proj_bias,mod.blocks.1.attn,MultiheadAttention,384,384,384,True,attention_in_proj_bias_qkv,True,mod.blocks.1.attn.*heads,EXACT_DYNAMIC_OPERATOR,attention_head_exact_qkv_o_circuit,3.088062499045918e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h0.pt,
mod.blocks.1.attn.out_proj.weight,mod.blocks.1.attn.out_proj,NonDynamicallyQuantizableLinear,128x128,128x128,16384,True,attention_out_proj_weight,True,mod.blocks.1.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.088062499045918e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h0.pt,
mod.blocks.1.attn.out_proj.bias,mod.blocks.1.attn.out_proj,NonDynamicallyQuantizableLinear,128,128,128,True,attention_out_proj_bias,True,mod.blocks.1.attn.*heads.out_proj,EXACT_DYNAMIC_OPERATOR,attention_out_projection_covered_by_C_vo,3.088062499045918e-07,,,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_1_attn_h0.pt,
mod.blocks.1.post_attn_norm.weight,mod.blocks.1.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.1.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.068919754578019e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_attn_norm_layernorm.pt,
mod.blocks.1.post_attn_norm.bias,mod.blocks.1.post_attn_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.1.post_attn_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.068919754578019e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_attn_norm_layernorm.pt,
mod.blocks.1.pre_fc_norm.weight,mod.blocks.1.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.1.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.51960706427235e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_fc_norm_layernorm.pt,
mod.blocks.1.pre_fc_norm.bias,mod.blocks.1.pre_fc_norm,LayerNorm,128,128,128,True,norm_affine,True,mod.blocks.1.pre_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,8.51960706427235e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_pre_fc_norm_layernorm.pt,
mod.blocks.1.fc1.weight,mod.blocks.1.fc1,Linear,512x128,512x128,65536,True,linear_weight,True,mod.blocks.1.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0815636386496408e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7872896194458008,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc1.pt,
mod.blocks.1.fc1.bias,mod.blocks.1.fc1,Linear,512,512,512,True,linear_bias,True,mod.blocks.1.fc1.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.0815636386496408e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7872896194458008,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc1.pt,
mod.blocks.1.post_fc_norm.weight,mod.blocks.1.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.1.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.219593266607262e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_fc_norm_layernorm.pt,
mod.blocks.1.post_fc_norm.bias,mod.blocks.1.post_fc_norm,LayerNorm,512,512,512,True,norm_affine,True,mod.blocks.1.post_fc_norm.NormDynamic,EXACT_DYNAMIC_OPERATOR,norm_dynamic_affine,9.219593266607262e-08,NOT_CONSTANT_MATRIX,,False,False,True,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_1_post_fc_norm_layernorm.pt,
mod.blocks.1.fc2.weight,mod.blocks.1.fc2,Linear,128x512,128x512,65536,True,linear_weight,True,mod.blocks.1.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.206899611361223e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.838494062423706,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc2.pt,
mod.blocks.1.fc2.bias,mod.blocks.1.fc2,Linear,128,128,128,True,linear_bias,True,mod.blocks.1.fc2.Linear,EXACT_CONSTANT_MATRIX,linear_W_aug,1.206899611361223e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.838494062423706,False,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc2.pt,
