event_idx,group,particle_role,pid,particle_idx,head_id,class_label,particle_to_head_weight,head_to_class_weight,flow_weight
12982,B,hadron_neighbor,charged_hadron,34,L0_ch0:32,label_Hqql,66.32424926757812,19.100536346435547,1266.8287337854272
12982,B,hadron_neighbor,charged_hadron,34,L0_ch0:32,label_Tbl,66.32424926757812,23.684207916259766,1570.8373095431598
12982,B,hard_hadron,neutral_hadron,5,L0_ch0:32,label_Hqql,34.65976333618164,19.100536346435547,662.0200693615916
12982,B,hard_hadron,neutral_hadron,5,L0_ch0:32,label_Tbl,34.65976333618164,23.684207916259766,820.8890411824832
12982,B,photon_neighbor,photon,49,L0_ch0:32,label_Hqql,31.656665802001953,19.100536346435547,604.6592957581015
12982,B,photon_neighbor,photon,49,L0_ch0:32,label_Tbl,31.656665802001953,23.684207916259766,749.7630547901645
13045,B,photon_neighbor,photon,52,L0_ch0:32,label_Hqql,31.303386688232422,17.259197235107422,540.2713249790395
13045,B,photon_neighbor,photon,52,L0_ch0:32,label_Tbl,31.303386688232422,25.26882553100586,790.9998167545564
13045,B,photon_neighbor,photon,45,L0_ch0:32,label_Hqql,30.44209861755371,17.259197235107422,525.4061842909505
13045,B,photon_neighbor,photon,45,L0_ch0:32,label_Tbl,30.44209861755371,25.26882553100586,769.2360787646394
13045,B,photon_neighbor,photon,47,L0_ch0:32,label_Hqql,30.162090301513672,17.259197235107422,520.5734655369452
13045,B,photon_neighbor,photon,47,L0_ch0:32,label_Tbl,30.162090301513672,25.26882553100586,762.1605974793929
13583,B,photon_neighbor,photon,48,L0_ch0:32,label_Hqql,30.638086318969727,18.906091690063477,579.246469154521
13583,B,photon_neighbor,photon,48,L0_ch0:32,label_Tbl,30.638086318969727,26.102373123168945,799.7267608776056
13583,B,other_lepton,electron,30,L0_ch0:32,label_Hqql,28.891767501831055,18.906091690063477,546.2304054776141
13583,B,other_lepton,electron,30,L0_ch0:32,label_Tbl,28.891767501831055,26.102373123168945,754.1436955206409
13583,B,photon_neighbor,photon,43,L0_ch0:32,label_Hqql,25.99251365661621,18.906091690063477,491.4168464472132
13583,B,photon_neighbor,photon,43,L0_ch0:32,label_Tbl,25.99251365661621,26.102373123168945,678.4662898740607
13787,B,photon_neighbor,photon,35,L0_ch0:32,label_Hqql,27.848079681396484,30.447607040405273,847.9073869690546
13787,B,photon_neighbor,photon,35,L0_ch0:32,label_Tbl,27.848079681396484,39.091346740722656,1088.6189388887433
13787,B,photon_neighbor,photon,38,L0_ch0:32,label_Hqql,27.14757537841797,30.447607040405273,826.5787072218518
13787,B,photon_neighbor,photon,38,L0_ch0:32,label_Tbl,27.14757537841797,39.091346740722656,1061.235282287642
13787,B,photon_neighbor,photon,34,L0_ch0:32,label_Hqql,26.692659378051758,30.447607040405273,812.7276036063085
13787,B,photon_neighbor,photon,34,L0_ch0:32,label_Tbl,26.692659378051758,39.091346740722656,1043.4520031794236
13997,B,hadron_neighbor,charged_hadron,30,L0_ch0:32,label_Hqql,26.44505500793457,24.421907424926758,645.8386852508738
13997,B,hadron_neighbor,charged_hadron,30,L0_ch0:32,label_Tbl,26.44505500793457,40.435333251953125,1069.3146121120662
13997,B,photon_neighbor,photon,40,L0_ch0:32,label_Hqql,26.030780792236328,24.421907424926758,635.7213187065572
13997,B,photon_neighbor,photon,40,L0_ch0:32,label_Tbl,26.030780792236328,40.435333251953125,1052.5632961426163
13997,B,hadron_neighbor,charged_hadron,36,L0_ch0:32,label_Hqql,25.423675537109375,24.421907424926758,620.8946503686602
13997,B,hadron_neighbor,charged_hadron,36,L0_ch0:32,label_Tbl,25.423675537109375,40.435333251953125,1028.014792832546
14711,B,photon_neighbor,photon,68,L0_ch0:32,label_Hqql,34.037681579589844,16.594038009643555,564.8225818918581
14711,B,photon_neighbor,photon,68,L0_ch0:32,label_Tbl,34.037681579589844,18.312976837158203,623.3312743575952
14711,B,hadron_neighbor,charged_hadron,56,L0_ch0:32,label_Hqql,32.61360168457031,16.594038009643555,541.1913459851348
