event_idx,true,true_label,pred,pred_label,conf,pred_logit,super_max_particle_score,real_particles,effective_particles,top_particle_indices
3941,5,label_Hqql,5,label_Hqql,0.9466289281845093,2.6865875720977783,4.929831027984619,27,39,"[0, 10, 19, 9, 7, 25, 11, 24, 14, 15, 8, 5, 26, 23, 2, 1]"
3097,5,label_Hqql,5,label_Hqql,0.9995713829994202,1.9407562017440796,4.929346561431885,33,34,"[0, 2, 9, 1, 14, 26, 31, 8, 29, 3, 22, 32, 23, 5, 10, 28]"
3585,5,label_Hqql,5,label_Hqql,0.9944092631340027,3.5579440593719482,4.9286909103393555,22,44,"[0, 12, 21, 10, 14, 18, 20, 1, 19, 6, 5, 9, 3, 17, 7, 8]"
3189,5,label_Hqql,5,label_Hqql,0.9972719550132751,3.328307867050171,4.927688121795654,39,42,"[0, 35, 1, 16, 3, 6, 38, 34, 10, 29, 31, 37, 9, 36, 4, 32]"
3552,5,label_Hqql,5,label_Hqql,0.9999440908432007,6.296611785888672,4.925191402435303,24,37,"[0, 12, 1, 13, 22, 8, 20, 21, 2, 18, 15, 17, 4, 23, 19, 3]"
3606,5,label_Hqql,5,label_Hqql,0.9996222257614136,3.299221992492676,4.913609981536865,23,57,"[0, 18, 20, 11, 10, 7, 22, 1, 19, 12, 17, 8, 21, 4, 5, 14]"
3270,5,label_Hqql,5,label_Hqql,0.9995831847190857,3.2190980911254883,4.912517547607422,24,39,"[0, 22, 18, 4, 21, 9, 7, 10, 5, 8, 17, 23, 6, 20, 1, 13]"
3697,5,label_Hqql,5,label_Hqql,0.9789749383926392,4.780478477478027,4.911472320556641,12,61,"[0, 8, 4, 6, 10, 11, 2, 9, 7, 5, 3, 1]"
3257,5,label_Hqql,5,label_Hqql,0.9530163407325745,4.053192615509033,4.906546115875244,14,48,"[0, 3, 4, 13, 10, 11, 1, 12, 9, 6, 8, 5, 7, 2]"
3078,5,label_Hqql,5,label_Hqql,0.9999284744262695,2.4463870525360107,4.9013872146606445,26,33,"[0, 15, 13, 5, 2, 25, 19, 1, 17, 18, 24, 3, 21, 9, 23, 8]"
3622,5,label_Hqql,5,label_Hqql,0.9993982315063477,3.8034069538116455,4.897593021392822,24,48,"[0, 23, 6, 21, 18, 10, 13, 20, 17, 4, 1, 16, 19, 15, 22, 2]"
8848,0,label_QCD,6,label_Zqq,0.4574590027332306,-1.045454978942871,4.894215106964111,45,45,"[0, 1, 41, 40, 2, 29, 3, 44, 7, 12, 31, 34, 25, 4, 39, 21]"
3703,5,label_Hqql,5,label_Hqql,0.999998927116394,3.061462163925171,4.894197940826416,22,61,"[0, 10, 20, 19, 1, 16, 8, 21, 17, 18, 2, 15, 3, 14, 6, 13]"
3961,5,label_Hqql,5,label_Hqql,0.8424596786499023,4.289527893066406,4.8925395011901855,18,40,"[0, 12, 8, 4, 14, 5, 17, 16, 15, 13, 11, 1, 9, 10, 2, 6]"
3528,5,label_Hqql,5,label_Hqql,0.999998927116394,2.7858340740203857,4.889524936676025,19,41,"[0, 1, 18, 16, 9, 15, 2, 14, 17, 4, 3, 13, 10, 12, 11, 5]"
3938,5,label_Hqql,5,label_Hqql,0.9998268485069275,4.220651626586914,4.889350891113281,22,39,"[0, 13, 12, 16, 21, 15, 7, 1, 17, 14, 10, 19, 11, 18, 9, 20]"
3497,5,label_Hqql,5,label_Hqql,0.9984768033027649,3.431468963623047,4.887000560760498,21,43,"[0, 13, 17, 20, 19, 1, 18, 7, 15, 16, 2, 8, 11, 14, 12, 9]"
3361,5,label_Hqql,9,label_Tbl,0.6459043025970459,2.5203452110290527,4.879865646362305,37,55,"[0, 17, 32, 14, 36, 10, 16, 26, 35, 30, 23, 8, 25, 29, 33, 21]"
4077,5,label_Hqql,5,label_Hqql,0.995890200138092,5.154638290405273,4.878639221191406,37,45,"[0, 29, 35, 10, 33, 1, 31, 2, 3, 21, 28, 26, 4, 13, 15, 6]"
4080,5,label_Hqql,5,label_Hqql,0.9999879598617554,4.209939002990723,4.877249240875244,26,52,"[0, 22, 12, 1, 11, 18, 17, 14, 19, 24, 2, 23, 16, 3, 15, 25]"
3456,5,label_Hqql,5,label_Hqql,0.5879793763160706,2.6618826389312744,4.874866962432861,23,28,"[0, 16, 3, 20, 1, 22, 9, 19, 21, 11, 15, 13, 18, 14, 2, 17]"
3167,5,label_Hqql,5,label_Hqql,0.9997943043708801,3.082979202270508,4.8742804527282715,20,43,"[0, 2, 1, 19, 17, 7, 6, 18, 8, 15, 13, 16, 14, 3, 4, 9]"
3927,5,label_Hqql,5,label_Hqql,0.9906222224235535,3.5352189540863037,4.87052583694458,21,38,"[0, 11, 16, 12, 13, 9, 20, 19, 18, 17, 3, 1, 5, 14, 8, 4]"
3213,5,label_Hqql,5,label_Hqql,0.9999573230743408,2.870990037918091,4.867534637451172,16,45,"[0, 1, 13, 4, 7, 14, 8, 15, 11, 5, 3, 2, 9, 12, 10, 6]"
3737,5,label_Hqql,5,label_Hqql,0.9984390139579773,2.6346774101257324,4.866183757781982,27,35,"[0, 23, 10, 14, 9, 26, 15, 1, 2, 16, 22, 24, 20, 19, 5, 18]"
3508,5,label_Hqql,5,label_Hqql,0.9999412298202515,5.63568639755249,4.86555814743042,25,30,"[0, 1, 9, 23, 3, 4, 18, 20, 2, 7, 24, 11, 12, 14, 21, 22]"
3258,5,label_Hqql,5,label_Hqql,0.9999850988388062,4.098942279815674,4.864280700683594,11,48,"[0, 1, 4, 2, 9, 3, 10, 7, 8, 5, 6]"
3113,5,label_Hqql,5,label_Hqql,0.9980555772781372,4.182189464569092,4.863282203674316,32,43,"[0, 31, 1, 26, 21, 2, 8, 30, 24, 27, 17, 29, 7, 15, 19, 22]"
3159,5,label_Hqql,5,label_Hqql,0.999995231628418,3.175077199935913,4.862974643707275,23,32,"[0, 1, 2, 6, 17, 20, 22, 13, 15, 18, 21, 12, 3, 19, 4, 16]"
3241,5,label_Hqql,5,label_Hqql,0.9911550283432007,4.758256435394287,4.861419200897217,13,44,"[0, 2, 4, 5, 8, 7, 12, 3, 11, 10, 9, 1, 6]"
3673,5,label_Hqql,5,label_Hqql,0.9994537234306335,1.9352620840072632,4.8541364669799805,18,51,"[0, 1, 2, 7, 17, 5, 4, 3, 15, 10, 13, 16, 8, 14, 12, 9]"
3381,5,label_Hqql,5,label_Hqql,0.9977391958236694,3.258017063140869,4.853531837463379,30,49,"[0, 29, 16, 1, 9, 19, 12, 3, 26, 28, 2, 6, 4, 20, 7, 27]"
3541,5,label_Hqql,5,label_Hqql,0.9998433589935303,3.912797212600708,4.849453926086426,23,35,"[0, 22, 17, 21, 3, 18, 2, 20, 4, 1, 5, 11, 9, 15, 6, 10]"
5730,9,label_Tbl,9,label_Tbl,1.0,5.199621677398682,4.846969127655029,13,30,"[0, 12, 5, 8, 1, 2, 4, 9, 3, 6, 11, 10, 7]"
3313,5,label_Hqql,5,label_Hqql,0.970779299736023,3.2577991485595703,4.845171928405762,32,34,"[0, 31, 26, 25, 1, 27, 21, 29, 6, 2, 14, 19, 3, 23, 22, 13]"
4008,5,label_Hqql,5,label_Hqql,0.9982054233551025,2.296022653579712,4.84495210647583,25,39,"[0, 4, 24, 10, 7, 17, 11, 16, 22, 23, 21, 19, 15, 18, 12, 14]"
3225,5,label_Hqql,5,label_Hqql,0.9999858140945435,3.0547077655792236,4.8418049812316895,26,69,"[0, 11, 2, 13, 10, 22, 1, 25, 6, 18, 12, 16, 4, 17, 7, 21]"
5871,9,label_Tbl,9,label_Tbl,0.8600504398345947,5.0045857429504395,4.83908748626709,16,39,"[0, 15, 9, 13, 12, 14, 7, 5, 10, 8, 11, 2, 1, 3, 4, 6]"
3531,5,label_Hqql,5,label_Hqql,0.9921171069145203,3.4544241428375244,4.838278770446777,31,41,"[0, 6, 30, 9, 16, 1, 2, 3, 4, 13, 14, 12, 21, 18, 19, 17]"
3970,5,label_Hqql,5,label_Hqql,0.9927840232849121,2.498703956604004,4.836788177490234,30,38,"[0, 23, 9, 12, 10, 15, 13, 27, 24, 3, 26, 2, 29, 19, 17, 1]"
3507,5,label_Hqql,5,label_Hqql,0.9999624490737915,3.923266649246216,4.834069728851318,24,30,"[0, 2, 1, 9, 7, 12, 3, 10, 5, 11, 20, 8, 17, 16, 22, 4]"
3099,5,label_Hqql,5,label_Hqql,0.9999996423721313,4.907090663909912,4.8318634033203125,13,34,"[0, 1, 10, 9, 7, 6, 5, 12, 3, 11, 2, 4, 8]"
3728,5,label_Hqql,5,label_Hqql,0.9997215867042542,4.700007915496826,4.830503463745117,19,40,"[0, 13, 9, 18, 1, 15, 7, 2, 14, 17, 6, 16, 11, 10, 4, 3]"
4028,5,label_Hqql,5,label_Hqql,0.9999287128448486,4.069651126861572,4.830124855041504,20,36,"[0, 2, 1, 18, 17, 19, 12, 4, 8, 11, 7, 3, 5, 10, 6, 16]"
5868,9,label_Tbl,9,label_Tbl,0.998831570148468,1.0962021350860596,4.829768657684326,39,39,"[0, 7, 38, 17, 21, 34, 31, 8, 37, 32, 35, 30, 5, 25, 12, 26]"
9351,6,label_Zqq,0,label_QCD,0.5009703636169434,-2.2131710052490234,4.8282036781311035,59,59,"[0, 6, 2, 21, 40, 3, 7, 28, 4, 9, 15, 30, 17, 45, 38, 18]"
3543,5,label_Hqql,5,label_Hqql,0.9105942249298096,3.410471200942993,4.82487154006958,21,35,"[0, 7, 6, 11, 9, 14, 19, 18, 20, 15, 1, 13, 2, 17, 4, 16]"
3910,5,label_Hqql,5,label_Hqql,0.997821569442749,2.8377926349639893,4.821401119232178,25,44,"[0, 13, 19, 24, 9, 20, 16, 17, 6, 7, 10, 11, 3, 18, 22, 2]"
5726,9,label_Tbl,9,label_Tbl,0.9995372295379639,6.486273765563965,4.821256160736084,15,28,"[0, 1, 8, 14, 13, 9, 10, 2, 12, 7, 5, 11, 3, 4, 6]"
3196,5,label_Hqql,5,label_Hqql,0.99868243932724,3.821845769882202,4.821238040924072,25,47,"[0, 24, 1, 20, 15, 19, 18, 22, 23, 7, 2, 17, 12, 11, 6, 13]"
3739,5,label_Hqql,5,label_Hqql,0.9999927282333374,5.115069389343262,4.820569038391113,27,35,"[0, 5, 26, 3, 2, 23, 14, 15, 24, 1, 17, 21, 20, 9, 25, 11]"
3882,5,label_Hqql,5,label_Hqql,0.795727014541626,2.1905698776245117,4.820165634155273,46,46,"[0, 37, 35, 45, 16, 33, 7, 39, 44, 43, 36, 15, 40, 2, 17, 6]"
5438,9,label_Tbl,9,label_Tbl,0.9999618530273438,4.442594528198242,4.81794548034668,27,65,"[0, 23, 26, 24, 25, 20, 1, 19, 2, 13, 22, 12, 15, 16, 21, 9]"
3626,5,label_Hqql,5,label_Hqql,0.995578944683075,2.956765651702881,4.817261695861816,38,39,"[0, 36, 22, 35, 18, 37, 11, 14, 17, 6, 2, 21, 15, 10, 28, 26]"
3158,5,label_Hqql,5,label_Hqql,0.9999631643295288,4.513339042663574,4.815759658813477,18,32,"[0, 1, 3, 15, 13, 14, 16, 8, 7, 2, 11, 9, 5, 12, 6, 10]"
3839,5,label_Hqql,5,label_Hqql,0.9996527433395386,2.4781134128570557,4.815083026885986,34,34,"[0, 12, 1, 9, 2, 30, 3, 31, 32, 14, 27, 33, 24, 22, 28, 23]"
3549,5,label_Hqql,5,label_Hqql,0.9982951283454895,3.2967705726623535,4.813783168792725,25,53,"[0, 1, 14, 8, 23, 22, 4, 7, 5, 2, 24, 21, 9, 19, 10, 11]"
3996,5,label_Hqql,5,label_Hqql,0.9999376535415649,5.636647701263428,4.809891700744629,21,33,"[0, 2, 1, 7, 3, 16, 4, 19, 13, 15, 20, 9, 8, 10, 14, 5]"
3594,5,label_Hqql,5,label_Hqql,0.7662743926048279,3.114741563796997,4.80954122543335,23,39,"[0, 13, 22, 20, 1, 17, 16, 21, 8, 5, 19, 6, 18, 2, 15, 7]"
3088,5,label_Hqql,5,label_Hqql,0.9504872560501099,3.744919538497925,4.808630466461182,23,44,"[0, 21, 20, 18, 22, 10, 19, 16, 15, 14, 13, 7, 3, 9, 12, 6]"
3831,5,label_Hqql,5,label_Hqql,0.8058458566665649,2.5289793014526367,4.807035446166992,33,54,"[0, 27, 26, 18, 30, 32, 31, 23, 28, 25, 21, 8, 29, 7, 17, 14]"
5632,9,label_Tbl,9,label_Tbl,0.9999996423721313,5.945722579956055,4.805167198181152,21,55,"[0, 19, 18, 15, 20, 13, 11, 14, 17, 1, 12, 9, 6, 4, 16, 10]"
3833,5,label_Hqql,5,label_Hqql,0.9998905658721924,2.5272057056427,4.800318241119385,31,34,"[0, 27, 30, 2, 4, 11, 17, 3, 29, 8, 25, 28, 7, 16, 21, 5]"
3478,5,label_Hqql,5,label_Hqql,0.9995436072349548,3.9929611682891846,4.797427177429199,25,43,"[0, 20, 1, 17, 14, 3, 22, 2, 21, 24, 23, 15, 6, 9, 4, 8]"
5423,9,label_Tbl,5,label_Hqql,0.9117431044578552,3.2758519649505615,4.7954864501953125,23,45,"[0, 11, 12, 20, 22, 17, 18, 21, 1, 13, 15, 6, 19, 16, 10, 2]"
3569,5,label_Hqql,5,label_Hqql,0.9988184571266174,4.076226711273193,4.792593479156494,20,54,"[0, 18, 15, 14, 17, 19, 16, 3, 2, 7, 11, 10, 9, 13, 12, 5]"
3175,5,label_Hqql,5,label_Hqql,0.9998352527618408,3.0151078701019287,4.7924675941467285,28,38,"[0, 1, 26, 2, 24, 16, 10, 3, 18, 22, 20, 7, 4, 13, 21, 9]"
3822,5,label_Hqql,5,label_Hqql,0.9983615279197693,4.976946830749512,4.791172504425049,27,56,"[0, 26, 2, 5, 1, 24, 20, 25, 11, 18, 23, 3, 6, 22, 9, 4]"
5540,9,label_Tbl,9,label_Tbl,0.9999974966049194,2.3079166412353516,4.785966873168945,32,47,"[0, 9, 1, 4, 29, 25, 15, 13, 18, 31, 6, 14, 2, 23, 8, 3]"
5315,9,label_Tbl,9,label_Tbl,0.9986506104469299,5.848646640777588,4.782288074493408,22,73,"[0, 21, 4, 2, 15, 1, 3, 19, 20, 18, 17, 16, 11, 14, 12, 6]"
3114,5,label_Hqql,5,label_Hqql,0.9612221717834473,4.294246196746826,4.781396865844727,29,43,"[0, 19, 6, 9, 4, 14, 27, 28, 26, 2, 24, 25, 1, 17, 21, 18]"
3957,5,label_Hqql,5,label_Hqql,0.8906029462814331,1.6137703657150269,4.778062343597412,31,41,"[0, 1, 20, 26, 3, 4, 2, 23, 8, 28, 21, 24, 9, 14, 25, 22]"
3729,5,label_Hqql,5,label_Hqql,0.9974418878555298,3.419518232345581,4.775670528411865,27,40,"[0, 19, 26, 25, 24, 14, 4, 1, 11, 9, 22, 7, 8, 3, 2, 12]"
3420,5,label_Hqql,5,label_Hqql,0.9989284873008728,3.2021265029907227,4.774644374847412,19,47,"[0, 11, 14, 1, 17, 15, 16, 2, 7, 12, 18, 6, 5, 3, 8, 13]"
5791,9,label_Tbl,9,label_Tbl,0.9999532699584961,6.475731372833252,4.773460865020752,20,76,"[0, 18, 3, 1, 17, 19, 2, 15, 13, 4, 14, 7, 9, 16, 11, 10]"
3332,5,label_Hqql,5,label_Hqql,0.9999923706054688,3.717221975326538,4.773301124572754,17,53,"[0, 6, 3, 16, 11, 9, 13, 5, 4, 15, 1, 10, 8, 14, 2, 7]"
5672,9,label_Tbl,9,label_Tbl,0.9999672174453735,5.570475101470947,4.772876262664795,17,39,"[0, 12, 11, 14, 13, 15, 1, 16, 10, 7, 9, 5, 4, 8, 3, 6]"
3779,5,label_Hqql,5,label_Hqql,0.9999314546585083,5.3293962478637695,4.772729873657227,17,41,"[0, 1, 15, 2, 5, 3, 13, 6, 8, 16, 7, 9, 4, 10, 11, 14]"
5131,9,label_Tbl,9,label_Tbl,0.9998583793640137,4.654110908508301,4.770968914031982,30,76,"[0, 9, 24, 14, 13, 15, 26, 17, 1, 25, 19, 27, 5, 10, 28, 29]"
4004,5,label_Hqql,5,label_Hqql,0.9992128610610962,5.037830352783203,4.770216464996338,17,48,"[0, 16, 15, 7, 5, 9, 14, 2, 1, 6, 13, 10, 8, 12, 11, 3]"
5660,9,label_Tbl,9,label_Tbl,0.997798502445221,3.419011116027832,4.768720626831055,35,35,"[0, 13, 33, 29, 19, 32, 27, 16, 5, 26, 12, 28, 25, 30, 34, 23]"
5274,9,label_Tbl,9,label_Tbl,0.6718581914901733,2.534559488296509,4.768645763397217,46,48,"[0, 23, 31, 33, 22, 43, 44, 39, 11, 38, 37, 1, 36, 5, 2, 28]"
4057,5,label_Hqql,5,label_Hqql,0.9998869895935059,4.424994468688965,4.767242431640625,15,50,"[0, 13, 14, 1, 10, 8, 9, 7, 6, 2, 3, 4, 11, 5, 12]"
3481,5,label_Hqql,5,label_Hqql,0.9413807392120361,3.0999765396118164,4.765417098999023,23,35,"[0, 1, 2, 5, 4, 3, 7, 19, 16, 18, 21, 20, 15, 6, 17, 14]"
3272,5,label_Hqql,5,label_Hqql,0.8952941298484802,3.4168994426727295,4.762994766235352,39,39,"[0, 36, 20, 4, 38, 6, 1, 3, 7, 33, 22, 25, 2, 30, 31, 5]"
5768,9,label_Tbl,9,label_Tbl,1.0,5.646103382110596,4.761221408843994,12,61,"[0, 9, 8, 4, 3, 11, 6, 1, 5, 7, 2, 10]"
3462,5,label_Hqql,5,label_Hqql,0.9998588562011719,5.920415878295898,4.75879430770874,24,28,"[0, 1, 23, 3, 4, 16, 2, 7, 22, 15, 19, 6, 5, 18, 8, 12]"
9508,6,label_Zqq,6,label_Zqq,0.7839041948318481,-3.1505966186523438,4.757246017456055,35,35,"[0, 1, 27, 32, 18, 14, 8, 4, 3, 5, 13, 2, 25, 7, 34, 24]"
3907,5,label_Hqql,5,label_Hqql,0.9999651908874512,3.6363565921783447,4.753776550292969,24,44,"[0, 16, 17, 3, 8, 19, 18, 5, 10, 9, 1, 21, 23, 11, 13, 6]"
3638,5,label_Hqql,5,label_Hqql,0.9999326467514038,2.428769826889038,4.751429080963135,24,48,"[0, 1, 12, 21, 23, 2, 17, 19, 15, 8, 18, 13, 20, 14, 22, 3]"
3150,5,label_Hqql,5,label_Hqql,0.9993769526481628,2.8879952430725098,4.748589038848877,24,30,"[0, 11, 1, 22, 20, 14, 10, 6, 16, 5, 12, 13, 7, 9, 3, 23]"
3990,5,label_Hqql,5,label_Hqql,0.9893519282341003,1.9915982484817505,4.748533248901367,38,38,"[0, 1, 2, 35, 6, 17, 32, 4, 23, 3, 13, 36, 5, 14, 12, 26]"
