module_name,module_type,input_shape,output_shape,params_count,decoder_kind,reconstruction_error,accepted_exact,fail_reason,tensor_path,primitive_fit_rel_err,primitive_fit_kind,uses_target_mined_atoms,uses_shared_mined_atoms,interpretation_trusted,honesty_note,extra_json
mod.pair_embed.embed.6,GELU,[8x64x8256],8x64x8256,0,EXACT_ELEMENTWISE_FORMULA,9.880933760086918e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_6_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.37368085980415344, ""dynamic_ratio_std"": 0.2689718008041382}"
mod.pair_embed.embed.7,Conv1d,[8x64x8256],8x64x8256,4160,EXACT_CONSTANT_CONVOLUTION,7.323984618778923e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_7.pt,0.7366929054260254,SPARSE_OMP_BASE_PLUS_TARGET_MINED,True,False,False,"Exact Conv1d replay. Primitive fit only for 1x1 conv matrix W[:,:,0]; larger kernels are exact conv operators, not simple channel matrices.","{""fit"": {""enabled"": true, ""fit_kind"": ""SPARSE_OMP_BASE_PLUS_TARGET_MINED"", ""rec_err"": 0.7366929054260254, ""functional_err"": 0.7239699959754944, ""selected_terms"": [{""name"": ""MinedResidualSVD0"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 13.018577575683594}, {""name"": ""MinedResidualSVD1"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 10.888672828674316}, {""name"": ""MinedResidualSVD2"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 10.280031204223633}, {""name"": ""MinedResidualSVD3"", ""family"": ""low_rank"", ""origin"": ""mined_from_target"", ""coef"": 9.403664588928223}, {""name"": ""MinedResidualBlockMean4"", ""family"": ""block_mined"", ""origin"": ""mined_from_target"", ""coef"": 5.35977840423584}, {""name"": ""MinedResidualToeplitzAvg"", ""family"": ""toeplitz"", ""origin"": ""mined_from_target"", ""coef"": 2.6524534225463867}, {""name"": ""MeanProject"", ""family"": ""global"", ""origin"": ""base"", ""coef"": -1.7377498149871826}, {""name"": ""PrefixMean"", ""family"": ""prefix"", ""origin"": ""base"", ""coef"": -1.2786729335784912}, {""name"": ""GraphDiffusion2"", ""family"": ""graph"", ""origin"": ""base"", ""coef"": 0.8031623363494873}, {""name"": ""ShiftLeft8"", ""family"": ""shift"", ""origin"": ""base"", ""coef"": 0.5623003840446472}, {""name"": ""Reverse"", ""family"": ""permutation"", ""origin"": ""base"", ""coef"": -0.4343412518501282}, {""name"": ""RampDiag"", ""family"": ""diagonal"", ""origin"": ""base"", ""coef"": -0.4545547366142273}], ""uses_target_mined_atoms"": true, ""residual_after_base"": {""tensor_shape"": [64, 64], ""tensor_norm"": 35.65480422973633}, ""base_rec_err"": 0.9949860572814941, ""mined_rec_err"": 0.7366929054260254, ""formula"": ""+13.02*MinedResidualSVD0 + +10.89*MinedResidualSVD1 + +10.28*MinedResidualSVD2 + +9.404*MinedResidualSVD3 + +5.36*MinedResidualBlockMean4 + +2.652*MinedResidualToeplitzAvg + -1.738*MeanProject + -1.279*PrefixMean + +0.8032*GraphDiffusion2 + +0.5623*ShiftLeft8 + -0.4343*Reverse + -0.4546*RampDiag"", ""honesty_note"": ""Target-mined atoms are target-specific. Not shared physics unless shared/heldout gate accepts.""}, ""W_shape"": [64, 64, 1], ""matrix_for_fit_shape"": [64, 64], ""stride"": [1], ""padding"": [0], ""dilation"": [1], ""groups"": 1, ""padding_mode"": ""zeros"", ""replay_dtype"": ""cpu_float32""}"
mod.pair_embed.embed.8,BatchNorm1d,[8x64x8256],8x64x8256,128,EXACT_DYNAMIC_OPERATOR,8.165818599081831e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_8_batchnorm.pt,,BATCHNORM_CPU_STATE_REPLAY,False,False,True,BatchNorm replayed on CPU from copied running stats/weight/bias; no CUDA module call on CPU tensors.,"{""norm_type"": ""BatchNorm1d"", ""eps"": 1e-05, ""training_flag_used"": false, ""running_stats_available"": true}"
mod.pair_embed.embed.9,GELU,[8x64x8256],8x64x8256,0,EXACT_ELEMENTWISE_FORMULA,8.848696353425112e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_9_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.3878858685493469, ""dynamic_ratio_std"": 0.29333749413490295}"
mod.pair_embed.embed.10,Conv1d,[8x64x8256],8x8x8256,520,EXACT_CONSTANT_CONVOLUTION,6.107749328521095e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_10.pt,6.305492661340395e-07,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"Exact Conv1d replay. Primitive fit only for 1x1 conv matrix W[:,:,0]; larger kernels are exact conv operators, not simple channel matrices.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 8, ""rec_err"": 6.305492661340395e-07, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [7.275726318359375, 5.875004768371582, 5.327263832092285, 4.640039920806885, 4.510631084442139, 3.6809723377227783, 2.991072416305542, 2.1312332153320312]}, ""W_shape"": [8, 64, 1], ""matrix_for_fit_shape"": [8, 64], ""stride"": [1], ""padding"": [0], ""dilation"": [1], ""groups"": 1, ""padding_mode"": ""zeros"", ""replay_dtype"": ""cpu_float32""}"
mod.pair_embed.embed.11,BatchNorm1d,[8x8x8256],8x8x8256,16,EXACT_DYNAMIC_OPERATOR,5.77470551377246e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_11_batchnorm.pt,,BATCHNORM_CPU_STATE_REPLAY,False,False,True,BatchNorm replayed on CPU from copied running stats/weight/bias; no CUDA module call on CPU tensors.,"{""norm_type"": ""BatchNorm1d"", ""eps"": 1e-05, ""training_flag_used"": false, ""running_stats_available"": true}"
mod.pair_embed.embed.12,GELU,[8x8x8256],8x8x8256,0,EXACT_ELEMENTWISE_FORMULA,1.833181073607193e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_pair_embed_embed_12_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.9450148344039917, ""dynamic_ratio_std"": 0.17450004816055298}"
mod.blocks,ModuleList,,,0,STRUCTURAL_NOT_EXPLICITLY_TRACED,,False,container_or_python_forward_not_replayed,,,NEEDS_GRAPH_REPLAY,False,False,False,"Children may be decoded, but container-level residual/add/reshape/pooling/control flow was not replayed.","{""children_count"": 8}"
mod.blocks.0,Block,,,136,STRUCTURAL_NOT_EXPLICITLY_TRACED,0.0,False,direct_parameters_covered_but_container_graph_not_replayed,,,,False,False,False,Direct parameters are covered as exact constants; Python/container forward graph is still Stage 2.,{}
mod.blocks.0.pre_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,6.550345688083326e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.0.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,2.2585140868613962e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,,SEE_HEADS,False,False,True,MHA module acceptance is aggregated from all expected heads.,{}
mod.blocks.0.attn.out_proj,NonDynamicallyQuantizableLinear,,,16512,EXACT_CONSTANT_MATRIX,2.2585140868613962e-07,True,covered_by_parameter_coverage_parent_decoder,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,,,False,False,False,Direct parameters are covered by parent decoder; module forward may not be separately hooked.,{}
mod.blocks.0.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,9.325592031927954e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.0.dropout,Dropout,[128x8x128],128x8x128,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.0.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.814343033236582e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.0.fc1,Linear,[128x8x128],128x8x512,66048,EXACT_CONSTANT_MATRIX,9.311797555255907e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_0_fc1.pt,0.7707744836807251,APPROX_PATTERN_FIT_RECTANGULAR_SVD,False,False,False,"SVD is compression/pattern fit, not human primitive interpretation.","{""fit"": {""enabled"": true, ""fit_kind"": ""APPROX_PATTERN_FIT_RECTANGULAR_SVD"", ""rank"": 12, ""rec_err"": 0.7707744836807251, ""functional_err"": NaN, ""selected_terms"": [], ""uses_target_mined_atoms"": false, ""interpretation_trusted"": false, ""honesty_note"": ""SVD is compression/pattern fit, not human primitive interpretation."", ""singular_values_top"": [31.630245208740234, 25.259153366088867, 23.624481201171875, 21.401535034179688, 20.813190460205078, 19.76531219482422, 19.14541244506836, 18.790916442871094, 18.39497947692871, 18.08161163330078, 17.626089096069336, 17.548261642456055, 16.902002334594727, 16.594106674194336, 16.23445701599121, 15.82492446899414]}, ""W_shape"": [512, 128], ""W_aug_shape"": [512, 129]}"
mod.blocks.0.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,4.392795105445657e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.4034096300601959, ""dynamic_ratio_std"": 0.4312111437320709}"
mod.blocks.0.act_dropout,Dropout,[128x8x512],128x8x512,0,STRUCTURAL_EXACT,0.0,True,,,,STRUCTURAL_LEAF,False,False,True,Stateless structural leaf; containers are not covered by this label.,"{""structural_type"": ""Dropout""}"
mod.blocks.0.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.977495014050874e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_0_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
