event_index,true_label,baseline_pred,patched_pred,head_id,patch_mode,patched_indices,route_top_particle,route_top_is_particle0,route_top_is_leading,route_knn_contains_particle0,route_knn_contains_leading,baseline_conf,patched_conf_for_baseline_pred,delta_baseline_pred_logit,delta_true_logit,flipped
369,label_Tbl,label_Tbl,label_Hcc,L2_ch32:64,remove_top_particle,[0],0,1,1,1,1,0.999944806098938,5.09620804223232e-05,-15.369053840637207,-15.369053840637207,1
369,label_Tbl,label_Tbl,label_Hcc,L2_ch32:64,remove_knn_neighbors,"[0, 8, 14, 24, 31, 44, 50, 60, 67, 72, 80, 86, 96, 103, 108, 116]",0,1,1,1,1,0.999944806098938,1.6362873793696053e-05,-15.913182258605957,-15.913182258605957,1
369,label_Tbl,label_Tbl,label_Hcc,L2_ch32:64,remove_top_plus_knn,"[0, 8, 14, 24, 31, 44, 50, 60, 67, 72, 80, 86, 96, 103, 108, 116]",0,1,1,1,1,0.999944806098938,1.6362873793696053e-05,-15.913182258605957,-15.913182258605957,1
369,label_Tbl,label_Tbl,label_Tbl,L2_ch32:64,random_same_count,"[2, 5, 6, 9, 11, 15, 17, 18, 19, 20, 23, 27, 29, 30, 33, 35]",0,1,1,1,1,0.999944806098938,0.9995526671409607,0.1927495002746582,0.1927495002746582,0
369,label_Tbl,label_Tbl,label_Hcc,L2_ch0:32,remove_top_particle,[0],0,1,1,1,1,0.999944806098938,5.09620804223232e-05,-15.369053840637207,-15.369053840637207,1
369,label_Tbl,label_Tbl,label_Hcc,L2_ch0:32,remove_knn_neighbors,"[0, 8, 14, 24, 31, 44, 50, 60, 67, 72, 80, 86, 96, 103, 108, 116]",0,1,1,1,1,0.999944806098938,1.6362873793696053e-05,-15.913182258605957,-15.913182258605957,1
369,label_Tbl,label_Tbl,label_Hcc,L2_ch0:32,remove_top_plus_knn,"[0, 8, 14, 24, 31, 44, 50, 60, 67, 72, 80, 86, 96, 103, 108, 116]",0,1,1,1,1,0.999944806098938,1.6362873793696053e-05,-15.913182258605957,-15.913182258605957,1
369,label_Tbl,label_Tbl,label_Tbl,L2_ch0:32,random_same_count,"[1, 2, 3, 4, 5, 7, 10, 13, 16, 17, 22, 26, 27, 28, 32, 34]",0,1,1,1,1,0.999944806098938,0.9736550450325012,-1.1231107711791992,-1.1231107711791992,0
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch224:256,remove_top_particle,[0],0,1,1,1,1,0.9999822378158569,2.3492386389989406e-05,-36.03230285644531,-36.03230285644531,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch224:256,remove_knn_neighbors,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch224:256,remove_top_plus_knn,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbl,L2_ch224:256,random_same_count,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16]",0,1,1,1,1,0.9999822378158569,0.8647012114524841,-2.0429768562316895,-2.0429768562316895,0
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch128:160,remove_top_particle,[0],0,1,1,1,1,0.9999822378158569,2.3492386389989406e-05,-36.03230285644531,-36.03230285644531,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch128:160,remove_knn_neighbors,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch128:160,remove_top_plus_knn,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbl,L2_ch128:160,random_same_count,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16]",0,1,1,1,1,0.9999822378158569,0.8647012114524841,-2.0429768562316895,-2.0429768562316895,0
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch32:64,remove_top_particle,[0],0,1,1,1,1,0.9999822378158569,2.3492386389989406e-05,-36.03230285644531,-36.03230285644531,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch32:64,remove_knn_neighbors,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch32:64,remove_top_plus_knn,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbl,L2_ch32:64,random_same_count,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16]",0,1,1,1,1,0.9999822378158569,0.8647012114524841,-2.0429768562316895,-2.0429768562316895,0
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch0:32,remove_top_particle,[0],0,1,1,1,1,0.9999822378158569,2.3492386389989406e-05,-36.03230285644531,-36.03230285644531,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch0:32,remove_knn_neighbors,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbqq,L2_ch0:32,remove_top_plus_knn,"[0, 15, 17, 18, 33, 35, 36, 53, 71, 72, 89, 90, 107, 108, 125, 126]",0,1,1,1,1,0.9999822378158569,1.589313797012437e-05,-37.98894119262695,-37.98894119262695,1
355,label_Tbl,label_Tbl,label_Tbl,L2_ch0:32,random_same_count,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16]",0,1,1,1,1,0.9999822378158569,0.8647012114524841,-2.0429768562316895,-2.0429768562316895,0
