head_id,layer,score,top_particle,top_is_particle0,top_is_leading,knn_contains_particle0,knn_contains_leading,route_role,route_code,event_index,rank,true_label,pred_label
L1_ch112:128,1,4.670224189758301,12,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",332,3,label_Tbl,label_Tbl
L2_ch32:64,2,0.6586841344833374,0,1,1,0,0,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",332,4,label_Tbl,label_Tbl
L2_ch160:192,2,0.5924606323242188,0,1,1,0,0,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",332,5,label_Tbl,label_Tbl
L2_ch128:160,2,0.5905804634094238,0,1,1,0,0,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",332,6,label_Tbl,label_Tbl
L2_ch224:256,2,0.5682569742202759,0,1,1,0,0,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",332,7,label_Tbl,label_Tbl
L2_ch192:224,2,0.4874246418476105,0,1,1,0,0,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",332,8,label_Tbl,label_Tbl
L2_ch0:32,2,0.3954674005508423,0,1,1,0,0,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",332,9,label_Tbl,label_Tbl
L2_ch64:96,2,0.14195924997329712,0,1,1,0,0,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",332,10,label_Tbl,label_Tbl
L0_ch40:48,0,5.658682823181152,1,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",323,1,label_Tbl,label_Tbl
L1_ch112:128,1,5.3441925048828125,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",323,2,label_Tbl,label_Tbl
L1_ch0:16,1,4.727994441986084,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",323,3,label_Tbl,label_Tbl
L2_ch224:256,2,0.5153225064277649,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",323,4,label_Tbl,label_Tbl
L2_ch160:192,2,0.3935021162033081,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",323,5,label_Tbl,label_Tbl
L2_ch128:160,2,0.3933762013912201,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",323,6,label_Tbl,label_Tbl
L2_ch32:64,2,0.36857858300209045,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",323,7,label_Tbl,label_Tbl
L2_ch64:96,2,0.23425723612308502,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",323,8,label_Tbl,label_Tbl
L2_ch0:32,2,0.1796518862247467,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",323,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.08949024230241776,2,0,0,0,0,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",323,10,label_Tbl,label_Tbl
L0_ch40:48,0,5.158908367156982,18,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",334,1,label_Tbl,label_Tbl
L1_ch112:128,1,5.065878868103027,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",334,2,label_Tbl,label_Tbl
L1_ch0:16,1,4.606461524963379,1,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",334,3,label_Tbl,label_Tbl
L2_ch224:256,2,0.5127666592597961,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",334,4,label_Tbl,label_Tbl
L2_ch128:160,2,0.432972252368927,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",334,5,label_Tbl,label_Tbl
L2_ch160:192,2,0.3891931474208832,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",334,6,label_Tbl,label_Tbl
L2_ch32:64,2,0.3434072732925415,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",334,7,label_Tbl,label_Tbl
L2_ch64:96,2,0.28798767924308777,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",334,8,label_Tbl,label_Tbl
L2_ch0:32,2,0.15038509666919708,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",334,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.06672480702400208,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",334,10,label_Tbl,label_Tbl
L1_ch112:128,1,5.034404754638672,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",340,1,label_Tbl,label_Tbl
L0_ch40:48,0,4.989461898803711,1,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",340,2,label_Tbl,label_Tbl
L1_ch0:16,1,4.625832557678223,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",340,3,label_Tbl,label_Tbl
L2_ch32:64,2,0.6396635174751282,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",340,4,label_Tbl,label_Tbl
L2_ch128:160,2,0.5212939977645874,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",340,5,label_Tbl,label_Tbl
L2_ch224:256,2,0.4992355406284332,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",340,6,label_Tbl,label_Tbl
L2_ch160:192,2,0.44507887959480286,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",340,7,label_Tbl,label_Tbl
L2_ch0:32,2,0.3712831735610962,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",340,8,label_Tbl,label_Tbl
L2_ch64:96,2,0.1523624062538147,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",340,9,label_Tbl,label_Tbl
L2_ch192:224,2,0.12842199206352234,1,0,0,0,0,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",340,10,label_Tbl,label_Tbl
L0_ch40:48,0,10.978403091430664,19,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",337,1,label_Tbl,label_Tbl
L1_ch0:16,1,5.451666355133057,19,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",337,2,label_Tbl,label_Tbl
L1_ch112:128,1,4.911974906921387,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",337,3,label_Tbl,label_Tbl
L2_ch224:256,2,0.49777498841285706,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",337,4,label_Tbl,label_Tbl
L2_ch128:160,2,0.4782888889312744,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",337,5,label_Tbl,label_Tbl
L2_ch160:192,2,0.35248661041259766,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",337,6,label_Tbl,label_Tbl
L2_ch32:64,2,0.3512694239616394,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",337,7,label_Tbl,label_Tbl
L2_ch64:96,2,0.32988545298576355,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",337,8,label_Tbl,label_Tbl
L2_ch192:224,2,0.13106785714626312,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",337,9,label_Tbl,label_Tbl
L2_ch0:32,2,0.10616542398929596,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",337,10,label_Tbl,label_Tbl
L1_ch112:128,1,4.98876953125,3,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",327,1,label_Tbl,label_Tbl
L1_ch0:16,1,4.499296188354492,20,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",327,2,label_Tbl,label_Tbl
L0_ch40:48,0,4.436400890350342,4,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",327,3,label_Tbl,label_Tbl
L2_ch128:160,2,0.6819173693656921,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",327,4,label_Tbl,label_Tbl
L2_ch224:256,2,0.46160000562667847,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",327,5,label_Tbl,label_Tbl
