suite,text,source,term,key_pos,T,pred_term_mean_on_key,predicted_mass_delta_sign,actual_mass_delta,actual_mass_delta_sign,sign_match,head_A_rel,head_Y_delta_rel,logit_rel,kl_orig_to_patch,top1_match,loss_delta
code,Implement binary search over a sorted list in Python.,3:6,k_affine,9,10,1.775026430550497e-05,-1,-0.0003482191823422909,-1,True,0.001807376742362976,0.004036763682961464,0.0,6.41284998437186e-08,1.0,0.0
code,Explain what this code does: for i in range(n): total += arr[i],3:6,k_affine,0,18,0.9870387315750122,-1,-0.15262705087661743,-1,True,0.29383090138435364,0.47573322057724,0.01197888609021902,0.0024650609120726585,1.0,0.005296230316162109
code,Explain what this code does: for i in range(n): total += arr[i],3:6,k_affine,1,18,0.2855721712112427,-1,-0.015227198600769043,-1,True,0.03315444663167,0.06578770279884338,0.002630640985444188,0.00029158260440453887,1.0,-0.0017428398132324219
code,Explain what this code does: for i in range(n): total += arr[i],3:6,k_affine,2,18,0.45113542675971985,-1,-0.020441751927137375,-1,True,0.04151695594191551,0.08627046644687653,0.0030479123815894127,0.00030142106697894633,1.0,-0.00030303001403808594
code,Explain what this code does: for i in range(n): total += arr[i],3:6,k_affine,3,18,-1.2414143085479736,1,0.05536341294646263,1,True,0.1137765496969223,0.18513056635856628,0.003907477483153343,0.0006444103200919926,1.0,0.00019288063049316406
code,Explain what this code does: for i in range(n): total += arr[i],3:6,k_affine,4,18,-0.8336095809936523,1,0.057912588119506836,1,True,0.12191706895828247,0.19002358615398407,0.003579899901524186,0.0005957201938144863,1.0,-0.0005064010620117188
code,Explain what this code does: for i in range(n): total += arr[i],3:6,k_affine,8,18,-1.7526260614395142,1,0.08513687737286091,1,True,0.19629327952861786,0.2844635248184204,0.005719474516808987,0.0010721879079937935,1.0,-0.0026912689208984375
code,Explain what this code does: for i in range(n): total += arr[i],3:6,k_affine,17,18,-3.5838687419891357,1,0.0105154913617298,1,True,0.07494176179170609,0.13343188166618347,0.0,-2.86344800315419e-07,1.0,0.0
code,Find the bug in this Python code: def f(x): return x.append(1),3:6,k_affine,0,18,1.017817735671997,-1,-0.1731037199497223,-1,True,0.3270653784275055,0.5256325006484985,0.013658751733601093,0.0059825037606060505,0.9411764740943909,0.005178213119506836
code,Find the bug in this Python code: def f(x): return x.append(1),3:6,k_affine,1,18,0.033147282898426056,-1,-0.002225097268819809,-1,True,0.01171256322413683,0.025770358741283417,0.0022839445155113935,0.000275861588306725,1.0,0.0012631416320800781
code,Find the bug in this Python code: def f(x): return x.append(1),3:6,k_affine,2,18,-1.2435566186904907,1,0.08853727206587791,1,True,0.1854780912399292,0.2565564811229706,0.011354167014360428,0.003960793372243643,0.9411764740943909,0.005419731140136719
code,Find the bug in this Python code: def f(x): return x.append(1),3:6,k_affine,3,18,-1.535361886024475,1,0.060678452253341675,1,True,0.1364164501428604,0.20362520217895508,0.00436487328261137,0.0008864099509082735,1.0,0.0007755756378173828
code,Find the bug in this Python code: def f(x): return x.append(1),3:6,k_affine,4,18,-1.2042676210403442,1,0.030400188639760017,1,True,0.06429599970579147,0.1194261685013771,0.003289779182523489,0.0006262732204049826,1.0,0.0031664371490478516
code,Find the bug in this Python code: def f(x): return x.append(1),3:6,k_affine,8,18,0.5911253094673157,-1,-0.061529047787189484,-1,True,0.1437567174434662,0.3085032105445862,0.005076461471617222,0.0008795012254267931,1.0,-0.0007884502410888672
code,Find the bug in this Python code: def f(x): return x.append(1),3:6,k_affine,17,18,-2.1423466205596924,1,0.0024491374497301877,1,True,0.017293352633714676,0.029354199767112732,0.0,-3.5467996895022225e-07,1.0,0.0
math,"Solve: if 3x + 5 = 20, what is x?",3:6,k_affine,0,19,0.9844220876693726,-1,-0.18427890539169312,-1,True,0.346050500869751,0.5157496333122253,0.010340425185859203,0.004259766079485416,1.0,0.002721071243286133
math,"Solve: if 3x + 5 = 20, what is x?",3:6,k_affine,1,19,-0.20465657114982605,1,0.012930050492286682,1,True,0.026813004165887833,0.0531880147755146,0.002728858031332493,0.00029538216767832637,1.0,-0.0008209943771362305
math,"Solve: if 3x + 5 = 20, what is x?",3:6,k_affine,2,19,0.751933753490448,-1,-0.06268862634897232,-1,True,0.12917251884937286,0.17681749165058136,0.003810364753007889,0.000352975184796378,1.0,-0.0016021728515625
math,"Solve: if 3x + 5 = 20, what is x?",3:6,k_affine,3,19,-0.7293509244918823,1,0.05848129093647003,1,True,0.11986889690160751,0.15851379930973053,0.003465313697233796,0.0003899975854437798,1.0,-0.002085447311401367
math,"Solve: if 3x + 5 = 20, what is x?",3:6,k_affine,4,19,-1.5243185758590698,1,0.08257489278912544,1,True,0.17014619708061218,0.2492605298757553,0.004018993116915226,0.00047568726586177945,1.0,-0.0010743141174316406
math,"Solve: if 3x + 5 = 20, what is x?",3:6,k_affine,8,19,-3.278048038482666,1,0.11575089814141393,1,True,0.2831951379776001,0.5051499009132385,0.006715545896440744,0.0016727626789361238,1.0,-0.000987410545349121
math,"Solve: if 3x + 5 = 20, what is x?",3:6,k_affine,18,19,-1.025235652923584,1,0.001857262453995645,1,True,0.014884836971759796,0.024830438196659088,0.0,1.6239027900155634e-08,1.0,0.0
math,Explain the derivative of sin(x) * exp(x).,3:6,k_affine,0,12,1.122450351715088,-1,-0.19083049893379211,-1,True,0.3296802341938019,0.5986452102661133,0.010395566001534462,0.003240262856706977,1.0,-0.012732744216918945
math,Explain the derivative of sin(x) * exp(x).,3:6,k_affine,1,12,0.3140603005886078,-1,-0.030005164444446564,-1,True,0.06234850361943245,0.12150436639785767,0.0026615483220666647,0.00021806709992233664,1.0,7.963180541992188e-05
math,Explain the derivative of sin(x) * exp(x).,3:6,k_affine,2,12,0.4918053150177002,-1,-0.03334086015820503,-1,True,0.06336623430252075,0.12733402848243713,0.0025069494731724262,0.0002845144481398165,1.0,0.001960277557373047
math,Explain the derivative of sin(x) * exp(x).,3:6,k_affine,3,12,-0.4272952079772949,1,0.020515967160463333,1,True,0.04355549439787865,0.06006757169961929,0.002033466240391135,0.00021498538262676448,1.0,-0.002338409423828125
math,Explain the derivative of sin(x) * exp(x).,3:6,k_affine,4,12,-0.8389374613761902,1,0.031997671350836754,1,True,0.06705157458782196,0.1015273854136467,0.0017564879963174462,0.00016817763389553875,1.0,-0.0008900165557861328
math,Explain the derivative of sin(x) * exp(x).,3:6,k_affine,8,12,-2.070239543914795,1,0.04966919496655464,1,True,0.14757373929023743,0.20178662240505219,0.002318302635103464,0.00034314036020077765,1.0,-0.004488229751586914
math,Explain the derivative of sin(x) * exp(x).,3:6,k_affine,11,12,-0.14062726497650146,1,-3.247475251555443e-05,-1,False,0.0001921182411024347,0.00027471737121231854,0.0,-2.601579467409465e-07,1.0,0.0
math,What is the quadratic formula and when is it used?,3:6,k_affine,0,11,1.1810495853424072,-1,-0.18982720375061035,-1,True,0.302114337682724,0.7688537836074829,0.013906017877161503,0.003898534458130598,1.0,-0.006458759307861328
math,What is the quadratic formula and when is it used?,3:6,k_affine,1,11,-0.7756878733634949,1,0.04878135025501251,1,True,0.087294802069664,0.23882536590099335,0.004560657776892185,0.0005017769290134311,1.0,0.0009019374847412109
math,What is the quadratic formula and when is it used?,3:6,k_affine,2,11,-0.651429295539856,1,0.04464246705174446,1,True,0.08343927562236786,0.2327437549829483,0.004143623635172844,0.00044053414603695273,1.0,-0.003373384475708008
math,What is the quadratic formula and when is it used?,3:6,k_affine,3,11,-0.8148335814476013,1,0.039828743785619736,1,True,0.08036906272172928,0.241975799202919,0.004265728406608105,0.0007250142516568303,1.0,-0.0053615570068359375
math,What is the quadratic formula and when is it used?,3:6,k_affine,4,11,-0.9311399459838867,1,0.048549968749284744,1,True,0.10911604017019272,0.32435983419418335,0.0059954016469419,0.0005039633833803236,1.0,0.003954887390136719
math,What is the quadratic formula and when is it used?,3:6,k_affine,8,11,-2.3864288330078125,1,0.031579745933413506,1,True,0.10134915262460709,0.26741182804107666,0.00147145614027977,2.808392127917614e-05,1.0,0.0004487037658691406
math,What is the quadratic formula and when is it used?,3:6,k_affine,10,11,0.2770034372806549,-1,-0.0012370746117085218,-1,True,0.007091883569955826,0.014154798351228237,0.0,-1.0153746643482009e-07,1.0,0.0
math,Simplify: (x + 2)^2 - x^2.,3:6,k_affine,0,15,1.0610618591308594,-1,-0.18649950623512268,-1,True,0.36368662118911743,0.5021159052848816,0.009847087785601616,0.0028414495754987,1.0,0.003483295440673828
math,Simplify: (x + 2)^2 - x^2.,3:6,k_affine,1,15,0.07268645614385605,-1,-0.0066389888525009155,-1,True,0.016748009249567986,0.02751823328435421,0.0024724265094846487,0.0001662325521465391,1.0,0.0005942583084106445
math,Simplify: (x + 2)^2 - x^2.,3:6,k_affine,2,15,1.5108307600021362,-1,-0.15040694549679756,-1,True,0.30760547518730164,0.46260780096054077,0.009869158267974854,0.002289396710693836,1.0,0.003404855728149414
math,Simplify: (x + 2)^2 - x^2.,3:6,k_affine,3,15,-1.4310643672943115,1,0.07467621937394142,1,True,0.1501162201166153,0.17890781164169312,0.004584918264299631,0.00053445651428774,1.0,-0.002438068389892578
math,Simplify: (x + 2)^2 - x^2.,3:6,k_affine,4,15,-2.5889458656311035,1,0.186592822894454,1,True,0.38710421323776245,0.44906988739967346,0.00962451845407486,0.0023733964189887047,1.0,0.008647441864013672
math,Simplify: (x + 2)^2 - x^2.,3:6,k_affine,8,15,-1.9489812850952148,1,0.09828240983188152,1,True,0.25247690081596375,0.44185930490493774,0.007662373594939709,0.0012877159751951694,1.0,0.0046460628509521484
math,Simplify: (x + 2)^2 - x^2.,3:6,k_affine,14,15,-0.7940098643302917,1,0.001680699409916997,1,True,0.011367534287273884,0.01562560349702835,0.0,-1.8487719444237882e-07,1.0,0.0
text,Summarize why rivers are important for cities.,3:6,k_affine,0,10,1.1938427686691284,-1,-0.18991005420684814,-1,True,0.33440712094306946,0.5718460083007812,0.011201722547411919,0.0017392104491591454,1.0,-0.01868581771850586
text,Summarize why rivers are important for cities.,3:6,k_affine,1,10,-1.0904817581176758,1,0.09317892789840698,1,True,0.16674800217151642,0.33660513162612915,0.0065927994437515736,0.000877123442478478,1.0,-0.0016293525695800781
text,Summarize why rivers are important for cities.,3:6,k_affine,2,10,-0.009124350734055042,1,-0.0033324062824249268,-1,False,0.018249133601784706,0.03370288759469986,0.0018651107093319297,0.0001507975102867931,1.0,0.001384735107421875
text,Summarize why rivers are important for cities.,3:6,k_affine,3,10,-0.4575231671333313,1,0.03399796038866043,1,True,0.0729360356926918,0.13712161779403687,0.002391198417171836,0.0002266678784508258,1.0,-0.00018739700317382812
text,Summarize why rivers are important for cities.,3:6,k_affine,4,10,-1.9187259674072266,1,0.08960787579417229,1,True,0.19966430962085724,0.34319421648979187,0.005427269265055656,0.0006323672132566571,1.0,0.006096839904785156
text,Summarize why rivers are important for cities.,3:6,k_affine,8,10,-2.295982837677002,1,0.013019935227930546,1,True,0.054970793426036835,0.12356002628803253,0.0008877297514118254,7.583077240269631e-05,1.0,-0.0010991096496582031
text,Summarize why rivers are important for cities.,3:6,k_affine,9,10,0.6524982452392578,-1,-0.0018898899434134364,-1,True,0.01053935568779707,0.014737287536263466,0.0,3.085443722739001e-07,1.0,0.0
text,Explain the difference between a planet and a star.,3:6,k_affine,0,11,1.1495304107666016,-1,-0.19197463989257812,-1,True,0.3352828919887543,0.576709508895874,0.01056418102234602,0.003753372235223651,1.0,-0.01567983627319336
text,Explain the difference between a planet and a star.,3:6,k_affine,1,11,0.3178267776966095,-1,-0.02794678509235382,-1,True,0.05477298051118851,0.08757016062736511,0.002793580060824752,0.000241926041780971,1.0,-0.0002410411834716797
text,Explain the difference between a planet and a star.,3:6,k_affine,2,11,0.48795726895332336,-1,-0.0314212441444397,-1,True,0.06031522899866104,0.09945933520793915,0.002088781911879778,0.00016675223014317453,1.0,0.0005033016204833984
text,Explain the difference between a planet and a star.,3:6,k_affine,3,11,-0.2027049958705902,1,0.00787767767906189,1,True,0.023190785199403763,0.0332660973072052,0.001485359505750239,6.513250264106318e-05,1.0,-0.0008416175842285156
text,Explain the difference between a planet and a star.,3:6,k_affine,4,11,-1.2199279069900513,1,0.05733410269021988,1,True,0.12148033082485199,0.20191465318202972,0.002839634194970131,0.00018451688811182976,1.0,0.0003387928009033203
text,Explain the difference between a planet and a star.,3:6,k_affine,8,11,-2.4880387783050537,1,0.01963279233314097,1,True,0.0663871020078659,0.12220149487257004,0.0011232964461669326,4.0824430470820516e-05,1.0,-0.0005776882171630859
text,Explain the difference between a planet and a star.,3:6,k_affine,10,11,0.5362928509712219,-1,-0.002071215771138668,-1,True,0.012009703554213047,0.013608788140118122,0.0,-2.690470637389808e-07,1.0,0.0
text,Describe how plants grow from seeds.,3:6,k_affine,0,7,1.3356858491897583,-1,-0.2304946780204773,-1,True,0.38216277956962585,1.3076624870300293,0.016758445650339127,0.007453153841197491,1.0,-0.019525527954101562
text,Describe how plants grow from seeds.,3:6,k_affine,1,7,0.7960171103477478,-1,-0.0636838972568512,-1,True,0.11532235145568848,0.427051305770874,0.005464926362037659,0.0006018108688294888,1.0,0.00400233268737793
text,Describe how plants grow from seeds.,3:6,k_affine,2,7,-1.1309244632720947,1,0.05254524573683739,1,True,0.10330429673194885,0.28274548053741455,0.0027418225072324276,0.00018878768605645746,1.0,-0.0008411407470703125
text,Describe how plants grow from seeds.,3:6,k_affine,3,7,-2.483325481414795,1,0.13371295481920242,1,True,0.2987447679042816,0.7519715428352356,0.005044526420533657,0.0015851834323257208,1.0,-0.006320476531982422
text,Describe how plants grow from seeds.,3:6,k_affine,4,7,-1.8151038885116577,1,0.05114014632999897,1,True,0.13535039126873016,0.30547571182250977,0.002642819657921791,6.153758295113221e-05,1.0,0.000385284423828125
text,Describe how plants grow from seeds.,3:6,k_affine,6,7,0.6940934658050537,-1,-0.003443669294938445,-1,True,0.014836233109235764,0.03378341346979141,0.0,1.6470119135192363e-07,1.0,0.0
text,Write a calm paragraph about ocean waves.,3:6,k_affine,0,8,1.2780725955963135,-1,-0.200070321559906,-1,True,0.34680798649787903,0.6987302899360657,0.01786172017455101,0.010468883439898491,1.0,-0.011529922485351562
text,Write a calm paragraph about ocean waves.,3:6,k_affine,1,8,0.7612833380699158,-1,-0.06739494949579239,-1,True,0.12704069912433624,0.264192670583725,0.0053451452404260635,0.0010311162332072854,1.0,0.0027523040771484375
text,Write a calm paragraph about ocean waves.,3:6,k_affine,2,8,-1.437009334564209,1,0.07902833446860313,1,True,0.1550089567899704,0.16226693987846375,0.0064050303772091866,0.0006297981599345803,1.0,0.004015922546386719
text,Write a calm paragraph about ocean waves.,3:6,k_affine,3,8,-1.054396152496338,1,0.061426423490047455,1,True,0.13489453494548798,0.1554165482521057,0.003262075362727046,0.00042930577183142304,1.0,0.002129077911376953
text,Write a calm paragraph about ocean waves.,3:6,k_affine,4,8,-0.9020893573760986,1,0.04239824414253235,1,True,0.1013198122382164,0.14347565174102783,0.0021823463030159473,0.00021594297140836716,1.0,0.0012478828430175781
text,Write a calm paragraph about ocean waves.,3:6,k_affine,7,8,0.7227435111999512,-1,-0.002881665015593171,-1,True,0.013747508637607098,0.017166851088404655,0.0,-1.2770419743901584e-07,1.0,0.0
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",3:6,k_affine,0,20,0.9926826357841492,-1,-0.1858454942703247,-1,True,0.34232306480407715,0.5891151428222656,0.011078456416726112,0.0031541527714580297,1.0,0.003229379653930664
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",3:6,k_affine,1,20,1.030530333518982,-1,-0.05798884853720665,-1,True,0.11766152083873749,0.2726660370826721,0.005344071891158819,0.0011739536421373487,1.0,-0.0014100074768066406
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",3:6,k_affine,2,20,0.2716168463230133,-1,-0.030706271529197693,-1,True,0.06391482800245285,0.11516248434782028,0.0027485964819788933,0.0003825225285254419,1.0,0.0007863044738769531
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",3:6,k_affine,3,20,-2.9460747241973877,1,0.227688642218709,1,True,0.4570089876651764,0.892776370048523,0.016465192660689354,0.014962084591388702,1.0,-0.0026531219482421875
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",3:6,k_affine,4,20,-1.8184702396392822,1,0.09372414834797382,1,True,0.19012302160263062,0.4187392294406891,0.006054223049432039,0.001177860191091895,1.0,0.0025072097778320312
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",3:6,k_affine,8,20,-3.0634469985961914,1,0.12977498397231102,1,True,0.29447808861732483,0.5885492563247681,0.007107419893145561,0.0021458924748003483,1.0,0.004049062728881836
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",3:6,k_affine,19,20,-1.0836247205734253,1,0.00127962336409837,1,True,0.009785211645066738,0.017861047759652138,0.0,-1.7625754367145419e-07,1.0,0.0
symbols,Path: /home/user/project/src/main.py --flag=true,3:6,k_affine,0,12,1.1533219814300537,-1,-0.20236685872077942,-1,True,0.3346564769744873,0.7958851456642151,0.016681790351867676,0.01240626908838749,0.9090909361839294,-0.018602848052978516
symbols,Path: /home/user/project/src/main.py --flag=true,3:6,k_affine,1,12,0.34496936202049255,-1,-0.024577684700489044,-1,True,0.05103273317217827,0.16717830300331116,0.004613890312612057,0.0011560331331565976,1.0,0.0027618408203125
symbols,Path: /home/user/project/src/main.py --flag=true,3:6,k_affine,2,12,-1.6681712865829468,1,0.13729960098862648,1,True,0.2546294331550598,0.5521955490112305,0.009053787216544151,0.0022835740819573402,1.0,-0.011263370513916016
symbols,Path: /home/user/project/src/main.py --flag=true,3:6,k_affine,3,12,-1.8913934230804443,1,0.2336035817861557,1,True,0.460027813911438,1.069084644317627,0.018134798854589462,0.018992234021425247,1.0,-0.0011591911315917969
symbols,Path: /home/user/project/src/main.py --flag=true,3:6,k_affine,4,12,-2.5829477310180664,1,0.1559727694839239,1,True,0.3240585923194885,0.6959436535835266,0.007224945351481438,0.0016619970556348562,1.0,-0.007174968719482422
symbols,Path: /home/user/project/src/main.py --flag=true,3:6,k_affine,8,12,-1.8656947612762451,1,0.029312733560800552,1,True,0.08385957777500153,0.21572870016098022,0.0026264565531164408,0.0003774648648686707,1.0,0.0005898475646972656
symbols,Path: /home/user/project/src/main.py --flag=true,3:6,k_affine,11,12,-3.339747190475464,1,0.02173703396692872,1,True,0.1149933934211731,0.22344236075878143,0.0,-1.2945133676112164e-07,1.0,0.0
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",3:6,k_affine,0,28,0.9155951142311096,-1,-0.1853453516960144,-1,True,0.30088329315185547,0.7978505492210388,0.013904026709496975,0.0018522001337260008,1.0,-0.0022644400596618652
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",3:6,k_affine,1,28,0.35141798853874207,-1,-0.031195305287837982,-1,True,0.07276245951652527,0.2181510031223297,0.00677493866533041,0.0004831473925150931,1.0,0.0003020763397216797
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",3:6,k_affine,2,28,-1.2955760955810547,1,0.10838546603918076,1,True,0.1958806812763214,0.43798625469207764,0.009853716939687729,0.0013299401616677642,1.0,0.0002460479736328125
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",3:6,k_affine,3,28,-2.58929181098938,1,0.18537959270179272,1,True,0.33790263533592224,0.8412198424339294,0.03176002576947212,0.008307021111249924,1.0,0.001952826976776123
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",3:6,k_affine,4,28,-2.819474220275879,1,0.2264106310904026,1,True,0.4173988401889801,0.8151178956031799,0.018913615494966507,0.003942020237445831,1.0,0.00628209114074707
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",3:6,k_affine,8,28,-4.534270763397217,1,0.23584505589678884,1,True,0.47108030319213867,1.0751456022262573,0.01945480704307556,0.0011010204907506704,1.0,-0.0002257823944091797
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",3:6,k_affine,27,28,-0.8040372133255005,1,0.0006288589211180806,1,True,0.0055645727552473545,0.0113858412951231,0.0,-7.908042931603632e-08,1.0,0.0
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),3:6,k_affine,0,19,0.9917740225791931,-1,-0.17009875178337097,-1,True,0.32201552391052246,0.48709434270858765,0.008768321014940739,0.004416570067405701,1.0,-0.0002524852752685547
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),3:6,k_affine,1,19,-1.5187994241714478,1,0.10103708133101463,1,True,0.20102974772453308,0.38300666213035583,0.006418437231332064,0.0017570839263498783,1.0,-0.00066375732421875
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),3:6,k_affine,2,19,0.456279456615448,-1,-0.03849378973245621,-1,True,0.08204244822263718,0.15089410543441772,0.003491100389510393,0.000539841246791184,1.0,-0.0031518936157226562
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),3:6,k_affine,3,19,-2.6427812576293945,1,0.2690623924136162,1,True,0.5453881025314331,0.6176421046257019,0.008090909570455551,0.0018870775820687413,1.0,0.002500295639038086
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),3:6,k_affine,4,19,-2.1295764446258545,1,0.19418887048959732,1,True,0.4034818708896637,0.8398083448410034,0.009915610775351524,0.0022196215577423573,1.0,0.0004119873046875
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),3:6,k_affine,8,19,-2.934072732925415,1,0.23250745609402657,1,True,0.5413190722465515,0.9457176923751831,0.010690831579267979,0.0019885986112058163,1.0,-0.0033216476440429688
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),3:6,k_affine,18,19,-3.419579029083252,1,0.010012336017098278,1,True,0.07735376060009003,0.1546517163515091,0.0,1.8860749406712785e-08,1.0,0.0
