analysis_group,source_group,entry_idx,true_label_root,pred_label_root,pred_label_direct,match_root_pred,direct_score_Hqql,direct_score_Tbl,direct_tbl_minus_hqql,root_score_Hqql,root_score_Tbl
A_Hqql_correct,HToWW2Q1L,1769,label_Hqql,label_Hqql,label_Hqql,1,6.497340679168701,-0.5171593427658081,-7.014500141143799,1.0,4.876503822970335e-08
A_Hqql_correct,HToWW2Q1L,2628,label_Hqql,label_Hqql,label_Hqql,1,12.985857963562012,5.072266101837158,-7.9135918617248535,1.0,3.2641406022548836e-08
A_Hqql_correct,HToWW2Q1L,3333,label_Hqql,label_Hqql,label_Hqql,1,14.139184951782227,2.7667770385742188,-11.372407913208008,1.0,3.376985802105992e-08
A_Hqql_correct,HToWW2Q1L,10552,label_Hqql,label_Hqql,label_Hqql,1,12.741181373596191,4.456192493438721,-8.284988403320312,1.0,3.695956252158794e-08
A_Hqql_correct,HToWW2Q1L,11278,label_Hqql,label_Hqql,label_Hqql,1,13.759627342224121,4.374302387237549,-9.385324478149414,1.0,5.4932055348899667e-08
A_Hqql_correct,HToWW2Q1L,12470,label_Hqql,label_Hqql,label_Hqql,1,13.262883186340332,9.682409286499023,-3.5804738998413086,1.0,3.247466651146169e-08
A_Hqql_correct,HToWW2Q1L,16333,label_Hqql,label_Hqql,label_Hqql,1,10.205554962158203,-1.8591142892837524,-12.064669609069824,1.0,4.372462569790514e-08
A_Hqql_correct,HToWW2Q1L,24514,label_Hqql,label_Hqql,label_Hqql,1,9.596147537231445,6.561246871948242,-3.034900665283203,1.0,4.330424729914739e-08
A_Hqql_correct,HToWW2Q1L,25518,label_Hqql,label_Hqql,label_Hqql,1,11.759859085083008,10.845645904541016,-0.9142131805419922,1.0,4.012427723409928e-08
A_Hqql_correct,HToWW2Q1L,26535,label_Hqql,label_Hqql,label_Hqql,1,13.70667839050293,1.6289600133895874,-12.077718734741211,1.0,4.7557961124766734e-08
A_Hqql_correct,HToWW2Q1L,27913,label_Hqql,label_Hqql,label_Hqql,1,13.613577842712402,7.207309722900391,-6.406268119812012,1.0,5.925223689473569e-08
A_Hqql_correct,HToWW2Q1L,29046,label_Hqql,label_Hqql,label_Hqql,1,10.976696968078613,6.9319257736206055,-4.044771194458008,1.0,3.389155622812723e-08
A_Hqql_correct,HToWW2Q1L,34434,label_Hqql,label_Hqql,label_Hqql,1,10.237833023071289,3.5607423782348633,-6.677090644836426,1.0,5.364829647191982e-08
A_Hqql_correct,HToWW2Q1L,36162,label_Hqql,label_Hqql,label_Hqql,1,11.688499450683594,6.244365215301514,-5.44413423538208,1.0,5.0159126629978346e-08
A_Hqql_correct,HToWW2Q1L,43222,label_Hqql,label_Hqql,label_Hqql,1,15.342474937438965,5.544933319091797,-9.797541618347168,1.0,4.3844714525675954e-08
A_Hqql_correct,HToWW2Q1L,44194,label_Hqql,label_Hqql,label_Hqql,1,12.858622550964355,3.4715089797973633,-9.387113571166992,1.0,5.098770827771659e-08
A_Hqql_correct,HToWW2Q1L,44463,label_Hqql,label_Hqql,label_Hqql,1,12.5713529586792,9.495887756347656,-3.075465202331543,1.0,4.459296931713652e-08
A_Hqql_correct,HToWW2Q1L,50393,label_Hqql,label_Hqql,label_Hqql,1,15.11231803894043,5.181699275970459,-9.930618286132812,1.0,5.001286496053581e-08
A_Hqql_correct,HToWW2Q1L,52440,label_Hqql,label_Hqql,label_Hqql,1,7.554845333099365,2.435500144958496,-5.119345188140869,1.0,5.7353268800852675e-08
A_Hqql_correct,HToWW2Q1L,53426,label_Hqql,label_Hqql,label_Hqql,1,14.847931861877441,6.488869667053223,-8.359062194824219,1.0,4.1226808633609835e-08
A_Hqql_correct,HToWW2Q1L,59372,label_Hqql,label_Hqql,label_Hqql,1,15.263493537902832,3.555814266204834,-11.707679748535156,1.0,3.04613685386812e-08
A_Hqql_correct,HToWW2Q1L,59818,label_Hqql,label_Hqql,label_Hqql,1,12.134415626525879,4.775394439697266,-7.359021186828613,1.0,3.718292518328781e-08
A_Hqql_correct,HToWW2Q1L,64357,label_Hqql,label_Hqql,label_Hqql,1,10.171433448791504,4.073043346405029,-6.098390102386475,1.0,5.574402806018952e-08
A_Hqql_correct,HToWW2Q1L,64950,label_Hqql,label_Hqql,label_Tbl,0,7.448851108551025,7.815402030944824,0.36655092239379883,1.0,3.331575015863564e-08
A_Hqql_correct,HToWW2Q1L,67425,label_Hqql,label_Hqql,label_Hqql,1,10.417923927307129,-2.3262195587158203,-12.74414348602295,1.0,5.71416549632886e-08
A_Hqql_correct,HToWW2Q1L,81010,label_Hqql,label_Hqql,label_Hqql,1,7.509115695953369,3.2845797538757324,-4.224535942077637,1.0,3.076857524320076e-08
A_Hqql_correct,HToWW2Q1L,88997,label_Hqql,label_Hqql,label_Hqql,1,13.528090476989746,5.085215091705322,-8.442874908447266,1.0,5.4699530238622174e-08
A_Hqql_correct,HToWW2Q1L,89961,label_Hqql,label_Hqql,label_Hqql,1,11.393146514892578,2.1482911109924316,-9.244855880737305,1.0,3.5716414714670464e-08
A_Hqql_correct,HToWW2Q1L,92201,label_Hqql,label_Hqql,label_Hqql,1,14.584731101989746,3.878972053527832,-10.705759048461914,1.0,5.677694758787766e-08
A_Hqql_correct,HToWW2Q1L,95200,label_Hqql,label_Hqql,label_Hqql,1,8.009490013122559,4.043302059173584,-3.9661879539489746,1.0,3.5501859230180344e-08
A_Hqql_correct,HToWW2Q1L,96159,label_Hqql,label_Hqql,label_Hqql,1,12.377668380737305,5.958683013916016,-6.418985366821289,1.0,5.39706661584205e-08
A_Hqql_correct,HToWW2Q1L,99753,label_Hqql,label_Hqql,label_Hqql,1,12.7693510055542,9.088018417358398,-3.681332588195801,1.0,3.968738226944879e-08
A_Hqql_correct,HToWW2Q1L,3131,label_Hqql,label_Hqql,label_Hqql,1,10.651293754577637,4.904449939727783,-5.7468438148498535,0.9999998807907104,6.370721905568644e-08
A_Hqql_correct,HToWW2Q1L,4245,label_Hqql,label_Hqql,label_Hqql,1,13.574257850646973,5.309554100036621,-8.264703750610352,0.9999998807907104,6.040807676299664e-08
A_Hqql_correct,HToWW2Q1L,5781,label_Hqql,label_Hqql,label_Hqql,1,12.65594482421875,-1.30116605758667,-13.957111358642578,0.9999998807907104,6.181372924629613e-08
A_Hqql_correct,HToWW2Q1L,6321,label_Hqql,label_Hqql,label_Hqql,1,12.59192943572998,6.49390983581543,-6.098019599914551,0.9999998807907104,8.1611247537694e-08
A_Hqql_correct,HToWW2Q1L,7875,label_Hqql,label_Hqql,label_Hqql,1,14.202757835388184,4.268765926361084,-9.933992385864258,0.9999998807907104,6.632859594901674e-08
A_Hqql_correct,HToWW2Q1L,9276,label_Hqql,label_Hqql,label_Hqql,1,12.884020805358887,9.357392311096191,-3.5266284942626953,0.9999998807907104,7.804231927366345e-08
B_Hqql_to_Tbl,HToWW2Q1L,31196,label_Hqql,label_Tbl,label_Hqql,0,11.849398612976074,7.941129684448242,-3.908268928527832,8.717090167920105e-06,0.9999901056289673
B_Hqql_to_Tbl,HToWW2Q1L,49615,label_Hqql,label_Tbl,label_Hqql,0,10.404006004333496,-0.2821539640426636,-10.68616008758545,3.4005119232460856e-05,0.9999657869338989
B_Hqql_to_Tbl,HToWW2Q1L,72224,label_Hqql,label_Tbl,label_Hqql,0,13.361906051635742,6.094078540802002,-7.26782751083374,0.00015432796499226242,0.999845027923584
B_Hqql_to_Tbl,HToWW2Q1L,84151,label_Hqql,label_Tbl,label_Hqql,0,10.554959297180176,9.271549224853516,-1.2834100723266602,0.0002378646022407338,0.9997617602348328
B_Hqql_to_Tbl,HToWW2Q1L,51653,label_Hqql,label_Tbl,label_Hqql,0,16.6352481842041,3.960662841796875,-12.674585342407227,0.00032827668474055827,0.9996713399887085
B_Hqql_to_Tbl,HToWW2Q1L,28815,label_Hqql,label_Tbl,label_Hqql,0,5.951042175292969,0.2783691883087158,-5.672673225402832,0.0005785163375549018,0.9994213581085205
B_Hqql_to_Tbl,HToWW2Q1L,50736,label_Hqql,label_Tbl,label_Hqql,0,12.46901798248291,6.4797868728637695,-5.989231109619141,0.00043149589328095317,0.9991819262504578
B_Hqql_to_Tbl,HToWW2Q1L,61142,label_Hqql,label_Tbl,label_Hqql,0,10.172779083251953,1.40851891040802,-8.764260292053223,0.0006285717245191336,0.999369204044342
B_Hqql_to_Tbl,HToWW2Q1L,18289,label_Hqql,label_Tbl,label_Hqql,0,9.927512168884277,3.8531103134155273,-6.07440185546875,0.0006640837527811527,0.9993357062339783
B_Hqql_to_Tbl,HToWW2Q1L,23391,label_Hqql,label_Tbl,label_Hqql,0,8.701667785644531,1.9552491903305054,-6.746418476104736,0.0006796795642003417,0.9993202686309814
B_Hqql_to_Tbl,HToWW2Q1L,40867,label_Hqql,label_Tbl,label_Hqql,0,12.633538246154785,-0.06676244735717773,-12.700300216674805,0.000794258143287152,0.9992039799690247
B_Hqql_to_Tbl,HToWW2Q1L,31344,label_Hqql,label_Tbl,label_Hqql,0,12.383896827697754,7.575470924377441,-4.8084259033203125,0.0007950387662276626,0.9992031455039978
B_Hqql_to_Tbl,HToWW2Q1L,3507,label_Hqql,label_Tbl,label_Hqql,0,6.183178901672363,-3.737907886505127,-9.921087265014648,0.000855758786201477,0.9991232752799988
B_Hqql_to_Tbl,HToWW2Q1L,19382,label_Hqql,label_Tbl,label_Hqql,0,12.166999816894531,10.48111629486084,-1.6858835220336914,0.0008819893118925393,0.9991099238395691
B_Hqql_to_Tbl,HToWW2Q1L,9111,label_Hqql,label_Tbl,label_Hqql,0,14.614701271057129,3.744288921356201,-10.870412826538086,0.0009445220930501819,0.9990518689155579
B_Hqql_to_Tbl,HToWW2Q1L,86222,label_Hqql,label_Tbl,label_Hqql,0,11.8458251953125,8.193591117858887,-3.6522340774536133,0.001090545323677361,0.9989053010940552
B_Hqql_to_Tbl,HToWW2Q1L,52013,label_Hqql,label_Tbl,label_Hqql,0,14.776988983154297,4.017811298370361,-10.759178161621094,0.0008813683525659144,0.9985093474388123
B_Hqql_to_Tbl,HToWW2Q1L,48131,label_Hqql,label_Tbl,label_Hqql,0,3.4428532123565674,-0.4697650671005249,-3.9126181602478027,0.0012232186272740364,0.9987757802009583
B_Hqql_to_Tbl,HToWW2Q1L,98413,label_Hqql,label_Tbl,label_Hqql,0,12.455527305603027,9.54500675201416,-2.910520553588867,0.001230129157193005,0.9987665414810181
B_Hqql_to_Tbl,HToWW2Q1L,39928,label_Hqql,label_Tbl,label_Hqql,0,13.556199073791504,7.262415885925293,-6.293783187866211,0.0012667553965002298,0.9987331032752991
B_Hqql_to_Tbl,HToWW2Q1L,22276,label_Hqql,label_Tbl,label_Hqql,0,9.709003448486328,4.0636444091796875,-5.645359039306641,0.0013571286108344793,0.9986423850059509
B_Hqql_to_Tbl,HToWW2Q1L,21955,label_Hqql,label_Tbl,label_Hqql,0,9.997733116149902,5.507670879364014,-4.490062236785889,0.0015612877905368805,0.9984384179115295
B_Hqql_to_Tbl,HToWW2Q1L,90518,label_Hqql,label_Tbl,label_Hqql,0,12.500510215759277,0.5251516103744507,-11.975358963012695,0.001745903049595654,0.9982463121414185
B_Hqql_to_Tbl,HToWW2Q1L,9212,label_Hqql,label_Tbl,label_Hqql,0,11.558716773986816,7.526372909545898,-4.032343864440918,0.0010399187449365854,0.996893048286438
B_Hqql_to_Tbl,HToWW2Q1L,19499,label_Hqql,label_Tbl,label_Hqql,0,12.804232597351074,6.600837707519531,-6.203394889831543,0.0020939211826771498,0.9978823065757751
B_Hqql_to_Tbl,HToWW2Q1L,34381,label_Hqql,label_Tbl,label_Hqql,0,4.141404628753662,3.3626723289489746,-0.7787322998046875,0.0026462669484317303,0.9973425269126892
B_Hqql_to_Tbl,HToWW2Q1L,27469,label_Hqql,label_Tbl,label_Hqql,0,13.141897201538086,2.9723777770996094,-10.169519424438477,0.0026559100951999426,0.9973432421684265
B_Hqql_to_Tbl,HToWW2Q1L,61670,label_Hqql,label_Tbl,label_Hqql,0,10.139678955078125,1.7326687574386597,-8.407010078430176,0.002685303334146738,0.9972766041755676
B_Hqql_to_Tbl,HToWW2Q1L,39444,label_Hqql,label_Tbl,label_Hqql,0,12.747020721435547,9.436514854431152,-3.3105058670043945,0.0029986188746988773,0.9969959259033203
B_Hqql_to_Tbl,HToWW2Q1L,14437,label_Hqql,label_Tbl,label_Hqql,0,16.663223266601562,4.255068302154541,-12.40815544128418,0.0030440278351306915,0.9969454407691956
B_Hqql_to_Tbl,HToWW2Q1L,98246,label_Hqql,label_Tbl,label_Hqql,0,12.859711647033691,4.136682033538818,-8.723030090332031,0.0031553073786199093,0.9967993497848511
B_Hqql_to_Tbl,HToWW2Q1L,84642,label_Hqql,label_Tbl,label_Hqql,0,9.749144554138184,7.589234352111816,-2.159910202026367,0.003202951978892088,0.9967337846755981
B_Hqql_to_Tbl,HToWW2Q1L,66942,label_Hqql,label_Tbl,label_Hqql,0,13.796882629394531,4.494926452636719,-9.301956176757812,0.0033325739204883575,0.9966417551040649
B_Hqql_to_Tbl,HToWW2Q1L,31656,label_Hqql,label_Tbl,label_Hqql,0,15.49604320526123,6.509571075439453,-8.986472129821777,0.0011036123614758253,0.9939590692520142
B_Hqql_to_Tbl,HToWW2Q1L,89205,label_Hqql,label_Tbl,label_Hqql,0,14.236204147338867,7.409167289733887,-6.8270368576049805,0.0037273212801665068,0.9962722063064575
B_Hqql_to_Tbl,HToWW2Q1L,55145,label_Hqql,label_Tbl,label_Tbl,1,8.134636878967285,8.797130584716797,0.6624937057495117,0.0038624759763479233,0.996122419834137
B_Hqql_to_Tbl,HToWW2Q1L,7287,label_Hqql,label_Tbl,label_Hqql,0,13.202715873718262,10.129005432128906,-3.0737104415893555,0.004236687906086445,0.9957181811332703
B_Hqql_to_Tbl,HToWW2Q1L,490,label_Hqql,label_Tbl,label_Hqql,0,13.578545570373535,3.9357728958129883,-9.642772674560547,0.004423242062330246,0.9955589771270752
B_Hqql_to_Tbl,HToWW2Q1L,26873,label_Hqql,label_Tbl,label_Hqql,0,8.991808891296387,0.7640498876571655,-8.22775936126709,0.004493085667490959,0.9955055713653564
B_Hqql_to_Tbl,HToWW2Q1L,75895,label_Hqql,label_Tbl,label_Hqql,0,15.765406608581543,6.023388385772705,-9.74201774597168,0.004614203702658415,0.9953771829605103
B_Hqql_to_Tbl,HToWW2Q1L,34721,label_Hqql,label_Tbl,label_Hqql,0,8.901618003845215,2.9937586784362793,-5.9078593254089355,0.004621828440576792,0.9953374862670898
B_Hqql_to_Tbl,HToWW2Q1L,56770,label_Hqql,label_Tbl,label_Hqql,0,13.193755149841309,6.944870948791504,-6.248884201049805,0.004712498746812344,0.9952821135520935
B_Hqql_to_Tbl,HToWW2Q1L,42936,label_Hqql,label_Tbl,label_Hqql,0,8.532633781433105,8.51387882232666,-0.018754959106445312,0.0048939939588308334,0.9951005578041077
B_Hqql_to_Tbl,HToWW2Q1L,25038,label_Hqql,label_Tbl,label_Hqql,0,8.065983772277832,-0.39352643489837646,-8.45950984954834,0.005101324990391731,0.9948976635932922
B_Hqql_to_Tbl,HToWW2Q1L,32769,label_Hqql,label_Tbl,label_Hqql,0,13.681588172912598,4.298723220825195,-9.382864952087402,0.005240346770733595,0.9947077035903931
B_Hqql_to_Tbl,HToWW2Q1L,87153,label_Hqql,label_Tbl,label_Tbl,1,7.027256488800049,12.983833312988281,5.956576824188232,0.005351844243705273,0.9946012496948242
B_Hqql_to_Tbl,HToWW2Q1L,1907,label_Hqql,label_Tbl,label_Hqql,0,11.627223014831543,7.111279487609863,-4.51594352722168,0.005396826192736626,0.9945191740989685
B_Hqql_to_Tbl,HToWW2Q1L,82514,label_Hqql,label_Tbl,label_Hqql,0,10.671846389770508,0.9198278188705444,-9.752018928527832,0.005502610467374325,0.9944849610328674
B_Hqql_to_Tbl,HToWW2Q1L,11411,label_Hqql,label_Tbl,label_Hqql,0,12.214850425720215,1.2770596742630005,-10.937790870666504,0.0056148977018892765,0.9943845272064209
B_Hqql_to_Tbl,HToWW2Q1L,12925,label_Hqql,label_Tbl,label_Hqql,0,15.464964866638184,3.9133858680725098,-11.551578521728516,0.005664237774908543,0.9943346977233887
B_Hqql_to_Tbl,HToWW2Q1L,52438,label_Hqql,label_Tbl,label_Hqql,0,11.918258666992188,7.824461936950684,-4.093796730041504,0.005706584546715021,0.9942916631698608
B_Hqql_to_Tbl,HToWW2Q1L,29479,label_Hqql,label_Tbl,label_Hqql,0,11.697151184082031,6.251148700714111,-5.44600248336792,0.0058175139129161835,0.994179368019104
B_Hqql_to_Tbl,HToWW2Q1L,21459,label_Hqql,label_Tbl,label_Hqql,0,16.356821060180664,5.713709354400635,-10.643112182617188,0.005845936480909586,0.9941319823265076
B_Hqql_to_Tbl,HToWW2Q1L,22598,label_Hqql,label_Tbl,label_Hqql,0,14.347990989685059,8.11507511138916,-6.232915878295898,0.0059398384764790535,0.9940540194511414
B_Hqql_to_Tbl,HToWW2Q1L,66129,label_Hqql,label_Tbl,label_Tbl,1,6.430205345153809,9.508221626281738,3.0780162811279297,0.005982216913253069,0.993996262550354
B_Hqql_to_Tbl,HToWW2Q1L,83850,label_Hqql,label_Tbl,label_Hqql,0,14.596467018127441,2.5958242416381836,-12.000642776489258,0.006339997053146362,0.993657648563385
B_Hqql_to_Tbl,HToWW2Q1L,72096,label_Hqql,label_Tbl,label_Hqql,0,11.683306694030762,6.086951732635498,-5.596354961395264,0.00638209655880928,0.9936171770095825
B_Hqql_to_Tbl,HToWW2Q1L,11475,label_Hqql,label_Tbl,label_Hqql,0,5.488539218902588,3.0816726684570312,-2.4068665504455566,0.006249530706554651,0.9934770464897156
B_Hqql_to_Tbl,HToWW2Q1L,87710,label_Hqql,label_Tbl,label_Hqql,0,12.049991607666016,3.712829113006592,-8.337162017822266,0.0064806854352355,0.9934024214744568
B_Hqql_to_Tbl,HToWW2Q1L,77586,label_Hqql,label_Tbl,label_Hqql,0,15.000894546508789,6.621829032897949,-8.37906551361084,0.006545658223330975,0.9934456944465637
B_Hqql_to_Tbl,HToWW2Q1L,46455,label_Hqql,label_Tbl,label_Hbb,0,-0.03427916765213013,-5.840404987335205,-5.806125640869141,0.006609742064028978,0.9933888912200928
B_Hqql_to_Tbl,HToWW2Q1L,78707,label_Hqql,label_Tbl,label_Hqql,0,11.13251781463623,6.2490129470825195,-4.883504867553711,0.0067468853667378426,0.9932495355606079
B_Hqql_to_Tbl,HToWW2Q1L,77774,label_Hqql,label_Tbl,label_Hqql,0,12.657086372375488,6.525168418884277,-6.131917953491211,0.006841802038252354,0.9931455850601196
B_Hqql_to_Tbl,HToWW2Q1L,37829,label_Hqql,label_Tbl,label_Hqql,0,11.169363975524902,6.189603328704834,-4.979760646820068,0.00694511691108346,0.9930463433265686
C_Tbl_correct,TTBarLep,29,label_Tbl,label_Tbl,label_Tbl,1,1.2644977569580078,21.355960845947266,20.091463088989258,4.9224173348516587e-11,1.0
C_Tbl_correct,TTBarLep,33,label_Tbl,label_Tbl,label_Tbl,1,6.299954891204834,13.487650871276855,7.1876959800720215,6.3837100050534445e-09,1.0
C_Tbl_correct,TTBarLep,36,label_Tbl,label_Tbl,label_Tbl,1,8.040648460388184,8.162147521972656,0.12149906158447266,3.6813765369458906e-09,1.0
C_Tbl_correct,TTBarLep,113,label_Tbl,label_Tbl,label_Tbl,1,7.084914684295654,10.666597366333008,3.5816826820373535,9.652610266641659e-09,1.0
C_Tbl_correct,TTBarLep,124,label_Tbl,label_Tbl,label_Tbl,1,7.281897068023682,14.269081115722656,6.987184047698975,9.174097925779279e-09,1.0
C_Tbl_correct,TTBarLep,130,label_Tbl,label_Tbl,label_Tbl,1,5.659250259399414,14.892987251281738,9.233736991882324,6.305583225701961e-13,1.0
C_Tbl_correct,TTBarLep,132,label_Tbl,label_Tbl,label_Tbl,1,9.593057632446289,12.7250337600708,3.1319761276245117,2.420531223373823e-12,1.0
C_Tbl_correct,TTBarLep,146,label_Tbl,label_Tbl,label_Tbl,1,9.99439811706543,10.741212844848633,0.7468147277832031,1.1699696766953593e-09,1.0
C_Tbl_correct,TTBarLep,188,label_Tbl,label_Tbl,label_Tbl,1,2.522965669631958,3.896592140197754,1.373626470565796,1.803244331632925e-09,1.0
C_Tbl_correct,TTBarLep,214,label_Tbl,label_Tbl,label_Tbl,1,1.7577276229858398,13.549410820007324,11.791683197021484,9.904912445790615e-09,1.0
C_Tbl_correct,TTBarLep,226,label_Tbl,label_Tbl,label_Tbl,1,5.131620407104492,14.980151176452637,9.848530769348145,7.133111878943055e-09,1.0
C_Tbl_correct,TTBarLep,305,label_Tbl,label_Tbl,label_Tbl,1,9.256956100463867,15.492030143737793,6.235074043273926,1.927505977050714e-08,1.0
C_Tbl_correct,TTBarLep,346,label_Tbl,label_Tbl,label_Tbl,1,7.198773384094238,15.38730525970459,8.188531875610352,3.228858846959781e-11,1.0
C_Tbl_correct,TTBarLep,368,label_Tbl,label_Tbl,label_Tbl,1,1.0940265655517578,14.953417778015137,13.859391212463379,2.4783379792836513e-09,1.0
C_Tbl_correct,TTBarLep,401,label_Tbl,label_Tbl,label_Tbl,1,7.960493564605713,14.313939094543457,6.353445529937744,5.079596743229331e-09,1.0
C_Tbl_correct,TTBarLep,423,label_Tbl,label_Tbl,label_Tbl,1,5.568276405334473,15.397019386291504,9.828742980957031,1.6768474386807952e-09,1.0
C_Tbl_correct,TTBarLep,476,label_Tbl,label_Tbl,label_Tbl,1,8.014269828796387,8.844820022583008,0.8305501937866211,1.5466511626982538e-08,1.0
C_Tbl_correct,TTBarLep,478,label_Tbl,label_Tbl,label_Tbl,1,3.9963247776031494,15.168169975280762,11.171845436096191,1.2154046657997242e-09,1.0
C_Tbl_correct,TTBarLep,520,label_Tbl,label_Tbl,label_Tbl,1,5.604651927947998,14.200916290283203,8.596263885498047,2.7404620794868606e-09,1.0
C_Tbl_correct,TTBarLep,530,label_Tbl,label_Tbl,label_Tbl,1,7.891740322113037,14.190186500549316,6.298446178436279,1.721141273947069e-08,1.0
C_Tbl_correct,TTBarLep,539,label_Tbl,label_Tbl,label_Tbl,1,1.7329738140106201,12.528341293334961,10.795367240905762,1.710565439294598e-10,1.0
C_Tbl_correct,TTBarLep,554,label_Tbl,label_Tbl,label_Tbl,1,2.0744574069976807,13.34241008758545,11.267952919006348,2.9929705935849427e-10,1.0
C_Tbl_correct,TTBarLep,609,label_Tbl,label_Tbl,label_Hqql,0,10.840422630310059,7.779257774353027,-3.0611648559570312,2.4562213596368565e-08,1.0
C_Tbl_correct,TTBarLep,610,label_Tbl,label_Tbl,label_Tbl,1,7.667457103729248,15.384259223937988,7.71680212020874,7.056596973420426e-10,1.0
C_Tbl_correct,TTBarLep,623,label_Tbl,label_Tbl,label_Tbl,1,7.6437907218933105,14.936129570007324,7.292338848114014,1.0834679819993198e-09,1.0
C_Tbl_correct,TTBarLep,632,label_Tbl,label_Tbl,label_Tbl,1,5.9212727546691895,12.894940376281738,6.973667621612549,3.979059748360214e-09,1.0
