event,donor,fraction,n_patch,baseline_pred,patched_pred,success_to_Hqql,flip,delta_margin,target_p0_pid,donor_p0_pid
13065,15575,1.0,8,label_Tbl,label_Hqql,1,1,2.0842024087905884,charged_hadron,charged_hadron
13107,14763,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,muon
13107,14763,0.2,2,label_Tbl,label_Hqql,1,1,0.8848727941513062,photon,muon
13107,14763,0.4,3,label_Tbl,label_Hqql,1,1,1.6064962148666382,photon,muon
13107,14763,0.6,5,label_Tbl,label_Hqql,1,1,2.8380632400512695,photon,muon
13107,14763,0.8,6,label_Tbl,label_Hqql,1,1,3.911344528198242,photon,muon
13107,14763,1.0,8,label_Tbl,label_Hqql,1,1,4.512527227401733,photon,muon
13108,14511,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
13108,14511,0.2,2,label_Tbl,label_Tbl,0,0,0.8775910139083862,electron,muon
13108,14511,0.4,3,label_Tbl,label_Tbl,0,0,0.34653520584106445,electron,muon
13108,14511,0.6,5,label_Tbl,label_Tbl,0,0,-0.8548141717910767,electron,muon
13108,14511,0.8,6,label_Tbl,label_Tbl,0,0,-1.0570052862167358,electron,muon
13108,14511,1.0,8,label_Tbl,label_Tbl,0,0,-0.8758050203323364,electron,muon
13112,16106,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13112,16106,0.2,2,label_Tbl,label_Hqql,1,1,4.743289351463318,electron,electron
13112,16106,0.4,3,label_Tbl,label_Hqql,1,1,5.17410409450531,electron,electron
13112,16106,0.6,5,label_Tbl,label_Hqql,1,1,5.829746961593628,electron,electron
13112,16106,0.8,6,label_Tbl,label_Hqql,1,1,4.745769023895264,electron,electron
13112,16106,1.0,8,label_Tbl,label_Tbl,0,0,3.2454843521118164,electron,electron
13152,12772,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
13152,12772,0.2,2,label_Tbl,label_Hqql,1,1,2.8745195865631104,electron,muon
13152,12772,0.4,3,label_Tbl,label_Hqql,1,1,2.3859658241271973,electron,muon
13152,12772,0.6,5,label_Tbl,label_Hqql,1,1,2.4591695070266724,electron,muon
13152,12772,0.8,6,label_Tbl,label_Hqql,1,1,2.3649383783340454,electron,muon
13152,12772,1.0,8,label_Tbl,label_Hqql,1,1,2.357431173324585,electron,muon
13236,14589,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
13236,14589,0.2,2,label_Tbl,label_Hqql,1,1,2.6095601320266724,muon,electron
13236,14589,0.4,3,label_Tbl,label_Hqql,1,1,3.205905556678772,muon,electron
13236,14589,0.6,5,label_Tbl,label_Hqql,1,1,3.051653504371643,muon,electron
13236,14589,0.8,6,label_Tbl,label_Hqql,1,1,2.429169774055481,muon,electron
13236,14589,1.0,8,label_Tbl,label_Hqql,1,1,0.9929367303848267,muon,electron
13239,13444,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,neutral_hadron
13239,13444,0.2,2,label_Tbl,label_Tbl,0,0,-0.5183731317520142,electron,neutral_hadron
13239,13444,0.4,3,label_Tbl,label_Tbl,0,0,-1.1031287908554077,electron,neutral_hadron
13239,13444,0.6,5,label_Tbl,label_QCD,0,1,-2.927370071411133,electron,neutral_hadron
13239,13444,0.8,6,label_Tbl,label_Hqql,1,1,1.0347843170166016,electron,neutral_hadron
13239,13444,1.0,8,label_Tbl,label_Hqql,1,1,2.0571460723876953,electron,neutral_hadron
13252,15294,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
13252,15294,0.2,2,label_Tbl,label_Tbl,0,0,1.1684609651565552,electron,charged_hadron
13252,15294,0.4,3,label_Tbl,label_Tbl,0,0,2.0838770866394043,electron,charged_hadron
13252,15294,0.6,5,label_Tbl,label_Tbl,0,0,2.2230749130249023,electron,charged_hadron
13252,15294,0.8,6,label_Tbl,label_Hqql,1,1,7.657529354095459,electron,charged_hadron
13252,15294,1.0,8,label_Tbl,label_Hqql,1,1,5.826450824737549,electron,charged_hadron
13302,14068,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
13302,14068,0.2,2,label_Tbl,label_Hqql,1,1,3.224222421646118,electron,charged_hadron
13302,14068,0.4,3,label_Tbl,label_Hqql,1,1,3.7448890209198,electron,charged_hadron
13302,14068,0.6,5,label_Tbl,label_Hqql,1,1,1.84780752658844,electron,charged_hadron
13302,14068,0.8,6,label_Tbl,label_Hqql,1,1,1.8104108572006226,electron,charged_hadron
13302,14068,1.0,8,label_Tbl,label_Hqql,1,1,2.027463436126709,electron,charged_hadron
13347,14921,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13347,14921,0.2,2,label_Tbl,label_Hqql,1,1,0.7724997699260712,electron,electron
13347,14921,0.4,3,label_Tbl,label_Tbl,0,0,-0.26357293128967285,electron,electron
13347,14921,0.6,5,label_Tbl,label_Tbl,0,0,-0.5350964963436127,electron,electron
13347,14921,0.8,6,label_Tbl,label_Tbl,0,0,-0.9335419237613678,electron,electron
13347,14921,1.0,8,label_Tbl,label_Hqql,1,1,0.29004043340682983,electron,electron
13377,14669,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
13377,14669,0.2,2,label_Tbl,label_Hqql,1,1,2.0705467462539673,electron,charged_hadron
13377,14669,0.4,3,label_Tbl,label_Hqql,1,1,2.6678426265716553,electron,charged_hadron
13377,14669,0.6,5,label_Tbl,label_Hqql,1,1,2.897433876991272,electron,charged_hadron
13377,14669,0.8,6,label_Tbl,label_Tbl,0,0,1.924826294183731,electron,charged_hadron
13377,14669,1.0,8,label_Tbl,label_Tbl,0,0,-0.20556485652923584,electron,charged_hadron
13384,13432,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13384,13432,0.2,2,label_Tbl,label_Hqql,1,1,3.0084644556045532,electron,electron
13384,13432,0.4,3,label_Tbl,label_Hqql,1,1,3.810749888420105,electron,electron
13384,13432,0.6,5,label_Tbl,label_Hqql,1,1,3.6899207830429077,electron,electron
13384,13432,0.8,6,label_Tbl,label_Hqql,1,1,3.411986470222473,electron,electron
13384,13432,1.0,8,label_Tbl,label_Hqql,1,1,3.328058362007141,electron,electron
13441,13758,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13441,13758,0.2,2,label_Tbl,label_Tbl,0,0,1.3156543970108032,muon,muon
13441,13758,0.4,3,label_Tbl,label_Tbl,0,0,1.5622020959854126,muon,muon
13441,13758,0.6,5,label_Tbl,label_Hqql,1,1,2.0220448970794678,muon,muon
13441,13758,0.8,6,label_Tbl,label_Tbl,0,0,1.4367661476135254,muon,muon
13441,13758,1.0,8,label_Tbl,label_Hqql,1,1,2.2646650075912476,muon,muon
13449,14756,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,charged_hadron
13449,14756,0.2,2,label_Tbl,label_Tbl,0,0,-0.14455246925354004,muon,charged_hadron
13449,14756,0.4,3,label_Tbl,label_Tbl,0,0,0.5904027223587036,muon,charged_hadron
13449,14756,0.6,5,label_Tbl,label_Hqql,1,1,2.2292975187301636,muon,charged_hadron
13449,14756,0.8,6,label_Tbl,label_QCD,0,1,1.641170859336853,muon,charged_hadron
13449,14756,1.0,8,label_Tbl,label_QCD,0,1,-0.10805690288543701,muon,charged_hadron
13473,16270,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13473,16270,0.2,2,label_Tbl,label_Tbl,0,0,-1.3579974174499512,electron,electron
13473,16270,0.4,3,label_Tbl,label_Tbl,0,0,-1.2483265399932861,electron,electron
13473,16270,0.6,5,label_Tbl,label_Tbl,0,0,-3.369293212890625,electron,electron
13473,16270,0.8,6,label_Tbl,label_Tbl,0,0,-2.5500340461730957,electron,electron
13473,16270,1.0,8,label_Tbl,label_Tbl,0,0,-3.5163493156433105,electron,electron
13559,15487,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,neutral_hadron
13559,15487,0.2,2,label_Tbl,label_QCD,0,1,0.4294133186340332,neutral_hadron,neutral_hadron
13559,15487,0.4,3,label_Tbl,label_QCD,0,1,0.36236095428466797,neutral_hadron,neutral_hadron
13559,15487,0.6,5,label_Tbl,label_QCD,0,1,-2.290925979614258,neutral_hadron,neutral_hadron
13559,15487,0.8,6,label_Tbl,label_QCD,0,1,-1.6993675231933594,neutral_hadron,neutral_hadron
13559,15487,1.0,8,label_Tbl,label_QCD,0,1,0.06764793395996094,neutral_hadron,neutral_hadron
13581,12711,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
13581,12711,0.2,2,label_Tbl,label_Tbl,0,0,0.0434718132019043,electron,charged_hadron
13581,12711,0.4,3,label_Tbl,label_Tbl,0,0,-0.6774969100952148,electron,charged_hadron
13581,12711,0.6,5,label_Tbl,label_Tbl,0,0,-1.0796234607696533,electron,charged_hadron
13581,12711,0.8,6,label_Tbl,label_Tbl,0,0,-0.8275132179260254,electron,charged_hadron
13581,12711,1.0,8,label_Tbl,label_Tbl,0,0,1.1397778987884521,electron,charged_hadron
13583,13951,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
13583,13951,0.2,2,label_Tbl,label_Tbl,0,0,0.5491918325424194,electron,muon
13583,13951,0.4,3,label_Tbl,label_Tbl,0,0,1.337529182434082,electron,muon
13583,13951,0.6,5,label_Tbl,label_Tbl,0,0,1.7117534577846527,electron,muon
13583,13951,0.8,6,label_Tbl,label_Hqql,1,1,2.0664305686950684,electron,muon
13583,13951,1.0,8,label_Tbl,label_Tbl,0,0,0.06785964965820312,electron,muon
13595,14753,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,neutral_hadron
13595,14753,0.2,2,label_Tbl,label_Tbl,0,0,4.001511216163635,electron,neutral_hadron
13595,14753,0.4,3,label_Tbl,label_Tbl,0,0,3.658644676208496,electron,neutral_hadron
13595,14753,0.6,5,label_Tbl,label_Tbl,0,0,2.063178300857544,electron,neutral_hadron
13595,14753,0.8,6,label_Tbl,label_Tbl,0,0,2.05242919921875,electron,neutral_hadron
13595,14753,1.0,8,label_Tbl,label_Hqql,1,1,5.941453218460083,electron,neutral_hadron
13602,15351,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13602,15351,0.2,2,label_Tbl,label_Hqql,1,1,6.4464123249053955,muon,muon
13602,15351,0.4,3,label_Tbl,label_Hqql,1,1,7.138612985610962,muon,muon
13602,15351,0.6,5,label_Tbl,label_Hqql,1,1,6.298781633377075,muon,muon
13602,15351,0.8,6,label_Tbl,label_Hqql,1,1,2.7884680032730103,muon,muon
13602,15351,1.0,8,label_Tbl,label_Hqql,1,1,2.511787533760071,muon,muon
13622,14897,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,muon
13622,14897,0.2,2,label_Tbl,label_Hqql,1,1,2.9614081382751465,charged_hadron,muon
13622,14897,0.4,3,label_Tbl,label_Hqql,1,1,2.4464863538742065,charged_hadron,muon
13622,14897,0.6,5,label_Tbl,label_Hqql,1,1,2.3071067333221436,charged_hadron,muon
13622,14897,0.8,6,label_Tbl,label_Hqql,1,1,2.3787009716033936,charged_hadron,muon
13622,14897,1.0,8,label_Tbl,label_Hqql,1,1,2.190664052963257,charged_hadron,muon
13628,14993,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
13628,14993,0.2,2,label_Tbl,label_Tbl,0,0,0.4469418525695801,muon,electron
13628,14993,0.4,3,label_Tbl,label_Tbl,0,0,0.5221750736236572,muon,electron
13628,14993,0.6,5,label_Tbl,label_Tbl,0,0,0.1402379274368286,muon,electron
13628,14993,0.8,6,label_Tbl,label_Tbl,0,0,-0.20166242122650146,muon,electron
13628,14993,1.0,8,label_Tbl,label_Tbl,0,0,-0.5838229656219482,muon,electron
13657,16337,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
13657,16337,0.2,2,label_Tbl,label_Hqql,1,1,2.05402147769928,electron,electron
13657,16337,0.4,3,label_Tbl,label_Hqql,1,1,2.8742117881774902,electron,electron
13657,16337,0.6,5,label_Tbl,label_Tbl,0,0,1.7341948747634888,electron,electron
13657,16337,0.8,6,label_Tbl,label_Hqql,1,1,4.919610619544983,electron,electron
13657,16337,1.0,8,label_Tbl,label_Hqql,1,1,4.665392279624939,electron,electron
13667,12295,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
13667,12295,0.2,2,label_Tbl,label_Hqql,1,1,1.3041903972625732,electron,charged_hadron
13667,12295,0.4,3,label_Tbl,label_Hqql,1,1,0.9281234741210938,electron,charged_hadron
13667,12295,0.6,5,label_Tbl,label_Hqql,1,1,0.6042799949645996,electron,charged_hadron
13667,12295,0.8,6,label_Tbl,label_Hqql,1,1,1.0584330558776855,electron,charged_hadron
13667,12295,1.0,8,label_Tbl,label_Hqql,1,1,1.841996192932129,electron,charged_hadron
13674,12573,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
13674,12573,0.2,2,label_Tbl,label_Hqql,1,1,3.6028363704681396,muon,muon
