id,kind,name,label,W_Tbl_minus_Hqql,bias_Tbl_minus_Hqql,kind2,top_group,diagnosis,B_write,B_AxGrad,role,group,activation,grad
residual_role:mod.cls_blocks.1|electron|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.1|electron|B_Hqql_to_Tbl,mod.cls_blocks.1 electron,,,,,,,,electron,B_Hqql_to_Tbl,,
residual_role:mod.cls_blocks.0|neutral_hadron|A_Hqql_correct,residual_role,mod.cls_blocks.0|neutral_hadron|A_Hqql_correct,mod.cls_blocks.0 neutral_hadron,,,,,,,,neutral_hadron,A_Hqql_correct,,
residual_role:mod.cls_blocks.1|neutral_hadron|A_Hqql_correct,residual_role,mod.cls_blocks.1|neutral_hadron|A_Hqql_correct,mod.cls_blocks.1 neutral_hadron,,,,,,,,neutral_hadron,A_Hqql_correct,,
residual_role:mod.blocks.0|muon|B_Hqql_to_Tbl,residual_role,mod.blocks.0|muon|B_Hqql_to_Tbl,mod.blocks.0 muon,,,,,,,,muon,B_Hqql_to_Tbl,,
residual_block:mod.blocks.0,residual_block,mod.blocks.0,mod.blocks.0,,,,,,,,,,,
residual_role:mod.cls_blocks.0|photon|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.0|photon|D_Tbl_to_Hqql,mod.cls_blocks.0 photon,,,,,,,,photon,D_Tbl_to_Hqql,,
residual_role:mod.cls_blocks.0|neutral_hadron|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.0|neutral_hadron|B_Hqql_to_Tbl,mod.cls_blocks.0 neutral_hadron,,,,,,,,neutral_hadron,B_Hqql_to_Tbl,,
residual_role:mod.cls_blocks.0|CLS|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.0|CLS|B_Hqql_to_Tbl,mod.cls_blocks.0 CLS,,,,,,,,CLS,B_Hqql_to_Tbl,,
residual_role:mod.blocks.4|muon|B_Hqql_to_Tbl,residual_role,mod.blocks.4|muon|B_Hqql_to_Tbl,mod.blocks.4 muon,,,,,,,,muon,B_Hqql_to_Tbl,,
residual_block:mod.blocks.4,residual_block,mod.blocks.4,mod.blocks.4,,,,,,,,,,,
residual_role:mod.cls_blocks.1|neutral_hadron|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.1|neutral_hadron|B_Hqql_to_Tbl,mod.cls_blocks.1 neutral_hadron,,,,,,,,neutral_hadron,B_Hqql_to_Tbl,,
residual_role:mod.cls_blocks.0|charged_hadron|C_Tbl_correct,residual_role,mod.cls_blocks.0|charged_hadron|C_Tbl_correct,mod.cls_blocks.0 charged_hadron,,,,,,,,charged_hadron,C_Tbl_correct,,
residual_role:mod.cls_blocks.1|CLS|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.1|CLS|B_Hqql_to_Tbl,mod.cls_blocks.1 CLS,,,,,,,,CLS,B_Hqql_to_Tbl,,
residual_role:mod.cls_blocks.1|charged_hadron|C_Tbl_correct,residual_role,mod.cls_blocks.1|charged_hadron|C_Tbl_correct,mod.cls_blocks.1 charged_hadron,,,,,,,,charged_hadron,C_Tbl_correct,,
residual_role:mod.cls_blocks.0|charged_hadron|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.0|charged_hadron|B_Hqql_to_Tbl,mod.cls_blocks.0 charged_hadron,,,,,,,,charged_hadron,B_Hqql_to_Tbl,,
residual_role:mod.cls_blocks.1|photon|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.1|photon|D_Tbl_to_Hqql,mod.cls_blocks.1 photon,,,,,,,,photon,D_Tbl_to_Hqql,,
residual_role:mod.cls_blocks.0|CLS|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.0|CLS|D_Tbl_to_Hqql,mod.cls_blocks.0 CLS,,,,,,,,CLS,D_Tbl_to_Hqql,,
residual_role:mod.cls_blocks.1|charged_hadron|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.1|charged_hadron|B_Hqql_to_Tbl,mod.cls_blocks.1 charged_hadron,,,,,,,,charged_hadron,B_Hqql_to_Tbl,,
residual_role:mod.blocks.7|muon|A_Hqql_correct,residual_role,mod.blocks.7|muon|A_Hqql_correct,mod.blocks.7 muon,,,,,,,,muon,A_Hqql_correct,,
residual_block:mod.blocks.7,residual_block,mod.blocks.7,mod.blocks.7,,,,,,,,,,,
residual_role:mod.blocks.1|muon|B_Hqql_to_Tbl,residual_role,mod.blocks.1|muon|B_Hqql_to_Tbl,mod.blocks.1 muon,,,,,,,,muon,B_Hqql_to_Tbl,,
residual_block:mod.blocks.1,residual_block,mod.blocks.1,mod.blocks.1,,,,,,,,,,,
residual_role:mod.blocks.7|muon|B_Hqql_to_Tbl,residual_role,mod.blocks.7|muon|B_Hqql_to_Tbl,mod.blocks.7 muon,,,,,,,,muon,B_Hqql_to_Tbl,,
residual_role:mod.cls_blocks.0|neutral_hadron|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.0|neutral_hadron|D_Tbl_to_Hqql,mod.cls_blocks.0 neutral_hadron,,,,,,,,neutral_hadron,D_Tbl_to_Hqql,,
residual_role:mod.blocks.0|electron|C_Tbl_correct,residual_role,mod.blocks.0|electron|C_Tbl_correct,mod.blocks.0 electron,,,,,,,,electron,C_Tbl_correct,,
residual_role:mod.cls_blocks.1|neutral_hadron|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.1|neutral_hadron|D_Tbl_to_Hqql,mod.cls_blocks.1 neutral_hadron,,,,,,,,neutral_hadron,D_Tbl_to_Hqql,,
residual_role:mod.cls_blocks.0|photon|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.0|photon|B_Hqql_to_Tbl,mod.cls_blocks.0 photon,,,,,,,,photon,B_Hqql_to_Tbl,,
residual_role:mod.cls_blocks.0|charged_hadron|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.0|charged_hadron|D_Tbl_to_Hqql,mod.cls_blocks.0 charged_hadron,,,,,,,,charged_hadron,D_Tbl_to_Hqql,,
residual_role:mod.cls_blocks.1|CLS|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.1|CLS|D_Tbl_to_Hqql,mod.cls_blocks.1 CLS,,,,,,,,CLS,D_Tbl_to_Hqql,,
residual_role:mod.cls_blocks.1|charged_hadron|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.1|charged_hadron|D_Tbl_to_Hqql,mod.cls_blocks.1 charged_hadron,,,,,,,,charged_hadron,D_Tbl_to_Hqql,,
residual_role:mod.blocks.7|muon|D_Tbl_to_Hqql,residual_role,mod.blocks.7|muon|D_Tbl_to_Hqql,mod.blocks.7 muon,,,,,,,,muon,D_Tbl_to_Hqql,,
residual_role:mod.blocks.0|muon|C_Tbl_correct,residual_role,mod.blocks.0|muon|C_Tbl_correct,mod.blocks.0 muon,,,,,,,,muon,C_Tbl_correct,,
residual_role:mod.blocks.1|muon|C_Tbl_correct,residual_role,mod.blocks.1|muon|C_Tbl_correct,mod.blocks.1 muon,,,,,,,,muon,C_Tbl_correct,,
residual_role:mod.blocks.6|muon|A_Hqql_correct,residual_role,mod.blocks.6|muon|A_Hqql_correct,mod.blocks.6 muon,,,,,,,,muon,A_Hqql_correct,,
residual_block:mod.blocks.6,residual_block,mod.blocks.6,mod.blocks.6,,,,,,,,,,,
residual_role:mod.blocks.1|electron|C_Tbl_correct,residual_role,mod.blocks.1|electron|C_Tbl_correct,mod.blocks.1 electron,,,,,,,,electron,C_Tbl_correct,,
residual_role:mod.cls_blocks.1|photon|B_Hqql_to_Tbl,residual_role,mod.cls_blocks.1|photon|B_Hqql_to_Tbl,mod.cls_blocks.1 photon,,,,,,,,photon,B_Hqql_to_Tbl,,
residual_role:mod.blocks.0|electron|A_Hqql_correct,residual_role,mod.blocks.0|electron|A_Hqql_correct,mod.blocks.0 electron,,,,,,,,electron,A_Hqql_correct,,
residual_role:mod.blocks.3|muon|A_Hqql_correct,residual_role,mod.blocks.3|muon|A_Hqql_correct,mod.blocks.3 muon,,,,,,,,muon,A_Hqql_correct,,
residual_block:mod.blocks.3,residual_block,mod.blocks.3,mod.blocks.3,,,,,,,,,,,
residual_role:mod.blocks.3|electron|C_Tbl_correct,residual_role,mod.blocks.3|electron|C_Tbl_correct,mod.blocks.3 electron,,,,,,,,electron,C_Tbl_correct,,
residual_role:mod.blocks.3|muon|B_Hqql_to_Tbl,residual_role,mod.blocks.3|muon|B_Hqql_to_Tbl,mod.blocks.3 muon,,,,,,,,muon,B_Hqql_to_Tbl,,
residual_role:mod.blocks.6|electron|A_Hqql_correct,residual_role,mod.blocks.6|electron|A_Hqql_correct,mod.blocks.6 electron,,,,,,,,electron,A_Hqql_correct,,
residual_role:mod.blocks.1|electron|A_Hqql_correct,residual_role,mod.blocks.1|electron|A_Hqql_correct,mod.blocks.1 electron,,,,,,,,electron,A_Hqql_correct,,
residual_role:mod.blocks.0|muon|A_Hqql_correct,residual_role,mod.blocks.0|muon|A_Hqql_correct,mod.blocks.0 muon,,,,,,,,muon,A_Hqql_correct,,
residual_role:mod.blocks.7|electron|A_Hqql_correct,residual_role,mod.blocks.7|electron|A_Hqql_correct,mod.blocks.7 electron,,,,,,,,electron,A_Hqql_correct,,
residual_role:mod.blocks.2|muon|C_Tbl_correct,residual_role,mod.blocks.2|muon|C_Tbl_correct,mod.blocks.2 muon,,,,,,,,muon,C_Tbl_correct,,
residual_block:mod.blocks.2,residual_block,mod.blocks.2,mod.blocks.2,,,,,,,,,,,
residual_role:mod.blocks.3|electron|B_Hqql_to_Tbl,residual_role,mod.blocks.3|electron|B_Hqql_to_Tbl,mod.blocks.3 electron,,,,,,,,electron,B_Hqql_to_Tbl,,
residual_role:mod.blocks.4|electron|B_Hqql_to_Tbl,residual_role,mod.blocks.4|electron|B_Hqql_to_Tbl,mod.blocks.4 electron,,,,,,,,electron,B_Hqql_to_Tbl,,
residual_role:mod.blocks.0|electron|B_Hqql_to_Tbl,residual_role,mod.blocks.0|electron|B_Hqql_to_Tbl,mod.blocks.0 electron,,,,,,,,electron,B_Hqql_to_Tbl,,
classifier_activation_dim:fc_input_dim_1,classifier_activation_dim,fc_input_dim_1,fc input dim 1,,,,,,,,,,3.510134607553482,0.25
classifier_activation_dim:fc_input_dim_2,classifier_activation_dim,fc_input_dim_2,fc input dim 2,,,,,,,,,,2.223183259367943,-0.25
classifier_activation_dim:fc_input_dim_8,classifier_activation_dim,fc_input_dim_8,fc input dim 8,,,,,,,,,,0.9479719332884997,0.22047212719917297
classifier_activation_dim:fc_input_dim_103,classifier_activation_dim,fc_input_dim_103,fc input dim 103,,,,,,,,,,0.4230346431334813,0.27712365984916687
classifier_activation_dim:fc_input_dim_79,classifier_activation_dim,fc_input_dim_79,fc input dim 79,,,,,,,,,,3.2307542860507965,-0.032083988189697266
classifier_activation_dim:fc_input_dim_34,classifier_activation_dim,fc_input_dim_34,fc input dim 34,,,,,,,,,,1.947526341304183,0.038518406450748444
classifier_activation_dim:fc_input_dim_57,classifier_activation_dim,fc_input_dim_57,fc input dim 57,,,,,,,,,,0.7352435407228768,0.08913352340459824
classifier_activation_dim:fc_input_dim_76,classifier_activation_dim,fc_input_dim_76,fc input dim 76,,,,,,,,,,0.44956907331943513,-0.12832869589328766
classifier_activation_dim:fc_input_dim_121,classifier_activation_dim,fc_input_dim_121,fc input dim 121,,,,,,,,,,-0.19171244371682405,-0.16841143369674683
classifier_activation_dim:fc_input_dim_45,classifier_activation_dim,fc_input_dim_45,fc input dim 45,,,,,,,,,,-0.16247414092400245,-0.1347772181034088
